xiphophorus_maculatus ENSXMAG00000004038
anser_brachyrhynchus ENSABRG00000018312
anas_platyrhynchos ENSAPLG00000004984
meleagris_gallopavo ENSMGAG00000000834
coturnix_japonica ENSCJPG00005004143
gallus_gallus ENSGALG00000001642
numida_meleagris ENSNMEG00000007942
crocodylus_porosus ENSCPRG00005014283
gopherus_agassizii ENSGAGG00000021575
chelonoidis_abingdonii ENSCABG00000011546
chrysemys_picta ENSCPBG00000018340
pelodiscus_sinensis ENSPSIG00000011156
anolis_carolinensis ENSACAG00000007417
pogona_vitticeps ENSPVIG00000018742
notechis_scutatus ENSNSUG00000013030
salvator_merianae ENSSMRG00000014819
sphenodon_punctatus ENSSPUG00000003573
phascolarctos_cinereus ENSPCIG00000018647
notamacropus_eugenii ENSMEUG00000011546
sarcophilus_harrisii ENSSHAG00000006080
monodelphis_domestica ENSMODG00000011221
pteropus_vampyrus ENSPVAG00000012587
myotis_lucifugus ENSMLUG00000000737
equus_caballus ENSECAG00000000410
equus_asinus ENSEASG00005014657
bos_mutus ENSBMUG00000004968
bos_taurus ENSBTAG00000014550
bison_bison ENSBBBG00000016503
ovis_aries ENSOARG00000002179
capra_hircus ENSCHIG00000014311
tursiops_truncatus ENSTTRG00000008575
sus_scrofa ENSSSCG00000011448
ursus_americanus ENSUAMG00000012455
ursus_maritimus ENSUMAG00000020995
ailuropoda_melanoleuca ENSAMEG00000008428
neovison_vison ENSNVIG00000023053
mustela_putorius ENSMPUG00000016779
canis_lupus ENSCAFG00000008946
canis_lupus ENSCAFG00020002635
vulpes_vulpes ENSVVUG00000024521
panthera_tigris ENSPTIG00000008111
panthera_pardus ENSPPRG00000009431
felis_catus ENSFCAG00000015720
sorex_araneus ENSSARG00000002255
erinaceus_europaeus ENSEEUG00000004628
mus_spicilegus ENSMSIG00000029151
mus_spretus MGP_SPRETEiJ_G0019947
mus_musculus ENSMUSG00000021916
mus_caroli MGP_CAROLIEiJ_G0019062
mus_pahari MGP_PahariEiJ_G0030079
rattus_norvegicus ENSRNOG00000018179
meriones_unguiculatus ENSMUGG00000026880
cricetulus_griseus ENSCGRG00015023313
cricetulus_griseus ENSCGRG00000017585
cricetulus_griseus ENSCGRG00001005981
mesocricetus_auratus ENSMAUG00000020504
microtus_ochrogaster ENSMOCG00000009254
peromyscus_maniculatus ENSPEMG00000013268
nannospalax_galili ENSNGAG00000020563
jaculus_jaculus ENSJJAG00000021166
castor_canadensis ENSCCNG00000030794
dipodomys_ordii ENSDORG00000000675
octodon_degus ENSODEG00000007760
octodon_degus ENSODEG00000012285
chinchilla_lanigera ENSCLAG00000005828
cavia_porcellus ENSCPOG00000000283
heterocephalus_glaber ENSHGLG00000019305
heterocephalus_glaber ENSHGLG00100015705
fukomys_damarensis ENSFDAG00000018184
marmota_marmota ENSMMMG00000011919
urocitellus_parryii ENSUPAG00010006946
ictidomys_tridecemlineatus ENSSTOG00000000360
spermophilus_dauricus ENSSDAG00000017537
oryctolagus_cuniculus ENSOCUG00000009849
ochotona_princeps ENSOPRG00000009373
tupaia_belangeri ENSTBEG00000017620
pan_paniscus ENSPPAG00000042721
pan_troglodytes ENSPTRG00000015010
homo_sapiens ENSG00000016864
gorilla_gorilla ENSGGOG00000011449
pongo_abelii ENSPPYG00000013799
nomascus_leucogenys ENSNLEG00000007181
rhinopithecus_roxellana ENSRROG00000036321
rhinopithecus_bieti ENSRBIG00000037307
piliocolobus_tephrosceles ENSPTEG00000037162
colobus_angolensis ENSCANG00000035331
theropithecus_gelada ENSTGEG00000029095
chlorocebus_sabaeus ENSCSAG00000013304
papio_anubis ENSPANG00000002879
cercocebus_atys ENSCATG00000037083
mandrillus_leucophaeus ENSMLEG00000034281
macaca_mulatta ENSMMUG00000012526
macaca_fascicularis ENSMFAG00000043905
macaca_nemestrina ENSMNEG00000036858
cebus_capucinus ENSCCAG00000024771
saimiri_boliviensis ENSSBOG00000024181
callithrix_jacchus ENSCJAG00000006883
aotus_nancymaae ENSANAG00000026279
carlito_syrichta ENSTSYG00000006853
propithecus_coquereli ENSPCOG00000024462
microcebus_murinus ENSMICG00000016385
prolemur_simus ENSPSMG00000005150
otolemur_garnettii ENSOGAG00000004105
procavia_capensis ENSPCAG00000002091
echinops_telfairi ENSETEG00000016539
loxodonta_africana ENSLAFG00000016064
dasypus_novemcinctus ENSDNOG00000001038
choloepus_hoffmanni ENSCHOG00000002731
ornithorhynchus_anatinus ENSOANG00000013435
latimeria_chalumnae ENSLACG00000001799
