neovison_vison ENSNVIG00000021129
marmota_marmota ENSMMMG00000002613
spermophilus_dauricus ENSSDAG00000003805
ochotona_princeps ENSOPRG00000008008
oryctolagus_cuniculus ENSOCUG00000000213
capra_hircus ENSCHIG00000012273
ovis_aries ENSOARG00000014108
bos_taurus ENSBTAG00000010032
bos_mutus ENSBMUG00000006917
bison_bison ENSBBBG00000000776
tursiops_truncatus ENSTTRG00000005887
sus_scrofa ENSSSCG00000015253
myotis_lucifugus ENSMLUG00000016520
myotis_lucifugus ENSMLUG00000022604
myotis_lucifugus ENSMLUG00000026928
erinaceus_europaeus ENSEEUG00000015353
tupaia_belangeri ENSTBEG00000003590
choloepus_hoffmanni ENSCHOG00000005756
dasypus_novemcinctus ENSDNOG00000017139
procavia_capensis ENSPCAG00000016796
bos_mutus ENSBMUG00000006926
ursus_americanus ENSUAMG00000024466
echinops_telfairi ENSETEG00000007261
ornithorhynchus_anatinus ENSOANG00000031829
notamacropus_eugenii ENSMEUG00000008905
sarcophilus_harrisii ENSSHAG00000010734
phascolarctos_cinereus ENSPCIG00000015500
monodelphis_domestica ENSMODG00000005322
ornithorhynchus_anatinus ENSOANG00000021101
pogona_vitticeps ENSPVIG00000025068
anolis_carolinensis ENSACAG00000017742
notechis_scutatus ENSNSUG00000008109
salvator_merianae ENSSMRG00000022517
sphenodon_punctatus ENSSPUG00000014224
chrysemys_picta ENSCPBG00000026849
chelonoidis_abingdonii ENSCABG00000005066
gopherus_agassizii ENSGAGG00000004571
pelodiscus_sinensis ENSPSIG00000016046
apteryx_owenii ENSAOWG00000014497
apteryx_haastii ENSAHAG00000006876
apteryx_rowi ENSARWG00000016849
dromaius_novaehollandiae ENSDNVG00000012221
taeniopygia_guttata ENSTGUG00000000693
lonchura_striata ENSLSDG00000008286
ficedula_albicollis ENSFALG00000005534
junco_hyemalis ENSJHYG00000013370
serinus_canaria ENSSCAG00000010056
zonotrichia_albicollis ENSZALG00000016774
parus_major ENSPMJG00000008695
cyanistes_caeruleus ENSCCEG00000007473
lepidothrix_coronata ENSLCOG00000004589
manacus_vitellinus ENSMVIG00005016385
melopsittacus_undulatus ENSMUNG00000012498
calidris_pugnax ENSCPUG00000019409
calidris_pygmaea ENSCPGG00000011343
anser_brachyrhynchus ENSABRG00000001889
anas_platyrhynchos ENSAPLG00000003740
coturnix_japonica ENSCJPG00005006586
meleagris_gallopavo ENSMGAG00000001367
gallus_gallus ENSGALG00000001437
numida_meleagris ENSNMEG00000012178
nothoprocta_perdicaria ENSNPEG00000010580
crocodylus_porosus ENSCPRG00005001600
xenopus_tropicalis ENSXETG00000015706
latimeria_chalumnae ENSLACG00000001913
mastacembelus_armatus ENSMAMG00000001022
monopterus_albus ENSMALG00000005794
anabas_testudineus ENSATEG00000016746
seriola_dumerili ENSSDUG00000021117
seriola_lalandi ENSSLDG00000008697
amphiprion_percula ENSAPEG00000014021
amphiprion_ocellaris ENSAOCG00000013543
acanthochromis_polyacanthus ENSAPOG00000012617
stegastes_partitus ENSSPAG00000017113
maylandia_zebra ENSMZEG00005009567
haplochromis_burtoni ENSHBUG00000015431
astatotilapia_calliptera ENSACLG00000002027
oreochromis_niloticus ENSONIG00000015774
maylandia_zebra ENSMZEG00005023755
pundamilia_nyererei ENSPNYG00000014799
neolamprologus_brichardi ENSNBRG00000004850
amphilophus_citrinellus ENSACIG00000017253
gasterosteus_aculeatus ENSGACG00000020124
scophthalmus_maximus ENSSMAG00000005521
cynoglossus_semilaevis ENSCSEG00000017241
takifugu_rubripes ENSTRUG00000001933
tetraodon_nigroviridis ENSTNIG00000008606
xiphophorus_maculatus ENSXMAG00000024951
xiphophorus_couchianus ENSXCOG00000017982
gambusia_affinis ENSGAFG00000022017
poecilia_formosa ENSPFOG00000018622
poecilia_mexicana ENSPMEG00000023997
poecilia_latipinna ENSPLAG00000010046
poecilia_reticulata ENSPREG00000004241
cyprinodon_variegatus ENSCVAG00000013364
cyprinodon_variegatus ENSCVAG00000001499
fundulus_heteroclitus ENSFHEG00000019013
hippocampus_comes ENSHCOG00000007454
oryzias_latipes ENSORLG00000020873
oryzias_latipes ENSORLG00020005168
oryzias_latipes ENSORLG00015010342
oryzias_melastigma ENSOMEG00000011199
kryptolebias_marmoratus ENSKMAG00000002326
labrus_bergylta ENSLBEG00000000322
periophthalmus_magnuspinnatus ENSPMGG00000015739
gadus_morhua ENSGMOG00000018131
esox_lucius ENSELUG00000015992
pygocentrus_nattereri ENSPNAG00000019238
astyanax_mexicanus ENSAMXG00000004329
ictalurus_punctatus ENSIPUG00000006659
danio_rerio ENSDARG00000013005
scleropages_formosus ENSSFOG00015003044
paramormyrops_kingsleyae ENSPKIG00000004036
paramormyrops_kingsleyae ENSPKIG00000004566
scleropages_formosus ENSSFOG00015011272
lepisosteus_oculatus ENSLOCG00000005387
lepisosteus_oculatus ENSLOCG00000005423
scleropages_formosus ENSSFOG00015003133
sus_scrofa ENSSSCG00000037345
ciona_intestinalis ENSCING00000013894
