gasterosteus_aculeatus ENSGACG00000013953
esox_lucius ENSELUG00000018571
pygocentrus_nattereri ENSPNAG00000015974
astyanax_mexicanus ENSAMXG00000031435
ictalurus_punctatus ENSIPUG00000014649
ictalurus_punctatus ENSIPUG00000014611
ictalurus_punctatus ENSIPUG00000014509
danio_rerio ENSDARG00000004964
paramormyrops_kingsleyae ENSPKIG00000004237
paramormyrops_kingsleyae ENSPKIG00000004192
scleropages_formosus ENSSFOG00015006331
lepisosteus_oculatus ENSLOCG00000008550
lepisosteus_oculatus ENSLOCG00000008538
xenopus_tropicalis ENSXETG00000024496
chrysemys_picta_bellii ENSCPBG00000004974
xenopus_tropicalis ENSXETG00000024497
xenopus_tropicalis ENSXETG00000024498
xenopus_tropicalis ENSXETG00000016349
taeniopygia_guttata ENSTGUG00000008524
lonchura_striata_domestica ENSLSDG00000012743
serinus_canaria ENSSCAG00000003305
junco_hyemalis ENSJHYG00000008717
zonotrichia_albicollis ENSZALG00000001407
ficedula_albicollis ENSFALG00000009327
cyanistes_caeruleus ENSCCEG00000013376
parus_major ENSPMJG00000000216
manacus_vitellinus ENSMVIG00005011739
lepidothrix_coronata ENSLCOG00000000248
calidris_pugnax ENSCPUG00000011858
calidris_pygmaea ENSCPGG00000010646
melopsittacus_undulatus ENSMUNG00000010979
gallus_gallus ENSGALG00000010469
meleagris_gallopavo ENSMGAG00000010784
coturnix_japonica ENSCJPG00005010075
numida_meleagris ENSNMEG00000021499
anser_brachyrhynchus ENSABRG00000016721
apteryx_rowi ENSARWG00000017976
apteryx_rowi ENSARWG00000017977
apteryx_haastii ENSAHAG00000014224
apteryx_owenii ENSAOWG00000008750
dromaius_novaehollandiae ENSDNVG00000008886
nothoprocta_perdicaria ENSNPEG00000015039
crocodylus_porosus ENSCPRG00005017986
chelonoidis_abingdonii ENSCABG00000010253
gopherus_agassizii ENSGAGG00000011253
chrysemys_picta_bellii ENSCPBG00000009909
pelodiscus_sinensis ENSPSIG00000013358
pelodiscus_sinensis ENSPSIG00000012233
pelodiscus_sinensis ENSPSIG00000012049
pelodiscus_sinensis ENSPSIG00000010643
pelodiscus_sinensis ENSPSIG00000012816
anolis_carolinensis ENSACAG00000005985
pogona_vitticeps ENSPVIG00000006379
salvator_merianae ENSSMRG00000018313
notechis_scutatus ENSNSUG00000016173
sphenodon_punctatus ENSSPUG00000010929
ornithorhynchus_anatinus ENSOANG00000014732
ornithorhynchus_anatinus ENSOANG00000030344
ornithorhynchus_anatinus ENSOANG00000002637
ornithorhynchus_anatinus ENSOANG00000002639
anolis_carolinensis ENSACAG00000006667
anolis_carolinensis ENSACAG00000006623
pogona_vitticeps ENSPVIG00000006357
salvator_merianae ENSSMRG00000018315
pogona_vitticeps ENSPVIG00000006362
pogona_vitticeps ENSPVIG00000006359
anolis_carolinensis ENSACAG00000006620
anolis_carolinensis ENSACAG00000006613
sphenodon_punctatus ENSSPUG00000010107
sphenodon_punctatus ENSSPUG00000009899
gopherus_agassizii ENSGAGG00000011419
chelonoidis_abingdonii ENSCABG00000010355
chrysemys_picta_bellii ENSCPBG00000009792
chrysemys_picta_bellii ENSCPBG00000009505
chrysemys_picta_bellii ENSCPBG00000009551
chrysemys_picta_bellii ENSCPBG00000009470
chrysemys_picta_bellii ENSCPBG00000009449
pelodiscus_sinensis ENSPSIG00000002903
apteryx_owenii ENSAOWG00000008889
apteryx_haastii ENSAHAG00000014595
apteryx_rowi ENSARWG00000017978
dromaius_novaehollandiae ENSDNVG00000009018
nothoprocta_perdicaria ENSNPEG00000015013
calidris_pygmaea ENSCPGG00000010651
calidris_pugnax ENSCPUG00000011861
melopsittacus_undulatus ENSMUNG00000010978
taeniopygia_guttata ENSTGUG00000008418
lonchura_striata_domestica ENSLSDG00000012740
serinus_canaria ENSSCAG00000003281
zonotrichia_albicollis ENSZALG00000001393
junco_hyemalis ENSJHYG00000008642
ficedula_albicollis ENSFALG00000009359
parus_major ENSPMJG00000000189
cyanistes_caeruleus ENSCCEG00000013378
lepidothrix_coronata ENSLCOG00000000255
manacus_vitellinus ENSMVIG00005011763
anser_brachyrhynchus ENSABRG00000016720
anas_platyrhynchos_platyrhynchos ENSAPLG00000009571
gallus_gallus ENSGALG00000020688
coturnix_japonica ENSCJPG00005010074
meleagris_gallopavo ENSMGAG00000010752
numida_meleagris ENSNMEG00000021498
crocodylus_porosus ENSCPRG00005017973
gopherus_agassizii ENSGAGG00000018624
chelonoidis_abingdonii ENSCABG00000010908
chrysemys_picta_bellii ENSCPBG00000009018
pelodiscus_sinensis ENSPSIG00000002963
pogona_vitticeps ENSPVIG00000006355
anolis_carolinensis ENSACAG00000026328
notechis_scutatus ENSNSUG00000016172
salvator_merianae ENSSMRG00000018331
sphenodon_punctatus ENSSPUG00000009405
pelodiscus_sinensis ENSPSIG00000002951
pelodiscus_sinensis ENSPSIG00000002942
gopherus_agassizii ENSGAGG00000011439
chelonoidis_abingdonii ENSCABG00000010415
chrysemys_picta_bellii ENSCPBG00000009058
latimeria_chalumnae ENSLACG00000013669
latimeria_chalumnae ENSLACG00000013282
petromyzon_marinus ENSPMAG00000000675
petromyzon_marinus ENSPMAG00000006486
petromyzon_marinus ENSPMAG00000005980
petromyzon_marinus ENSPMAG00000003721
eptatretus_burgeri ENSEBUG00000010663
eptatretus_burgeri ENSEBUG00000014760
ciona_savignyi ENSCSAVG00000010413
ciona_intestinalis ENSCING00000022988
ciona_intestinalis ENSCING00000004714
ciona_savignyi ENSCSAVG00000009871
ciona_intestinalis ENSCING00000006567
ciona_savignyi ENSCSAVG00000006350
ciona_savignyi ENSCSAVG00000003316
ciona_savignyi ENSCSAVG00000003319
ciona_savignyi ENSCSAVG00000005103
ciona_savignyi ENSCSAVG00000005142
ciona_savignyi ENSCSAVG00000000755
ciona_savignyi ENSCSAVG00000000810
ciona_savignyi ENSCSAVG00000000874
ciona_savignyi ENSCSAVG00000002820
ciona_savignyi ENSCSAVG00000002719
ciona_savignyi ENSCSAVG00000000745
ciona_intestinalis ENSCING00000004066
ciona_intestinalis ENSCING00000014646
ciona_intestinalis ENSCING00000021585
ciona_savignyi ENSCSAVG00000003449
ciona_savignyi ENSCSAVG00000003436
ciona_savignyi ENSCSAVG00000001999
ciona_intestinalis ENSCING00000008770
pogona_vitticeps ENSPVIG00000006361
ciona_savignyi ENSCSAVG00000008614
tetraodon_nigroviridis ENSTNIG00000005871
