lonchura_striata_domestica ENSLSDG00000008324
cebus_capucinus_imitator ENSCCAG00000020727
saimiri_boliviensis_boliviensis ENSSBOG00000031852
callithrix_jacchus ENSCJAG00000006228
aotus_nancymaae ENSANAG00000027252
pan_troglodytes ENSPTRG00000010485
homo_sapiens ENSG00000142453
pongo_abelii ENSPPYG00000009565
nomascus_leucogenys ENSNLEG00000012371
gorilla_gorilla ENSGGOG00000000695
pan_paniscus ENSPPAG00000030586
mandrillus_leucophaeus ENSMLEG00000006303
piliocolobus_tephrosceles ENSPTEG00000034775
rhinopithecus_bieti ENSRBIG00000029213
colobus_angolensis_palliatus ENSCANG00000004191
macaca_nemestrina ENSMNEG00000031496
rhinopithecus_roxellana ENSRROG00000033867
papio_anubis ENSPANG00000021071
theropithecus_gelada ENSTGEG00000025691
cercocebus_atys ENSCATG00000034760
macaca_mulatta ENSMMUG00000004401
macaca_fascicularis ENSMFAG00000036898
chlorocebus_sabaeus ENSCSAG00000006939
procavia_capensis ENSPCAG00000000974
echinops_telfairi ENSETEG00000014075
loxodonta_africana ENSLAFG00000004431
echinops_telfairi ENSETEG00000005386
dasypus_novemcinctus ENSDNOG00000018868
panthera_tigris_altaica ENSPTIG00000020631
ornithorhynchus_anatinus ENSOANG00000009539
phascolarctos_cinereus ENSPCIG00000017124
phascolarctos_cinereus ENSPCIG00000032559
notamacropus_eugenii ENSMEUG00000003414
sarcophilus_harrisii ENSSHAG00000005586
monodelphis_domestica ENSMODG00000006104
ornithorhynchus_anatinus ENSOANG00000029506
anolis_carolinensis ENSACAG00000015347
pogona_vitticeps ENSPVIG00000004857
notechis_scutatus ENSNSUG00000019401
salvator_merianae ENSSMRG00000004619
latimeria_chalumnae ENSLACG00000015696
gopherus_agassizii ENSGAGG00000016821
chelonoidis_abingdonii ENSCABG00000004353
chrysemys_picta_bellii ENSCPBG00000010065
apteryx_owenii ENSAOWG00000018236
apteryx_haastii ENSAHAG00000009662
apteryx_rowi ENSARWG00000002648
dromaius_novaehollandiae ENSDNVG00000015403
sphenodon_punctatus ENSSPUG00000004517
xenopus_tropicalis ENSXETG00000009357
scleropages_formosus ENSSFOG00015018537
paramormyrops_kingsleyae ENSPKIG00000003610
scleropages_formosus ENSSFOG00015010235
paramormyrops_kingsleyae ENSPKIG00000005227
poecilia_formosa ENSPFOG00000019570
poecilia_latipinna ENSPLAG00000011942
poecilia_mexicana ENSPMEG00000012879
poecilia_reticulata ENSPREG00000007471
xiphophorus_couchianus ENSXCOG00000010644
xiphophorus_maculatus ENSXMAG00000002542
gambusia_affinis ENSGAFG00000006197
cyprinodon_variegatus ENSCVAG00000010021
fundulus_heteroclitus ENSFHEG00000001930
kryptolebias_marmoratus ENSKMAG00000020575
cynoglossus_semilaevis ENSCSEG00000013769
amphiprion_ocellaris ENSAOCG00000024623
amphiprion_percula ENSAPEG00000021106
acanthochromis_polyacanthus ENSAPOG00000017897
stegastes_partitus ENSSPAG00000008826
pundamilia_nyererei ENSPNYG00000022506
haplochromis_burtoni ENSHBUG00000009307
maylandia_zebra ENSMZEG00005000446
astatotilapia_calliptera ENSACLG00000004610
neolamprologus_brichardi ENSNBRG00000008733
oreochromis_niloticus ENSONIG00000006259
amphilophus_citrinellus ENSACIG00000013700
seriola_dumerili ENSSDUG00000023353
seriola_lalandi_dorsalis ENSSLDG00000011328
scophthalmus_maximus ENSSMAG00000016701
monopterus_albus ENSMALG00000002150
mastacembelus_armatus ENSMAMG00000002021
anabas_testudineus ENSATEG00000008974
takifugu_rubripes ENSTRUG00000012690
tetraodon_nigroviridis ENSTNIG00000014008
mola_mola ENSMMOG00000017018
labrus_bergylta ENSLBEG00000010071
gasterosteus_aculeatus ENSGACG00000005531
hippocampus_comes ENSHCOG00000007723
oryzias_melastigma ENSOMEG00000013897
oryzias_melastigma ENSOMEG00000013937
oryzias_latipes_asm223467v1 ENSORLG00000017315
oryzias_latipes_asm223469v1 ENSORLG00015009932
oryzias_latipes_asm223471v1 ENSORLG00020017371
periophthalmus_magnuspinnatus ENSPMGG00000005086
gadus_morhua ENSGMOG00000009257
esox_lucius ENSELUG00000023839
esox_lucius ENSELUG00000015993
pygocentrus_nattereri ENSPNAG00000023691
astyanax_mexicanus ENSAMXG00000018518
ictalurus_punctatus ENSIPUG00000000942
danio_rerio ENSDARG00000018698
lepisosteus_oculatus ENSLOCG00000006077
ornithorhynchus_anatinus ENSOANG00000031269
junco_hyemalis ENSJHYG00000017299
petromyzon_marinus ENSPMAG00000003740
eptatretus_burgeri ENSEBUG00000015598
