oryzias_latipes_asm223467v1 ENSORLG00000018652
otolemur_garnettii ENSOGAG00000010436
cebus_capucinus_imitator ENSCCAG00000008678
callithrix_jacchus ENSCJAG00000045796
saimiri_boliviensis_boliviensis ENSSBOG00000019291
aotus_nancymaae ENSANAG00000031471
aotus_nancymaae ENSANAG00000027382
pan_paniscus ENSPPAG00000024897
homo_sapiens ENSG00000153879
gorilla_gorilla ENSGGOG00000041030
pan_troglodytes ENSPTRG00000046009
pongo_abelii ENSPPYG00000009828
nomascus_leucogenys ENSNLEG00000029852
rhinopithecus_roxellana ENSRROG00000022110
colobus_angolensis_palliatus ENSCANG00000014281
chlorocebus_sabaeus ENSCSAG00000018517
rhinopithecus_bieti ENSRBIG00000029258
piliocolobus_tephrosceles ENSPTEG00000001342
macaca_mulatta ENSMMUG00000006127
macaca_fascicularis ENSMFAG00000030110
macaca_nemestrina ENSMNEG00000026159
theropithecus_gelada ENSTGEG00000014921
cercocebus_atys ENSCATG00000018455
mandrillus_leucophaeus ENSMLEG00000010213
papio_anubis ENSPANG00000016413
mustela_putorius_furo ENSMPUG00000018937
neovison_vison ENSNVIG00000019517
ursus_maritimus ENSUMAG00000019245
ursus_americanus ENSUAMG00000007630
ailuropoda_melanoleuca ENSAMEG00000018841
canis_lupus_dingo ENSCAFG00020019687
canis_lupus_familiaris ENSCAFG00000007405
vulpes_vulpes ENSVVUG00000016552
vulpes_vulpes ENSVVUG00000013584
panthera_pardus ENSPPRG00000022037
panthera_tigris_altaica ENSPTIG00000005371
felis_catus ENSFCAG00000045267
equus_asinus_asinus ENSEASG00005021245
equus_caballus ENSECAG00000004879
bos_mutus ENSBMUG00000019521
bison_bison_bison ENSBBBG00000025507
ovis_aries ENSOARG00000011183
capra_hircus ENSCHIG00000008784
sus_scrofa ENSSSCG00000002867
vicugna_pacos ENSVPAG00000007215
pteropus_vampyrus ENSPVAG00000012689
myotis_lucifugus ENSMLUG00000005181
erinaceus_europaeus ENSEEUG00000012797
urocitellus_parryii ENSUPAG00010010559
ictidomys_tridecemlineatus ENSSTOG00000007596
marmota_marmota_marmota ENSMMMG00000006690
marmota_marmota_marmota ENSMMMG00000013620
spermophilus_dauricus ENSSDAG00000004943
carlito_syrichta ENSTSYG00000002513
dasypus_novemcinctus ENSDNOG00000003950
loxodonta_africana ENSLAFG00000017998
ornithorhynchus_anatinus ENSOANG00000008143
latimeria_chalumnae ENSLACG00000005088
ciona_intestinalis ENSCING00000001369
