choloepus_hoffmanni ENSCHOG00000002426
pelodiscus_sinensis ENSPSIG00000008152
phascolarctos_cinereus ENSPCIG00000015523
sarcophilus_harrisii ENSSHAG00000010304
monodelphis_domestica ENSMODG00000021036
ornithorhynchus_anatinus ENSOANG00000006472
cavia_porcellus ENSCPOG00000038986
cavia_aperea ENSCAPG00000008576
chinchilla_lanigera ENSCLAG00000011639
fukomys_damarensis ENSFDAG00000013728
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017085
ictidomys_tridecemlineatus ENSSTOG00000011116
urocitellus_parryii ENSUPAG00010003195
spermophilus_dauricus ENSSDAG00000015889
marmota_marmota_marmota ENSMMMG00000011263
castor_canadensis ENSCCNG00000021065
dipodomys_ordii ENSDORG00000002104
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011920
cricetulus_griseus_crigri_1.0 ENSCGRG00000008915
cricetulus_griseus_crigri-picr ENSCGRG00015021570
mesocricetus_auratus ENSMAUG00000017653
microtus_ochrogaster ENSMOCG00000015687
peromyscus_maniculatus_bairdii ENSPEMG00000018421
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061032
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016321
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015508
mus_spicilegus ENSMSIG00000026489
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030921
rattus_norvegicus ENSRNOG00000001203
meriones_unguiculatus ENSMUGG00000017631
nannospalax_galili ENSNGAG00000022344
jaculus_jaculus ENSJJAG00000018886
oryctolagus_cuniculus ENSOCUG00000022843
ochotona_princeps ENSOPRG00000001319
tupaia_belangeri ENSTBEG00000001260
pan_troglodytes ENSPTRG00000013962
pan_paniscus ENSPPAG00000029050
homo_sapiens ENSG00000160214
gorilla_gorilla ENSGGOG00000000173
pongo_abelii ENSPPYG00000011474
nomascus_leucogenys ENSNLEG00000034734
mandrillus_leucophaeus ENSMLEG00000037797
papio_anubis ENSPANG00000015097
theropithecus_gelada ENSTGEG00000019967
macaca_mulatta ENSMMUG00000012304
piliocolobus_tephrosceles ENSPTEG00000012685
colobus_angolensis_palliatus ENSCANG00000042611
macaca_nemestrina ENSMNEG00000031210
macaca_fascicularis ENSMFAG00000003202
chlorocebus_sabaeus ENSCSAG00000007936
cercocebus_atys ENSCATG00000015632
rhinopithecus_roxellana ENSRROG00000039799
rhinopithecus_bieti ENSRBIG00000032082
cebus_capucinus_imitator ENSCCAG00000029828
saimiri_boliviensis_boliviensis ENSSBOG00000034689
callithrix_jacchus ENSCJAG00000043205
aotus_nancymaae ENSANAG00000037815
carlito_syrichta ENSTSYG00000012831
microcebus_murinus ENSMICG00000004700
propithecus_coquereli ENSPCOG00000017706
prolemur_simus ENSPSMG00000001127
otolemur_garnettii ENSOGAG00000006105
ursus_americanus ENSUAMG00000014189
ursus_maritimus ENSUMAG00000025507
ailuropoda_melanoleuca ENSAMEG00000011448
mustela_putorius_furo ENSMPUG00000009826
neovison_vison ENSNVIG00000007054
canis_lupus_dingo ENSCAFG00020018979
canis_lupus_familiaris ENSCAFG00000010646
vulpes_vulpes ENSVVUG00000024498
panthera_pardus ENSPPRG00000010656
panthera_tigris_altaica ENSPTIG00000019473
felis_catus ENSFCAG00000008434
sus_scrofa ENSSSCG00000037061
tursiops_truncatus ENSTTRG00000011162
bos_mutus ENSBMUG00000013086
bos_taurus ENSBTAG00000003981
bison_bison_bison ENSBBBG00000014788
capra_hircus ENSCHIG00000020948
ovis_aries ENSOARG00000011434
myotis_lucifugus ENSMLUG00000017788
pteropus_vampyrus ENSPVAG00000009925
equus_asinus_asinus ENSEASG00005001673
equus_caballus ENSECAG00000015703
dasypus_novemcinctus ENSDNOG00000019880
loxodonta_africana ENSLAFG00000022901
procavia_capensis ENSPCAG00000008370
echinops_telfairi ENSETEG00000002963
ursus_americanus ENSUAMG00000026762
notechis_scutatus ENSNSUG00000007484
xenopus_tropicalis ENSXETG00000013683
latimeria_chalumnae ENSLACG00000017332
takifugu_rubripes ENSTRUG00000017592
tetraodon_nigroviridis ENSTNIG00000005053
mola_mola ENSMMOG00000019175
labrus_bergylta ENSLBEG00000021417
fundulus_heteroclitus ENSFHEG00000016314
cyprinodon_variegatus ENSCVAG00000017568
poecilia_mexicana ENSPMEG00000007042
poecilia_formosa ENSPFOG00000007424
poecilia_reticulata ENSPREG00000015673
xiphophorus_maculatus ENSXMAG00000023123
poecilia_latipinna ENSPLAG00000016684
gambusia_affinis ENSGAFG00000020559
xiphophorus_couchianus ENSXCOG00000008312
gambusia_affinis ENSGAFG00000020561
kryptolebias_marmoratus ENSKMAG00000005539
oryzias_latipes_asm223469v1 ENSORLG00015004425
oryzias_latipes_asm223471v1 ENSORLG00020007199
oryzias_melastigma ENSOMEG00000016910
haplochromis_burtoni ENSHBUG00000003766
astatotilapia_calliptera ENSACLG00000010281
pundamilia_nyererei ENSPNYG00000000453
maylandia_zebra ENSMZEG00005024148
oreochromis_niloticus ENSONIG00000004264
amphilophus_citrinellus ENSACIG00000019121
neolamprologus_brichardi ENSNBRG00000021980
seriola_lalandi_dorsalis ENSSLDG00000002538
seriola_dumerili ENSSDUG00000000551
amphiprion_ocellaris ENSAOCG00000017894
amphiprion_percula ENSAPEG00000024150
acanthochromis_polyacanthus ENSAPOG00000007490
stegastes_partitus ENSSPAG00000005370
scophthalmus_maximus ENSSMAG00000016847
monopterus_albus ENSMALG00000010310
mastacembelus_armatus ENSMAMG00000007131
anabas_testudineus ENSATEG00000005045
gasterosteus_aculeatus ENSGACG00000001438
hippocampus_comes ENSHCOG00000018388
cynoglossus_semilaevis ENSCSEG00000020711
periophthalmus_magnuspinnatus ENSPMGG00000007512
gadus_morhua ENSGMOG00000001953
esox_lucius ENSELUG00000015885
pygocentrus_nattereri ENSPNAG00000007718
astyanax_mexicanus ENSAMXG00000043138
ictalurus_punctatus ENSIPUG00000000673
danio_rerio ENSDARG00000103337
paramormyrops_kingsleyae ENSPKIG00000003422
scleropages_formosus ENSSFOG00015003932
lepisosteus_oculatus ENSLOCG00000004064
ciona_intestinalis ENSCING00000003304
drosophila_melanogaster FBgn0022069
caenorhabditis_elegans_strain_n2 WBGene00008151
saccharomyces_cerevisiae_strain_s288c YDR087C
