oryctolagus_cuniculus ENSOCUG00000016380
astatotilapia_calliptera ENSACLG00000010986
haplochromis_burtoni ENSHBUG00000020124
maylandia_zebra ENSMZEG00005020945
pundamilia_nyererei ENSPNYG00000005437
neolamprologus_brichardi ENSNBRG00000023412
oreochromis_niloticus ENSONIG00000017944
amphilophus_citrinellus ENSACIG00000006133
amphiprion_ocellaris ENSAOCG00000021544
amphiprion_percula ENSAPEG00000005652
stegastes_partitus ENSSPAG00000008348
acanthochromis_polyacanthus ENSAPOG00000019080
periophthalmus_magnuspinnatus ENSPMGG00000018758
mola_mola ENSMMOG00000012769
hippocampus_comes ENSHCOG00000010524
gadus_morhua ENSGMOG00000015909
esox_lucius ENSELUG00000003357
paramormyrops_kingsleyae ENSPKIG00000007221
scleropages_formosus ENSSFOG00015006548
