xiphophorus_maculatus ENSXMAG00000004583
tursiops_truncatus ENSTTRG00000003410
sus_scrofa ENSSSCG00000030123
ovis_aries ENSOARG00000017292
capra_hircus ENSCHIG00000021292
bos_taurus ENSBTAG00000006066
bos_mutus ENSBMUG00000005402
bison_bison_bison ENSBBBG00000007444
erinaceus_europaeus ENSEEUG00000001837
ursus_americanus ENSUAMG00000024777
ursus_maritimus ENSUMAG00000004718
ailuropoda_melanoleuca ENSAMEG00000009113
neovison_vison ENSNVIG00000018853
mustela_putorius_furo ENSMPUG00000006203
canis_lupus_familiaris ENSCAFG00000006020
canis_lupus_dingo ENSCAFG00020000922
vulpes_vulpes ENSVVUG00000023464
panthera_pardus ENSPPRG00000019698
panthera_tigris_altaica ENSPTIG00000007064
felis_catus ENSFCAG00000031257
pteropus_vampyrus ENSPVAG00000002866
myotis_lucifugus ENSMLUG00000001698
equus_caballus ENSECAG00000012485
equus_asinus_asinus ENSEASG00005001329
choloepus_hoffmanni ENSCHOG00000006073
oryctolagus_cuniculus ENSOCUG00000000708
ochotona_princeps ENSOPRG00000008642
loxodonta_africana ENSLAFG00000006416
procavia_capensis ENSPCAG00000005958
echinops_telfairi ENSETEG00000002634
dasypus_novemcinctus ENSDNOG00000043050
monodelphis_domestica ENSMODG00000011674
sarcophilus_harrisii ENSSHAG00000011176
phascolarctos_cinereus ENSPCIG00000019891
parus_major ENSPMJG00000015641
zonotrichia_albicollis ENSZALG00000000117
xenopus_tropicalis ENSXETG00000008194
latimeria_chalumnae ENSLACG00000004913
petromyzon_marinus ENSPMAG00000007799
eptatretus_burgeri ENSEBUG00000014073
petromyzon_marinus ENSPMAG00000001178
