tetraodon_nigroviridis ENSTNIG00000003194
parus_major ENSPMJG00000001730
gallus_gallus ENSGALG00000028484
coturnix_japonica ENSCJPG00005005955
numida_meleagris ENSNMEG00000014302
cyanistes_caeruleus ENSCCEG00000011964
cyanistes_caeruleus ENSCCEG00000011963
zonotrichia_albicollis ENSZALG00000006339
serinus_canaria ENSSCAG00000005417
manacus_vitellinus ENSMVIG00005019631
meleagris_gallopavo ENSMGAG00000008897
apteryx_rowi ENSARWG00000017136
apteryx_haastii ENSAHAG00000007601
apteryx_owenii ENSAOWG00000014067
dromaius_novaehollandiae ENSDNVG00000014150
nothoprocta_perdicaria ENSNPEG00000009231
crocodylus_porosus ENSCPRG00005015538
chelonoidis_abingdonii ENSCABG00000015581
gopherus_agassizii ENSGAGG00000001124
chrysemys_picta_bellii ENSCPBG00000001673
pelodiscus_sinensis ENSPSIG00000017016
anolis_carolinensis ENSACAG00000008038
notechis_scutatus ENSNSUG00000013252
pogona_vitticeps ENSPVIG00000010972
salvator_merianae ENSSMRG00000002906
sphenodon_punctatus ENSSPUG00000017566
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016343
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008732
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018371
fukomys_damarensis ENSFDAG00000004266
cavia_porcellus ENSCPOG00000040567
octodon_degus ENSODEG00000002066
chinchilla_lanigera ENSCLAG00000016062
marmota_marmota_marmota ENSMMMG00000006774
ictidomys_tridecemlineatus ENSSTOG00000020508
urocitellus_parryii ENSUPAG00010020819
castor_canadensis ENSCCNG00000008742
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033184
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023166
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022255
mus_spicilegus ENSMSIG00000003011
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018988
rattus_norvegicus ENSRNOG00000003691
meriones_unguiculatus ENSMUGG00000023339
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014046
cricetulus_griseus_crigri-picr ENSCGRG00015005229
cricetulus_griseus_crigri_1.0 ENSCGRG00000006850
mesocricetus_auratus ENSMAUG00000000849
microtus_ochrogaster ENSMOCG00000014984
peromyscus_maniculatus_bairdii ENSPEMG00000018375
nannospalax_galili ENSNGAG00000015696
jaculus_jaculus ENSJJAG00000014321
jaculus_jaculus ENSJJAG00000021724
oryctolagus_cuniculus ENSOCUG00000010950
vulpes_vulpes ENSVVUG00000019625
canis_lupus_dingo ENSCAFG00020004025
ursus_americanus ENSUAMG00000020484
ailuropoda_melanoleuca ENSAMEG00000000644
mustela_putorius_furo ENSMPUG00000000768
neovison_vison ENSNVIG00000015056
panthera_pardus ENSPPRG00000007911
panthera_tigris_altaica ENSPTIG00000014069
felis_catus ENSFCAG00000033480
microcebus_murinus ENSMICG00000028228
propithecus_coquereli ENSPCOG00000020779
prolemur_simus ENSPSMG00000025388
otolemur_garnettii ENSOGAG00000027826
pan_troglodytes ENSPTRG00000017152
pan_paniscus ENSPPAG00000028777
homo_sapiens ENSG00000134970
gorilla_gorilla ENSGGOG00000041917
cercocebus_atys ENSCATG00000002412
mandrillus_leucophaeus ENSMLEG00000027522
theropithecus_gelada ENSTGEG00000011504
papio_anubis ENSPANG00000011976
macaca_nemestrina ENSMNEG00000030735
macaca_fascicularis ENSMFAG00000044844
chlorocebus_sabaeus ENSCSAG00000014844
rhinopithecus_roxellana ENSRROG00000044847
rhinopithecus_bieti ENSRBIG00000039395
colobus_angolensis_palliatus ENSCANG00000042380
piliocolobus_tephrosceles ENSPTEG00000037141
cebus_capucinus_imitator ENSCCAG00000022085
callithrix_jacchus ENSCJAG00000016745
saimiri_boliviensis_boliviensis ENSSBOG00000024538
aotus_nancymaae ENSANAG00000026472
carlito_syrichta ENSTSYG00000035418
ursus_maritimus ENSUMAG00000023788
sus_scrofa ENSSSCG00000033134
dipodomys_ordii ENSDORG00000023164
ochotona_princeps ENSOPRG00000002032
cavia_aperea ENSCAPG00000016288
nomascus_leucogenys ENSNLEG00000034479
equus_caballus ENSECAG00000040308
equus_asinus_asinus ENSEASG00005015082
myotis_lucifugus ENSMLUG00000016042
bos_taurus ENSBTAG00000035030
bos_mutus ENSBMUG00000014565
bison_bison_bison ENSBBBG00000020932
ovis_aries ENSOARG00000016402
capra_hircus ENSCHIG00000014255
ovis_aries ENSOARG00000020349
sus_scrofa ENSSSCG00000038156
loxodonta_africana ENSLAFG00000032184
sorex_araneus ENSSARG00000008575
erinaceus_europaeus ENSEEUG00000008637
canis_lupus_familiaris ENSCAFG00000000209
myotis_lucifugus ENSMLUG00000026436
dasypus_novemcinctus ENSDNOG00000032124
echinops_telfairi ENSETEG00000012422
homo_sapiens ENSG00000251201
pongo_abelii ENSPPYG00000015697
macaca_mulatta ENSMMUG00000015114
tupaia_belangeri ENSTBEG00000016014
sarcophilus_harrisii ENSSHAG00000001892
monodelphis_domestica ENSMODG00000013664
phascolarctos_cinereus ENSPCIG00000036668
ornithorhynchus_anatinus ENSOANG00000010611
xenopus_tropicalis ENSXETG00000018742
latimeria_chalumnae ENSLACG00000013375
eptatretus_burgeri ENSEBUG00000013737
petromyzon_marinus ENSPMAG00000004593
eptatretus_burgeri ENSEBUG00000013356
caenorhabditis_elegans_strain_n2 WBGene00019003
