pundamilia_nyererei ENSPNYG00000000067
rhinopithecus_roxellana ENSRROG00000045125
rhinopithecus_bieti ENSRBIG00000032221
colobus_angolensis_palliatus ENSCANG00000040586
piliocolobus_tephrosceles ENSPTEG00000032640
macaca_fascicularis ENSMFAG00000038170
macaca_mulatta ENSMMUG00000019115
papio_anubis ENSPANG00000011370
macaca_nemestrina ENSMNEG00000038258
cercocebus_atys ENSCATG00000038000
mandrillus_leucophaeus ENSMLEG00000032238
theropithecus_gelada ENSTGEG00000012075
theropithecus_gelada ENSTGEG00000010129
chlorocebus_sabaeus ENSCSAG00000008082
saimiri_boliviensis_boliviensis ENSSBOG00000023159
cebus_capucinus_imitator ENSCCAG00000026301
aotus_nancymaae ENSANAG00000034384
callithrix_jacchus ENSCJAG00000001732
carlito_syrichta ENSTSYG00000037118
microcebus_murinus ENSMICG00000038645
prolemur_simus ENSPSMG00000022566
propithecus_coquereli ENSPCOG00000026199
tupaia_belangeri ENSTBEG00000001781
castor_canadensis ENSCCNG00000024539
dipodomys_ordii ENSDORG00000025552
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023458
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024841
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022544
mus_spicilegus ENSMSIG00000003798
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014041
rattus_norvegicus ENSRNOG00000020463
meriones_unguiculatus ENSMUGG00000001841
cricetulus_griseus_crigri_1.0 ENSCGRG00000015253
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002718
cricetulus_griseus_crigri-picr ENSCGRG00015016211
mesocricetus_auratus ENSMAUG00000015627
peromyscus_maniculatus_bairdii ENSPEMG00000029545
microtus_ochrogaster ENSMOCG00000018056
nannospalax_galili ENSNGAG00000007977
jaculus_jaculus ENSJJAG00000020452
spermophilus_dauricus ENSSDAG00000013009
urocitellus_parryii ENSUPAG00010009128
ictidomys_tridecemlineatus ENSSTOG00000008124
marmota_marmota_marmota ENSMMMG00000021432
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013679
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018086
fukomys_damarensis ENSFDAG00000007002
chinchilla_lanigera ENSCLAG00000016596
octodon_degus ENSODEG00000018064
cavia_porcellus ENSCPOG00000038958
cavia_aperea ENSCAPG00000007505
vicugna_pacos ENSVPAG00000008692
tursiops_truncatus ENSTTRG00000008745
capra_hircus ENSCHIG00000013617
ovis_aries ENSOARG00000001128
bos_mutus ENSBMUG00000000746
bos_taurus ENSBTAG00000020186
bison_bison_bison ENSBBBG00000006617
sus_scrofa ENSSSCG00000027334
canis_lupus_dingo ENSCAFG00020015352
canis_lupus_familiaris ENSCAFG00000031896
vulpes_vulpes ENSVVUG00000027034
ursus_maritimus ENSUMAG00000010976
ursus_americanus ENSUAMG00000020763
ailuropoda_melanoleuca ENSAMEG00000017252
mustela_putorius_furo ENSMPUG00000011390
neovison_vison ENSNVIG00000015147
panthera_tigris_altaica ENSPTIG00000017618
panthera_pardus ENSPPRG00000014886
felis_catus ENSFCAG00000038474
myotis_lucifugus ENSMLUG00000011116
equus_asinus_asinus ENSEASG00005004471
equus_caballus ENSECAG00000024304
pteropus_vampyrus ENSPVAG00000016970
otolemur_garnettii ENSOGAG00000016528
erinaceus_europaeus ENSEEUG00000009605
loxodonta_africana ENSLAFG00000027234
procavia_capensis ENSPCAG00000011408
oryctolagus_cuniculus ENSOCUG00000021968
ornithorhynchus_anatinus ENSOANG00000009919
xenopus_tropicalis ENSXETG00000011431
latimeria_chalumnae ENSLACG00000011475
eptatretus_burgeri ENSEBUG00000011023
petromyzon_marinus ENSPMAG00000000805
ciona_intestinalis ENSCING00000001828
ciona_savignyi ENSCSAVG00000002564
drosophila_melanogaster FBgn0051957
caenorhabditis_elegans_strain_n2 WBGene00014112
