manacus_vitellinus ENSMVIG00005011443
octodon_degus ENSODEG00000016590
cavia_porcellus ENSCPOG00000031097
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007695
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010787
dipodomys_ordii ENSDORG00000023371
castor_canadensis ENSCCNG00000030028
urocitellus_parryii ENSUPAG00010022424
spermophilus_dauricus ENSSDAG00000023796
ictidomys_tridecemlineatus ENSSTOG00000005277
marmota_marmota_marmota ENSMMMG00000015655
tupaia_belangeri ENSTBEG00000015282
oryctolagus_cuniculus ENSOCUG00000010381
ochotona_princeps ENSOPRG00000007104
carlito_syrichta ENSTSYG00000012528
loxodonta_africana ENSLAFG00000000472
procavia_capensis ENSPCAG00000012002
dasypus_novemcinctus ENSDNOG00000039725
erinaceus_europaeus ENSEEUG00000010999
choloepus_hoffmanni ENSCHOG00000002205
phascolarctos_cinereus ENSPCIG00000018856
monodelphis_domestica ENSMODG00000024180
sarcophilus_harrisii ENSSHAG00000011067
xiphophorus_maculatus ENSXMAG00000016307
xiphophorus_couchianus ENSXCOG00000000821
gambusia_affinis ENSGAFG00000002927
poecilia_mexicana ENSPMEG00000004147
poecilia_formosa ENSPFOG00000002788
poecilia_formosa ENSPFOG00000002646
poecilia_mexicana ENSPMEG00000022302
poecilia_latipinna ENSPLAG00000006075
cyprinodon_variegatus ENSCVAG00000001698
fundulus_heteroclitus ENSFHEG00000014997
kryptolebias_marmoratus ENSKMAG00000019102
oryzias_latipes_asm223467v1 ENSORLG00000029587
oryzias_latipes_asm223469v1 ENSORLG00015014795
oryzias_melastigma ENSOMEG00000012574
labrus_bergylta ENSLBEG00000010085
labrus_bergylta ENSLBEG00000026995
amphiprion_ocellaris ENSAOCG00000008844
amphiprion_percula ENSAPEG00000008056
acanthochromis_polyacanthus ENSAPOG00000009957
stegastes_partitus ENSSPAG00000002899
haplochromis_burtoni ENSHBUG00000006971
maylandia_zebra ENSMZEG00005009261
pundamilia_nyererei ENSPNYG00000007697
neolamprologus_brichardi ENSNBRG00000024389
astatotilapia_calliptera ENSACLG00000003817
oreochromis_niloticus ENSONIG00000002370
amphilophus_citrinellus ENSACIG00000003615
tetraodon_nigroviridis ENSTNIG00000015729
takifugu_rubripes ENSTRUG00000021019
mola_mola ENSMMOG00000004084
cynoglossus_semilaevis ENSCSEG00000003206
anabas_testudineus ENSATEG00000001905
seriola_lalandi_dorsalis ENSSLDG00000024212
seriola_dumerili ENSSDUG00000003440
scophthalmus_maximus ENSSMAG00000011116
gasterosteus_aculeatus ENSGACG00000016387
hippocampus_comes ENSHCOG00000007320
gadus_morhua ENSGMOG00000018746
scleropages_formosus ENSSFOG00015000081
paramormyrops_kingsleyae ENSPKIG00000002701
pygocentrus_nattereri ENSPNAG00000013130
astyanax_mexicanus ENSAMXG00000003855
ictalurus_punctatus ENSIPUG00000000308
esox_lucius ENSELUG00000001645
