xenopus_tropicalis ENSXETG00000023126
acanthochromis_polyacanthus ENSAPOG00000016381
stegastes_partitus ENSSPAG00000004261
maylandia_zebra ENSMZEG00005013704
astatotilapia_calliptera ENSACLG00000024234
haplochromis_burtoni ENSHBUG00000005349
pundamilia_nyererei ENSPNYG00000013237
neolamprologus_brichardi ENSNBRG00000017954
oreochromis_niloticus ENSONIG00000005207
amphilophus_citrinellus ENSACIG00000020530
mastacembelus_armatus ENSMAMG00000001657
monopterus_albus ENSMALG00000012263
anabas_testudineus ENSATEG00000023466
seriola_dumerili ENSSDUG00000013173
seriola_lalandi_dorsalis ENSSLDG00000009824
labrus_bergylta ENSLBEG00000018651
gasterosteus_aculeatus ENSGACG00000006331
mola_mola ENSMMOG00000005346
scophthalmus_maximus ENSSMAG00000002002
hippocampus_comes ENSHCOG00000012957
periophthalmus_magnuspinnatus ENSPMGG00000015913
gadus_morhua ENSGMOG00000001237
esox_lucius ENSELUG00000015783
pygocentrus_nattereri ENSPNAG00000015369
astyanax_mexicanus ENSAMXG00000000068
ictalurus_punctatus ENSIPUG00000014553
danio_rerio ENSDARG00000054543
scleropages_formosus ENSSFOG00015011804
paramormyrops_kingsleyae ENSPKIG00000005363
anabas_testudineus ENSATEG00000000688
mola_mola ENSMMOG00000005920
seriola_lalandi_dorsalis ENSSLDG00000005945
seriola_dumerili ENSSDUG00000019956
scophthalmus_maximus ENSSMAG00000002314
maylandia_zebra ENSMZEG00005023423
astatotilapia_calliptera ENSACLG00000001323
haplochromis_burtoni ENSHBUG00000006652
pundamilia_nyererei ENSPNYG00000016067
neolamprologus_brichardi ENSNBRG00000001850
oreochromis_niloticus ENSONIG00000015874
amphilophus_citrinellus ENSACIG00000005367
poecilia_latipinna ENSPLAG00000014419
poecilia_formosa ENSPFOG00000021868
poecilia_reticulata ENSPREG00000010675
poecilia_mexicana ENSPMEG00000021425
gambusia_affinis ENSGAFG00000016226
xiphophorus_maculatus ENSXMAG00000029062
xiphophorus_couchianus ENSXCOG00000012444
fundulus_heteroclitus ENSFHEG00000005210
cyprinodon_variegatus ENSCVAG00000021311
kryptolebias_marmoratus ENSKMAG00000018385
amphiprion_percula ENSAPEG00000011851
amphiprion_ocellaris ENSAOCG00000005077
acanthochromis_polyacanthus ENSAPOG00000007296
stegastes_partitus ENSSPAG00000021172
mastacembelus_armatus ENSMAMG00000003333
labrus_bergylta ENSLBEG00000011282
hippocampus_comes ENSHCOG00000008824
gadus_morhua ENSGMOG00000008566
esox_lucius ENSELUG00000024578
pygocentrus_nattereri ENSPNAG00000014697
astyanax_mexicanus ENSAMXG00000006437
ictalurus_punctatus ENSIPUG00000020999
danio_rerio ENSDARG00000078647
scleropages_formosus ENSSFOG00015021423
paramormyrops_kingsleyae ENSPKIG00000005985
lepisosteus_oculatus ENSLOCG00000000927
