junco_hyemalis ENSJHYG00000010472
seriola_lalandi_dorsalis ENSSLDG00000010267
seriola_dumerili ENSSDUG00000016943
scophthalmus_maximus ENSSMAG00000021296
mastacembelus_armatus ENSMAMG00000012053
monopterus_albus ENSMALG00000012758
anabas_testudineus ENSATEG00000018480
cynoglossus_semilaevis ENSCSEG00000012660
hippocampus_comes ENSHCOG00000008936
gadus_morhua ENSGMOG00000015146
esox_lucius ENSELUG00000003404
periophthalmus_magnuspinnatus ENSPMGG00000005846
pygocentrus_nattereri ENSPNAG00000016071
astyanax_mexicanus ENSAMXG00000007594
ictalurus_punctatus ENSIPUG00000022233
danio_rerio ENSDARG00000015349
scleropages_formosus ENSSFOG00015018364
paramormyrops_kingsleyae ENSPKIG00000015338
kryptolebias_marmoratus ENSKMAG00000013657
periophthalmus_magnuspinnatus ENSPMGG00000021198
lepisosteus_oculatus ENSLOCG00000014224
latimeria_chalumnae ENSLACG00000016909
xenopus_tropicalis ENSXETG00000017772
petromyzon_marinus ENSPMAG00000001883
petromyzon_marinus ENSPMAG00000003685
ciona_intestinalis ENSCING00000017574
