monodelphis_domestica ENSMODG00000003181
rhinopithecus_bieti ENSRBIG00000036761
rhinopithecus_roxellana ENSRROG00000041619
rhinopithecus_bieti ENSRBIG00000041169
colobus_angolensis_palliatus ENSCANG00000034396
chlorocebus_sabaeus ENSCSAG00000015955
cebus_capucinus_imitator ENSCCAG00000035495
saimiri_boliviensis_boliviensis ENSSBOG00000033702
callithrix_jacchus ENSCJAG00000006774
aotus_nancymaae ENSANAG00000021378
carlito_syrichta ENSTSYG00000031953
propithecus_coquereli ENSPCOG00000001339
microcebus_murinus ENSMICG00000001739
prolemur_simus ENSPSMG00000015338
otolemur_garnettii ENSOGAG00000026265
tupaia_belangeri ENSTBEG00000005285
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020200
mus_spicilegus ENSMSIG00000031130
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000007589
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019311
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030328
rattus_norvegicus ENSRNOG00000020189
meriones_unguiculatus ENSMUGG00000008880
cricetulus_griseus_crigri_1.0 ENSCGRG00000016783
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017774
cricetulus_griseus_crigri-picr ENSCGRG00015017586
peromyscus_maniculatus_bairdii ENSPEMG00000003476
nannospalax_galili ENSNGAG00000000859
castor_canadensis ENSCCNG00000000823
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009400
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007978
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003920
fukomys_damarensis ENSFDAG00000003783
cavia_porcellus ENSCPOG00000036473
cavia_aperea ENSCAPG00000012997
cavia_porcellus ENSCPOG00000014800
chinchilla_lanigera ENSCLAG00000011262
urocitellus_parryii ENSUPAG00010009457
marmota_marmota_marmota ENSMMMG00000011945
spermophilus_dauricus ENSSDAG00000022279
ictidomys_tridecemlineatus ENSSTOG00000002345
oryctolagus_cuniculus ENSOCUG00000002919
ochotona_princeps ENSOPRG00000016659
ornithorhynchus_anatinus ENSOANG00000030969
salvator_merianae ENSSMRG00000003878
anolis_carolinensis ENSACAG00000004097
sphenodon_punctatus ENSSPUG00000017806
xenopus_tropicalis ENSXETG00000030015
hippocampus_comes ENSHCOG00000010794
periophthalmus_magnuspinnatus ENSPMGG00000018802
maylandia_zebra ENSMZEG00005020970
astatotilapia_calliptera ENSACLG00000011172
haplochromis_burtoni ENSHBUG00000000619
pundamilia_nyererei ENSPNYG00000005203
amphilophus_citrinellus ENSACIG00000006319
neolamprologus_brichardi ENSNBRG00000023450
amphiprion_percula ENSAPEG00000005050
poecilia_latipinna ENSPLAG00000021427
poecilia_reticulata ENSPREG00000004631
poecilia_mexicana ENSPMEG00000014500
poecilia_formosa ENSPFOG00000009052
xiphophorus_maculatus ENSXMAG00000001654
xiphophorus_couchianus ENSXCOG00000000383
gambusia_affinis ENSGAFG00000003342
fundulus_heteroclitus ENSFHEG00000020239
cyprinodon_variegatus ENSCVAG00000009864
kryptolebias_marmoratus ENSKMAG00000012037
oryzias_latipes_asm223467v1 ENSORLG00000007422
oryzias_latipes_asm223469v1 ENSORLG00015004507
oryzias_latipes_asm223471v1 ENSORLG00020007367
oryzias_melastigma ENSOMEG00000015132
takifugu_rubripes ENSTRUG00000001598
gasterosteus_aculeatus ENSGACG00000019178
anabas_testudineus ENSATEG00000001711
scophthalmus_maximus ENSSMAG00000005775
labrus_bergylta ENSLBEG00000001418
seriola_dumerili ENSSDUG00000006532
seriola_lalandi_dorsalis ENSSLDG00000004240
stegastes_partitus ENSSPAG00000008548
amphiprion_ocellaris ENSAOCG00000018713
acanthochromis_polyacanthus ENSAPOG00000000794
mastacembelus_armatus ENSMAMG00000015223
monopterus_albus ENSMALG00000014743
gadus_morhua ENSGMOG00000015761
esox_lucius ENSELUG00000003657
pygocentrus_nattereri ENSPNAG00000022169
astyanax_mexicanus ENSAMXG00000003829
ictalurus_punctatus ENSIPUG00000006103
danio_rerio ENSDARG00000054473
scleropages_formosus ENSSFOG00015002264
paramormyrops_kingsleyae ENSPKIG00000018700
gasterosteus_aculeatus ENSGACG00000019864
gadus_morhua ENSGMOG00000009443
astatotilapia_calliptera ENSACLG00000018326
maylandia_zebra ENSMZEG00005014122
amphilophus_citrinellus ENSACIG00000010585
pundamilia_nyererei ENSPNYG00000023946
gadus_morhua ENSGMOG00000007945
pundamilia_nyererei ENSPNYG00000009725
amphilophus_citrinellus ENSACIG00000017907
mola_mola ENSMMOG00000002293
takifugu_rubripes ENSTRUG00000024616
stegastes_partitus ENSSPAG00000019868
amphiprion_ocellaris ENSAOCG00000013466
haplochromis_burtoni ENSHBUG00000000463
maylandia_zebra ENSMZEG00005008425
mastacembelus_armatus ENSMAMG00000009811
monopterus_albus ENSMALG00000015651
anabas_testudineus ENSATEG00000014257
labrus_bergylta ENSLBEG00000028629
seriola_dumerili ENSSDUG00000005720
seriola_lalandi_dorsalis ENSSLDG00000009957
scophthalmus_maximus ENSSMAG00000000285
fundulus_heteroclitus ENSFHEG00000018876
cyprinodon_variegatus ENSCVAG00000002575
xiphophorus_maculatus ENSXMAG00000024603
gambusia_affinis ENSGAFG00000018413
poecilia_mexicana ENSPMEG00000001279
poecilia_formosa ENSPFOG00000022001
poecilia_latipinna ENSPLAG00000015166
poecilia_reticulata ENSPREG00000004978
kryptolebias_marmoratus ENSKMAG00000013811
oryzias_latipes_asm223467v1 ENSORLG00000013565
oryzias_latipes_asm223471v1 ENSORLG00020018406
oryzias_latipes_asm223469v1 ENSORLG00015016812
oryzias_melastigma ENSOMEG00000010457
cynoglossus_semilaevis ENSCSEG00000009351
astatotilapia_calliptera ENSACLG00000026799
acanthochromis_polyacanthus ENSAPOG00000011651
tetraodon_nigroviridis ENSTNIG00000018539
hippocampus_comes ENSHCOG00000014268
esox_lucius ENSELUG00000002936
danio_rerio ENSDARG00000045842
gadus_morhua ENSGMOG00000010828
gasterosteus_aculeatus ENSGACG00000018818
gasterosteus_aculeatus ENSGACG00000015212
labrus_bergylta ENSLBEG00000027630
hippocampus_comes ENSHCOG00000001945
gasterosteus_aculeatus ENSGACG00000019697
gadus_morhua ENSGMOG00000009020
esox_lucius ENSELUG00000013833
esox_lucius ENSELUG00000021459
esox_lucius ENSELUG00000005855
stegastes_partitus ENSSPAG00000004552
scophthalmus_maximus ENSSMAG00000020225
labrus_bergylta ENSLBEG00000017362
paramormyrops_kingsleyae ENSPKIG00000000254
