haplochromis_burtoni ENSHBUG00000017470
anolis_carolinensis ENSACAG00000006573
notechis_scutatus ENSNSUG00000012971
salvator_merianae ENSSMRG00000022061
sphenodon_punctatus ENSSPUG00000018424
gopherus_agassizii ENSGAGG00000015617
chelonoidis_abingdonii ENSCABG00000015367
chrysemys_picta_bellii ENSCPBG00000014470
pelodiscus_sinensis ENSPSIG00000011889
apteryx_haastii ENSAHAG00000019172
apteryx_owenii ENSAOWG00000004010
apteryx_rowi ENSARWG00000008195
dromaius_novaehollandiae ENSDNVG00000017774
nothoprocta_perdicaria ENSNPEG00000000327
calidris_pygmaea ENSCPGG00000012809
calidris_pugnax ENSCPUG00000013223
melopsittacus_undulatus ENSMUNG00000004965
taeniopygia_guttata ENSTGUG00000006550
lonchura_striata_domestica ENSLSDG00000007126
zonotrichia_albicollis ENSZALG00000000781
junco_hyemalis ENSJHYG00000017518
serinus_canaria ENSSCAG00000005899
ficedula_albicollis ENSFALG00000003498
cyanistes_caeruleus ENSCCEG00000001027
parus_major ENSPMJG00000016452
lepidothrix_coronata ENSLCOG00000006464
manacus_vitellinus ENSMVIG00005011456
gallus_gallus ENSGALG00000006253
meleagris_gallopavo ENSMGAG00000005462
coturnix_japonica ENSCJPG00005001698
numida_meleagris ENSNMEG00000014805
anser_brachyrhynchus ENSABRG00000019991
anas_platyrhynchos_platyrhynchos ENSAPLG00000014934
procavia_capensis ENSPCAG00000017099
echinops_telfairi ENSETEG00000000239
loxodonta_africana ENSLAFG00000010990
oryctolagus_cuniculus ENSOCUG00000017442
ochotona_princeps ENSOPRG00000002734
equus_asinus_asinus ENSEASG00005007403
equus_caballus ENSECAG00000024661
myotis_lucifugus ENSMLUG00000001324
bos_mutus ENSBMUG00000016863
bos_taurus ENSBTAG00000010176
bison_bison_bison ENSBBBG00000005719
ovis_aries ENSOARG00000018827
capra_hircus ENSCHIG00000025045
sus_scrofa ENSSSCG00000016339
tursiops_truncatus ENSTTRG00000010089
pteropus_vampyrus ENSPVAG00000003998
vicugna_pacos ENSVPAG00000005957
sorex_araneus ENSSARG00000004394
ursus_americanus ENSUAMG00000012699
ursus_maritimus ENSUMAG00000011877
ailuropoda_melanoleuca ENSAMEG00000014929
mustela_putorius_furo ENSMPUG00000000119
neovison_vison ENSNVIG00000022046
canis_lupus_dingo ENSCAFG00020024648
canis_lupus_familiaris ENSCAFG00000012406
vulpes_vulpes ENSVVUG00000023249
panthera_pardus ENSPPRG00000014102
panthera_tigris_altaica ENSPTIG00000009547
felis_catus ENSFCAG00000039613
pan_paniscus ENSPPAG00000043125
pan_troglodytes ENSPTRG00000013088
homo_sapiens ENSG00000132323
gorilla_gorilla ENSGGOG00000000098
pongo_abelii ENSPPYG00000013320
piliocolobus_tephrosceles ENSPTEG00000036779
colobus_angolensis_palliatus ENSCANG00000036350
rhinopithecus_bieti ENSRBIG00000033267
rhinopithecus_roxellana ENSRROG00000028943
papio_anubis ENSPANG00000019808
theropithecus_gelada ENSTGEG00000023870
mandrillus_leucophaeus ENSMLEG00000042481
cercocebus_atys ENSCATG00000042465
macaca_nemestrina ENSMNEG00000028395
macaca_fascicularis ENSMFAG00000042266
macaca_mulatta ENSMMUG00000018908
chlorocebus_sabaeus ENSCSAG00000006045
nomascus_leucogenys ENSNLEG00000011223
callithrix_jacchus ENSCJAG00000000443
saimiri_boliviensis_boliviensis ENSSBOG00000035801
cebus_capucinus_imitator ENSCCAG00000025102
aotus_nancymaae ENSANAG00000035398
carlito_syrichta ENSTSYG00000002789
prolemur_simus ENSPSMG00000004199
propithecus_coquereli ENSPCOG00000023348
microcebus_murinus ENSMICG00000007351
otolemur_garnettii ENSOGAG00000006241
castor_canadensis ENSCCNG00000016503
dipodomys_ordii ENSDORG00000008921
peromyscus_maniculatus_bairdii ENSPEMG00000022315
microtus_ochrogaster ENSMOCG00000021283
cricetulus_griseus_crigri_1.0 ENSCGRG00000013893
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007174
cricetulus_griseus_crigri-picr ENSCGRG00015014569
mesocricetus_auratus ENSMAUG00000011951
mesocricetus_auratus ENSMAUG00000006511
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015226
mus_spicilegus ENSMSIG00000025128
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026309
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014422
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027658
rattus_norvegicus ENSRNOG00000020115
meriones_unguiculatus ENSMUGG00000013313
nannospalax_galili ENSNGAG00000022078
jaculus_jaculus ENSJJAG00000008246
chinchilla_lanigera ENSCLAG00000002226
octodon_degus ENSODEG00000009636
cavia_porcellus ENSCPOG00000015395
cavia_aperea ENSCAPG00000017924
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005371
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005081
fukomys_damarensis ENSFDAG00000006488
urocitellus_parryii ENSUPAG00010021381
marmota_marmota_marmota ENSMMMG00000004976
spermophilus_dauricus ENSSDAG00000021459
ictidomys_tridecemlineatus ENSSTOG00000025986
tupaia_belangeri ENSTBEG00000005745
dasypus_novemcinctus ENSDNOG00000015155
choloepus_hoffmanni ENSCHOG00000012477
phascolarctos_cinereus ENSPCIG00000005072
notamacropus_eugenii ENSMEUG00000013184
monodelphis_domestica ENSMODG00000015921
sarcophilus_harrisii ENSSHAG00000006641
ornithorhynchus_anatinus ENSOANG00000015598
xenopus_tropicalis ENSXETG00000012129
latimeria_chalumnae ENSLACG00000012380
eptatretus_burgeri ENSEBUG00000000748
ciona_intestinalis ENSCING00000002414
ciona_savignyi ENSCSAVG00000001387
caenorhabditis_elegans_strain_n2 WBGene00009354
