lonchura_striata_domestica ENSLSDG00000002107
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004943
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016939
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002362
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006624
fukomys_damarensis ENSFDAG00000003264
cavia_porcellus ENSCPOG00000040374
cavia_aperea ENSCAPG00000006183
octodon_degus ENSODEG00000007214
octodon_degus ENSODEG00000018686
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074780
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023766
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017751
cricetulus_griseus_crigri_1.0 ENSCGRG00000008530
oryctolagus_cuniculus ENSOCUG00000003981
oryctolagus_cuniculus ENSOCUG00000025778
callithrix_jacchus ENSCJAG00000032779
myotis_lucifugus ENSMLUG00000007493
echinops_telfairi ENSETEG00000008533
echinops_telfairi ENSETEG00000012428
pan_troglodytes ENSPTRG00000046097
pan_paniscus ENSPPAG00000018102
gorilla_gorilla ENSGGOG00000012501
homo_sapiens ENSG00000110200
nomascus_leucogenys ENSNLEG00000017234
rhinopithecus_bieti ENSRBIG00000033808
rhinopithecus_roxellana ENSRROG00000032455
colobus_angolensis_palliatus ENSCANG00000043309
piliocolobus_tephrosceles ENSPTEG00000019302
cercocebus_atys ENSCATG00000043590
papio_anubis ENSPANG00000035397
mandrillus_leucophaeus ENSMLEG00000044094
macaca_nemestrina ENSMNEG00000038267
macaca_mulatta ENSMMUG00000016270
macaca_fascicularis ENSMFAG00000036913
theropithecus_gelada ENSTGEG00000025401
cebus_capucinus_imitator ENSCCAG00000000895
saimiri_boliviensis_boliviensis ENSSBOG00000035680
aotus_nancymaae ENSANAG00000028571
otolemur_garnettii ENSOGAG00000027496
prolemur_simus ENSPSMG00000012383
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030069
mus_spicilegus ENSMSIG00000015942
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013290
meriones_unguiculatus ENSMUGG00000006278
mus_spicilegus ENSMSIG00000028474
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031180
cricetulus_griseus_crigri_1.0 ENSCGRG00000002512
chinchilla_lanigera ENSCLAG00000016375
urocitellus_parryii ENSUPAG00010019644
ictidomys_tridecemlineatus ENSSTOG00000023840
saimiri_boliviensis_boliviensis ENSSBOG00000022608
saimiri_boliviensis_boliviensis ENSSBOG00000030235
cricetulus_griseus_crigri-picr ENSCGRG00015016727
myotis_lucifugus ENSMLUG00000014120
sus_scrofa ENSSSCG00000014806
cebus_capucinus_imitator ENSCCAG00000036125
saimiri_boliviensis_boliviensis ENSSBOG00000021942
aotus_nancymaae ENSANAG00000031805
carlito_syrichta ENSTSYG00000014179
microcebus_murinus ENSMICG00000029423
microcebus_murinus ENSMICG00000010451
nannospalax_galili ENSNGAG00000013759
rattus_norvegicus ENSRNOG00000019936
jaculus_jaculus ENSJJAG00000019862
pan_paniscus ENSPPAG00000012738
pan_troglodytes ENSPTRG00000044756
gorilla_gorilla ENSGGOG00000042556
rhinopithecus_bieti ENSRBIG00000043542
rhinopithecus_roxellana ENSRROG00000035752
colobus_angolensis_palliatus ENSCANG00000041410
saimiri_boliviensis_boliviensis ENSSBOG00000015549
cebus_capucinus_imitator ENSCCAG00000024215
aotus_nancymaae ENSANAG00000018652
panthera_pardus ENSPPRG00000019290
felis_catus ENSFCAG00000033488
procavia_capensis ENSPCAG00000011094
choloepus_hoffmanni ENSCHOG00000004765
dasypus_novemcinctus ENSDNOG00000040394
coturnix_japonica ENSCJPG00005005306
chelonoidis_abingdonii ENSCABG00000018359
sarcophilus_harrisii ENSSHAG00000002646
phascolarctos_cinereus ENSPCIG00000021603
mastacembelus_armatus ENSMAMG00000006364
anabas_testudineus ENSATEG00000006568
scophthalmus_maximus ENSSMAG00000019561
cynoglossus_semilaevis ENSCSEG00000018973
seriola_dumerili ENSSDUG00000000596
seriola_lalandi_dorsalis ENSSLDG00000020792
mola_mola ENSMMOG00000010458
gasterosteus_aculeatus ENSGACG00000007825
labrus_bergylta ENSLBEG00000027872
poecilia_mexicana ENSPMEG00000021664
poecilia_reticulata ENSPREG00000019439
poecilia_formosa ENSPFOG00000008608
poecilia_latipinna ENSPLAG00000018477
xiphophorus_maculatus ENSXMAG00000027789
xiphophorus_couchianus ENSXCOG00000012838
gambusia_affinis ENSGAFG00000008364
fundulus_heteroclitus ENSFHEG00000003046
cyprinodon_variegatus ENSCVAG00000017679
kryptolebias_marmoratus ENSKMAG00000014852
amphiprion_ocellaris ENSAOCG00000015912
amphiprion_percula ENSAPEG00000017391
acanthochromis_polyacanthus ENSAPOG00000002205
stegastes_partitus ENSSPAG00000020323
astatotilapia_calliptera ENSACLG00000007860
haplochromis_burtoni ENSHBUG00000015534
maylandia_zebra ENSMZEG00005007484
pundamilia_nyererei ENSPNYG00000013329
neolamprologus_brichardi ENSNBRG00000004842
oreochromis_niloticus ENSONIG00000016749
amphilophus_citrinellus ENSACIG00000009028
oryzias_latipes_asm223467v1 ENSORLG00000024422
oryzias_latipes_asm223471v1 ENSORLG00020015252
oryzias_latipes_asm223469v1 ENSORLG00015022885
oryzias_melastigma ENSOMEG00000002788
gadus_morhua ENSGMOG00000017474
paramormyrops_kingsleyae ENSPKIG00000022993
esox_lucius ENSELUG00000000393
scleropages_formosus ENSSFOG00015016298
astyanax_mexicanus ENSAMXG00000037586
pygocentrus_nattereri ENSPNAG00000008081
danio_rerio ENSDARG00000101285
periophthalmus_magnuspinnatus ENSPMGG00000021898
takifugu_rubripes ENSTRUG00000023085
tetraodon_nigroviridis ENSTNIG00000003387
hippocampus_comes ENSHCOG00000014533
lepisosteus_oculatus ENSLOCG00000007778
loxodonta_africana ENSLAFG00000006138
monodelphis_domestica ENSMODG00000008052
xenopus_tropicalis ENSXETG00000023871
ictalurus_punctatus ENSIPUG00000014780
serinus_canaria ENSSCAG00000016638
ficedula_albicollis ENSFALG00000006281
junco_hyemalis ENSJHYG00000009553
parus_major ENSPMJG00000012135
parus_major ENSPMJG00000012104
zonotrichia_albicollis ENSZALG00000015417
gallus_gallus ENSGALG00000032499
numida_meleagris ENSNMEG00000001157
lepidothrix_coronata ENSLCOG00000003408
meleagris_gallopavo ENSMGAG00000009115
dromaius_novaehollandiae ENSDNVG00000008275
apteryx_owenii ENSAOWG00000019328
anas_platyrhynchos_platyrhynchos ENSAPLG00000017679
sorex_araneus ENSSARG00000004171
chinchilla_lanigera ENSCLAG00000006821
eptatretus_burgeri ENSEBUG00000014263
ciona_intestinalis ENSCING00000018288
