dromaius_novaehollandiae ENSDNVG00000006533
amphilophus_citrinellus ENSACIG00000020792
gasterosteus_aculeatus ENSGACG00000011938
cynoglossus_semilaevis ENSCSEG00000018153
hippocampus_comes ENSHCOG00000015233
periophthalmus_magnuspinnatus ENSPMGG00000023113
gadus_morhua ENSGMOG00000016117
esox_lucius ENSELUG00000022273
astyanax_mexicanus ENSAMXG00000035252
pygocentrus_nattereri ENSPNAG00000000261
danio_rerio ENSDARG00000102042
paramormyrops_kingsleyae ENSPKIG00000022703
lepisosteus_oculatus ENSLOCG00000008172
latimeria_chalumnae ENSLACG00000001202
xenopus_tropicalis ENSXETG00000016413
phascolarctos_cinereus ENSPCIG00000018619
notamacropus_eugenii ENSMEUG00000005874
sarcophilus_harrisii ENSSHAG00000015903
monodelphis_domestica ENSMODG00000003357
bos_taurus ENSBTAG00000016738
bos_mutus ENSBMUG00000019359
capra_hircus ENSCHIG00000018624
sus_scrofa ENSSSCG00000009873
tursiops_truncatus ENSTTRG00000016692
pteropus_vampyrus ENSPVAG00000017343
canis_lupus_dingo ENSCAFG00020017631
neovison_vison ENSNVIG00000015371
felis_catus ENSFCAG00000022073
panthera_pardus ENSPPRG00000013704
equus_caballus ENSECAG00000028399
equus_asinus_asinus ENSEASG00005009513
prolemur_simus ENSPSMG00000001408
propithecus_coquereli ENSPCOG00000013719
otolemur_garnettii ENSOGAG00000030292
pan_paniscus ENSPPAG00000032215
pan_troglodytes ENSPTRG00000005480
homo_sapiens ENSG00000135144
gorilla_gorilla ENSGGOG00000010380
pongo_abelii ENSPPYG00000004980
nomascus_leucogenys ENSNLEG00000000143
rhinopithecus_bieti ENSRBIG00000039981
colobus_angolensis_palliatus ENSCANG00000018528
rhinopithecus_roxellana ENSRROG00000031205
piliocolobus_tephrosceles ENSPTEG00000008217
macaca_fascicularis ENSMFAG00000003369
macaca_nemestrina ENSMNEG00000017014
chlorocebus_sabaeus ENSCSAG00000002451
theropithecus_gelada ENSTGEG00000020235
papio_anubis ENSPANG00000009637
mandrillus_leucophaeus ENSMLEG00000043212
cercocebus_atys ENSCATG00000045075
cebus_capucinus_imitator ENSCCAG00000018591
saimiri_boliviensis_boliviensis ENSSBOG00000030409
callithrix_jacchus ENSCJAG00000037126
aotus_nancymaae ENSANAG00000020051
loxodonta_africana ENSLAFG00000014074
vulpes_vulpes ENSVVUG00000010313
ursus_americanus ENSUAMG00000028390
ailuropoda_melanoleuca ENSAMEG00000008870
mustela_putorius_furo ENSMPUG00000002559
spermophilus_dauricus ENSSDAG00000017211
marmota_marmota_marmota ENSMMMG00000022271
panthera_tigris_altaica ENSPTIG00000015944
ursus_maritimus ENSUMAG00000010156
carlito_syrichta ENSTSYG00000032599
myotis_lucifugus ENSMLUG00000022541
procavia_capensis ENSPCAG00000008278
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018544
cricetulus_griseus_crigri-picr ENSCGRG00015000205
cricetulus_griseus_crigri_1.0 ENSCGRG00000003313
mesocricetus_auratus ENSMAUG00000011103
microtus_ochrogaster ENSMOCG00000008527
peromyscus_maniculatus_bairdii ENSPEMG00000016244
mus_spicilegus ENSMSIG00000029171
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028668
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029603
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027668
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024250
rattus_norvegicus ENSRNOG00000050848
meriones_unguiculatus ENSMUGG00000014899
nannospalax_galili ENSNGAG00000015637
jaculus_jaculus ENSJJAG00000019162
castor_canadensis ENSCCNG00000009832
urocitellus_parryii ENSUPAG00010008557
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019279
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016375
fukomys_damarensis ENSFDAG00000007169
chinchilla_lanigera ENSCLAG00000010608
octodon_degus ENSODEG00000013450
ochotona_princeps ENSOPRG00000011918
microcebus_murinus ENSMICG00000008538
dasypus_novemcinctus ENSDNOG00000043027
scleropages_formosus ENSSFOG00015004355
scleropages_formosus ENSSFOG00015004377
ovis_aries ENSOARG00000007699
oryctolagus_cuniculus ENSOCUG00000027340
amphiprion_percula ENSAPEG00000012058
seriola_lalandi_dorsalis ENSSLDG00000004732
bison_bison_bison ENSBBBG00000014016
gopherus_agassizii ENSGAGG00000022796
chelonoidis_abingdonii ENSCABG00000017209
chrysemys_picta_bellii ENSCPBG00000017991
crocodylus_porosus ENSCPRG00005007030
pogona_vitticeps ENSPVIG00000002401
anolis_carolinensis ENSACAG00000004510
salvator_merianae ENSSMRG00000014540
sphenodon_punctatus ENSSPUG00000008254
pelodiscus_sinensis ENSPSIG00000004482
notechis_scutatus ENSNSUG00000020095
petromyzon_marinus ENSPMAG00000003244
eptatretus_burgeri ENSEBUG00000009318
