equus_caballus ENSECAG00000016652
astyanax_mexicanus ENSAMXG00000029892
ictalurus_punctatus ENSIPUG00000010585
danio_rerio ENSDARG00000029168
scleropages_formosus ENSSFOG00015021994
paramormyrops_kingsleyae ENSPKIG00000023879
astyanax_mexicanus ENSAMXG00000038354
astyanax_mexicanus ENSAMXG00000003198
pygocentrus_nattereri ENSPNAG00000006221
ictalurus_punctatus ENSIPUG00000006130
danio_rerio ENSDARG00000061977
gasterosteus_aculeatus ENSGACG00000015982
tetraodon_nigroviridis ENSTNIG00000013816
labrus_bergylta ENSLBEG00000002602
monopterus_albus ENSMALG00000003037
monopterus_albus ENSMALG00000003055
mastacembelus_armatus ENSMAMG00000020532
anabas_testudineus ENSATEG00000000587
amphilophus_citrinellus ENSACIG00000005384
amphilophus_citrinellus ENSACIG00000005349
astatotilapia_calliptera ENSACLG00000007184
maylandia_zebra ENSMZEG00005012230
haplochromis_burtoni ENSHBUG00000016313
pundamilia_nyererei ENSPNYG00000018525
neolamprologus_brichardi ENSNBRG00000007652
oreochromis_niloticus ENSONIG00000005589
stegastes_partitus ENSSPAG00000014056
xiphophorus_maculatus ENSXMAG00000003151
gambusia_affinis ENSGAFG00000001798
poecilia_mexicana ENSPMEG00000018623
poecilia_formosa ENSPFOG00000017438
poecilia_latipinna ENSPLAG00000000200
poecilia_reticulata ENSPREG00000013251
fundulus_heteroclitus ENSFHEG00000020934
cyprinodon_variegatus ENSCVAG00000020050
kryptolebias_marmoratus ENSKMAG00000010500
oryzias_latipes_asm223467v1 ENSORLG00000009654
oryzias_latipes_asm223467v1 ENSORLG00000026289
oryzias_latipes_asm223471v1 ENSORLG00020005903
oryzias_latipes_asm223469v1 ENSORLG00015003881
oryzias_melastigma ENSOMEG00000003605
seriola_lalandi_dorsalis ENSSLDG00000019671
seriola_dumerili ENSSDUG00000020253
scophthalmus_maximus ENSSMAG00000001882
mola_mola ENSMMOG00000016039
mola_mola ENSMMOG00000016037
acanthochromis_polyacanthus ENSAPOG00000013792
acanthochromis_polyacanthus ENSAPOG00000013824
amphiprion_percula ENSAPEG00000008193
amphiprion_percula ENSAPEG00000008213
amphiprion_ocellaris ENSAOCG00000016785
amphiprion_ocellaris ENSAOCG00000016761
neolamprologus_brichardi ENSNBRG00000007625
scophthalmus_maximus ENSSMAG00000001922
cynoglossus_semilaevis ENSCSEG00000014751
takifugu_rubripes ENSTRUG00000018289
cynoglossus_semilaevis ENSCSEG00000014739
hippocampus_comes ENSHCOG00000015338
periophthalmus_magnuspinnatus ENSPMGG00000000036
gadus_morhua ENSGMOG00000016695
paramormyrops_kingsleyae ENSPKIG00000024132
lepisosteus_oculatus ENSLOCG00000004290
ornithorhynchus_anatinus ENSOANG00000029679
ornithorhynchus_anatinus ENSOANG00000012061
phascolarctos_cinereus ENSPCIG00000014323
notamacropus_eugenii ENSMEUG00000006740
sarcophilus_harrisii ENSSHAG00000013902
monodelphis_domestica ENSMODG00000006067
castor_canadensis ENSCCNG00000021659
dipodomys_ordii ENSDORG00000001969
mus_spicilegus ENSMSIG00000010578
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031380
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036528
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030267
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013484
rattus_norvegicus ENSRNOG00000019667
meriones_unguiculatus ENSMUGG00000009054
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000501
cricetulus_griseus_crigri_1.0 ENSCGRG00000007107
cricetulus_griseus_crigri-picr ENSCGRG00015013238
peromyscus_maniculatus_bairdii ENSPEMG00000017165
nannospalax_galili ENSNGAG00000016828
jaculus_jaculus ENSJJAG00000016337
chinchilla_lanigera ENSCLAG00000016752
cavia_porcellus ENSCPOG00000002409
octodon_degus ENSODEG00000001643
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014579
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003371
fukomys_damarensis ENSFDAG00000010112
spermophilus_dauricus ENSSDAG00000003178
ictidomys_tridecemlineatus ENSSTOG00000010464
urocitellus_parryii ENSUPAG00010000540
marmota_marmota_marmota ENSMMMG00000015850
oryctolagus_cuniculus ENSOCUG00000014983
ochotona_princeps ENSOPRG00000004620
mandrillus_leucophaeus ENSMLEG00000039128
cercocebus_atys ENSCATG00000035988
theropithecus_gelada ENSTGEG00000019291
papio_anubis ENSPANG00000007468
macaca_fascicularis ENSMFAG00000039977
macaca_nemestrina ENSMNEG00000037677
macaca_mulatta ENSMMUG00000019751
chlorocebus_sabaeus ENSCSAG00000004402
piliocolobus_tephrosceles ENSPTEG00000000835
colobus_angolensis_palliatus ENSCANG00000040643
rhinopithecus_roxellana ENSRROG00000030731
rhinopithecus_bieti ENSRBIG00000043219
pan_troglodytes ENSPTRG00000003315
pan_paniscus ENSPPAG00000040703
homo_sapiens ENSG00000166387
gorilla_gorilla ENSGGOG00000013535
pongo_abelii ENSPPYG00000003519
nomascus_leucogenys ENSNLEG00000017488
saimiri_boliviensis_boliviensis ENSSBOG00000035770
cebus_capucinus_imitator ENSCCAG00000036318
callithrix_jacchus ENSCJAG00000013335
aotus_nancymaae ENSANAG00000014997
carlito_syrichta ENSTSYG00000011792
prolemur_simus ENSPSMG00000010620
propithecus_coquereli ENSPCOG00000027556
microcebus_murinus ENSMICG00000002393
otolemur_garnettii ENSOGAG00000006795
tupaia_belangeri ENSTBEG00000014102
pteropus_vampyrus ENSPVAG00000003307
myotis_lucifugus ENSMLUG00000003942
bos_taurus ENSBTAG00000016140
bos_mutus ENSBMUG00000009630
bison_bison_bison ENSBBBG00000013592
capra_hircus ENSCHIG00000020623
ovis_aries ENSOARG00000015882
tursiops_truncatus ENSTTRG00000001977
vicugna_pacos ENSVPAG00000002803
equus_asinus_asinus ENSEASG00005003170
equus_caballus ENSECAG00000012953
canis_lupus_familiaris ENSCAFG00000006757
canis_lupus_dingo ENSCAFG00020009926
vulpes_vulpes ENSVVUG00000027920
panthera_pardus ENSPPRG00000009627
panthera_tigris_altaica ENSPTIG00000018879
felis_catus ENSFCAG00000019083
sorex_araneus ENSSARG00000009358
sus_scrofa ENSSSCG00000014598
erinaceus_europaeus ENSEEUG00000006438
ursus_maritimus ENSUMAG00000014272
ursus_americanus ENSUAMG00000007135
ailuropoda_melanoleuca ENSAMEG00000004399
neovison_vison ENSNVIG00000012335
mustela_putorius_furo ENSMPUG00000010395
loxodonta_africana ENSLAFG00000002012
procavia_capensis ENSPCAG00000008364
echinops_telfairi ENSETEG00000007012
mesocricetus_auratus ENSMAUG00000007682
microtus_ochrogaster ENSMOCG00000022380
cavia_aperea ENSCAPG00000012460
choloepus_hoffmanni ENSCHOG00000013385
dasypus_novemcinctus ENSDNOG00000000830
anser_brachyrhynchus ENSABRG00000017439
anas_platyrhynchos_platyrhynchos ENSAPLG00000006571
gallus_gallus ENSGALG00000005294
meleagris_gallopavo ENSMGAG00000005234
coturnix_japonica ENSCJPG00005018604
numida_meleagris ENSNMEG00000009379
calidris_pygmaea ENSCPGG00000014597
calidris_pugnax ENSCPUG00000013741
melopsittacus_undulatus ENSMUNG00000004709
manacus_vitellinus ENSMVIG00005014192
lepidothrix_coronata ENSLCOG00000001949
zonotrichia_albicollis ENSZALG00000002652
junco_hyemalis ENSJHYG00000015777
serinus_canaria ENSSCAG00000008004
lonchura_striata_domestica ENSLSDG00000008785
taeniopygia_guttata ENSTGUG00000005166
ficedula_albicollis ENSFALG00000010685
cyanistes_caeruleus ENSCCEG00000009136
parus_major ENSPMJG00000008084
apteryx_owenii ENSAOWG00000011742
apteryx_haastii ENSAHAG00000005714
apteryx_rowi ENSARWG00000018477
nothoprocta_perdicaria ENSNPEG00000007083
dromaius_novaehollandiae ENSDNVG00000008361
crocodylus_porosus ENSCPRG00005006435
chelonoidis_abingdonii ENSCABG00000020036
gopherus_agassizii ENSGAGG00000022570
chrysemys_picta_bellii ENSCPBG00000015448
pelodiscus_sinensis ENSPSIG00000015961
pogona_vitticeps ENSPVIG00000016511
anolis_carolinensis ENSACAG00000004043
notechis_scutatus ENSNSUG00000012598
salvator_merianae ENSSMRG00000000648
sphenodon_punctatus ENSSPUG00000002127
xenopus_tropicalis ENSXETG00000009056
latimeria_chalumnae ENSLACG00000009625
scleropages_formosus ENSSFOG00015000494
ciona_savignyi ENSCSAVG00000002290
ciona_intestinalis ENSCING00000019279
drosophila_melanogaster FBgn0036376
caenorhabditis_elegans_strain_n2 WBGene00011904
pan_troglodytes ENSPTRG00000005265
pan_paniscus ENSPPAG00000033118
homo_sapiens ENSG00000139220
gorilla_gorilla ENSGGOG00000026460
pongo_abelii ENSPPYG00000004803
nomascus_leucogenys ENSNLEG00000005251
rhinopithecus_roxellana ENSRROG00000012213
rhinopithecus_bieti ENSRBIG00000029313
colobus_angolensis_palliatus ENSCANG00000040084
macaca_fascicularis ENSMFAG00000031204
macaca_mulatta ENSMMUG00000013804
macaca_nemestrina ENSMNEG00000041825
theropithecus_gelada ENSTGEG00000027247
papio_anubis ENSPANG00000019704
cercocebus_atys ENSCATG00000040747
mandrillus_leucophaeus ENSMLEG00000042213
chlorocebus_sabaeus ENSCSAG00000003876
saimiri_boliviensis_boliviensis ENSSBOG00000021244
callithrix_jacchus ENSCJAG00000019370
cebus_capucinus_imitator ENSCCAG00000029694
aotus_nancymaae ENSANAG00000023020
piliocolobus_tephrosceles ENSPTEG00000037180
chlorocebus_sabaeus ENSCSAG00000003868
mustela_putorius_furo ENSMPUG00000011386
monodelphis_domestica ENSMODG00000029557
ornithorhynchus_anatinus ENSOANG00000013931
ornithorhynchus_anatinus ENSOANG00000030452
latimeria_chalumnae ENSLACG00000016017
seriola_lalandi_dorsalis ENSSLDG00000001947
prolemur_simus ENSPSMG00000015931
propithecus_coquereli ENSPCOG00000007376
microcebus_murinus ENSMICG00000010822
carlito_syrichta ENSTSYG00000008555
choloepus_hoffmanni ENSCHOG00000009774
tupaia_belangeri ENSTBEG00000002816
mus_spicilegus ENSMSIG00000024479
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000053825
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016604
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015782
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031305
rattus_norvegicus ENSRNOG00000004353
meriones_unguiculatus ENSMUGG00000009879
microtus_ochrogaster ENSMOCG00000007873
peromyscus_maniculatus_bairdii ENSPEMG00000015993
cricetulus_griseus_crigri-picr ENSCGRG00015011154
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020914
cricetulus_griseus_crigri_1.0 ENSCGRG00000006330
mesocricetus_auratus ENSMAUG00000021622
nannospalax_galili ENSNGAG00000022807
jaculus_jaculus ENSJJAG00000006298
castor_canadensis ENSCCNG00000003895
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000429
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001543
fukomys_damarensis ENSFDAG00000014405
chinchilla_lanigera ENSCLAG00000008120
cavia_porcellus ENSCPOG00000003459
cavia_aperea ENSCAPG00000002740
octodon_degus ENSODEG00000007419
dipodomys_ordii ENSDORG00000007289
ictidomys_tridecemlineatus ENSSTOG00000013971
spermophilus_dauricus ENSSDAG00000011919
urocitellus_parryii ENSUPAG00010013381
spermophilus_dauricus ENSSDAG00000011991
marmota_marmota_marmota ENSMMMG00000001244
ochotona_princeps ENSOPRG00000016533
oryctolagus_cuniculus ENSOCUG00000015770
otolemur_garnettii ENSOGAG00000014823
erinaceus_europaeus ENSEEUG00000006740
loxodonta_africana ENSLAFG00000011055
procavia_capensis ENSPCAG00000009040
echinops_telfairi ENSETEG00000011881
dasypus_novemcinctus ENSDNOG00000015350
pteropus_vampyrus ENSPVAG00000017190
myotis_lucifugus ENSMLUG00000001537
ailuropoda_melanoleuca ENSAMEG00000013096
ursus_maritimus ENSUMAG00000003393
mustela_putorius_furo ENSMPUG00000011391
mustela_putorius_furo ENSMPUG00000004817
neovison_vison ENSNVIG00000000848
canis_lupus_familiaris ENSCAFG00000005854
canis_lupus_dingo ENSCAFG00020016113
vulpes_vulpes ENSVVUG00000010745
panthera_tigris_altaica ENSPTIG00000008257
panthera_pardus ENSPPRG00000001816
felis_catus ENSFCAG00000012993
vicugna_pacos ENSVPAG00000001930
sus_scrofa ENSSSCG00000000940
capra_hircus ENSCHIG00000022919
ovis_aries ENSOARG00000015220
bos_taurus ENSBTAG00000003036
bos_mutus ENSBMUG00000008207
bison_bison_bison ENSBBBG00000006966
tursiops_truncatus ENSTTRG00000014699
equus_caballus ENSECAG00000011682
equus_asinus_asinus ENSEASG00005021241
sorex_araneus ENSSARG00000006620
cynoglossus_semilaevis ENSCSEG00000019318
cynoglossus_semilaevis ENSCSEG00000019315
ursus_americanus ENSUAMG00000002696
castor_canadensis ENSCCNG00000003774
sarcophilus_harrisii ENSSHAG00000007734
monodelphis_domestica ENSMODG00000020481
phascolarctos_cinereus ENSPCIG00000024777
notamacropus_eugenii ENSMEUG00000002546
ornithorhynchus_anatinus ENSOANG00000004850
chelonoidis_abingdonii ENSCABG00000011053
gopherus_agassizii ENSGAGG00000006494
chrysemys_picta_bellii ENSCPBG00000000073
pelodiscus_sinensis ENSPSIG00000007454
crocodylus_porosus ENSCPRG00005003178
sphenodon_punctatus ENSSPUG00000006051
lepidothrix_coronata ENSLCOG00000008048
manacus_vitellinus ENSMVIG00005002814
lonchura_striata_domestica ENSLSDG00000016724
taeniopygia_guttata ENSTGUG00000007778
junco_hyemalis ENSJHYG00000010224
zonotrichia_albicollis ENSZALG00000010247
serinus_canaria ENSSCAG00000008164
ficedula_albicollis ENSFALG00000010521
parus_major ENSPMJG00000012675
cyanistes_caeruleus ENSCCEG00000010383
melopsittacus_undulatus ENSMUNG00000015156
calidris_pugnax ENSCPUG00000003130
calidris_pygmaea ENSCPGG00000010484
anas_platyrhynchos_platyrhynchos ENSAPLG00000005353
anser_brachyrhynchus ENSABRG00000003973
anser_brachyrhynchus ENSABRG00000009955
gallus_gallus ENSGALG00000010958
coturnix_japonica ENSCJPG00005001332
meleagris_gallopavo ENSMGAG00000011103
numida_meleagris ENSNMEG00000002396
meleagris_gallopavo ENSMGAG00000014795
latimeria_chalumnae ENSLACG00000015407
dromaius_novaehollandiae ENSDNVG00000001546
nothoprocta_perdicaria ENSNPEG00000008936
poecilia_formosa ENSPFOG00000017112
poecilia_formosa ENSPFOG00000022280
apteryx_rowi ENSARWG00000006406
apteryx_owenii ENSAOWG00000011444
apteryx_haastii ENSAHAG00000011502
pogona_vitticeps ENSPVIG00000023906
anolis_carolinensis ENSACAG00000014550
notechis_scutatus ENSNSUG00000000679
salvator_merianae ENSSMRG00000010302
paramormyrops_kingsleyae ENSPKIG00000004590
scleropages_formosus ENSSFOG00015019713
scleropages_formosus ENSSFOG00015006565
paramormyrops_kingsleyae ENSPKIG00000001660
scophthalmus_maximus ENSSMAG00000004417
cynoglossus_semilaevis ENSCSEG00000019041
tetraodon_nigroviridis ENSTNIG00000011404
takifugu_rubripes ENSTRUG00000016246
