cyprinodon_variegatus ENSCVAG00000006242
capra_hircus ENSCHIG00000019953
equus_caballus ENSECAG00000006792
propithecus_coquereli ENSPCOG00000023544
microcebus_murinus ENSMICG00000048123
prolemur_simus ENSPSMG00000003466
otolemur_garnettii ENSOGAG00000027152
rhinopithecus_bieti ENSRBIG00000041173
rhinopithecus_roxellana ENSRROG00000045162
colobus_angolensis_palliatus ENSCANG00000043741
piliocolobus_tephrosceles ENSPTEG00000018548
macaca_fascicularis ENSMFAG00000000889
macaca_nemestrina ENSMNEG00000034860
cercocebus_atys ENSCATG00000037653
mandrillus_leucophaeus ENSMLEG00000038936
papio_anubis ENSPANG00000005925
theropithecus_gelada ENSTGEG00000013269
chlorocebus_sabaeus ENSCSAG00000006912
pan_troglodytes ENSPTRG00000003818
homo_sapiens ENSG00000133315
gorilla_gorilla ENSGGOG00000012120
pongo_abelii ENSPPYG00000003119
cebus_capucinus_imitator ENSCCAG00000032101
callithrix_jacchus ENSCJAG00000018256
saimiri_boliviensis_boliviensis ENSSBOG00000026519
aotus_nancymaae ENSANAG00000037887
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036278
mus_spicilegus ENSMSIG00000019622
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023540
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022630
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014124
rattus_norvegicus ENSRNOG00000021174
meriones_unguiculatus ENSMUGG00000004649
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022618
cricetulus_griseus_crigri_1.0 ENSCGRG00000011068
cricetulus_griseus_crigri-picr ENSCGRG00015010370
mesocricetus_auratus ENSMAUG00000013811
peromyscus_maniculatus_bairdii ENSPEMG00000014855
microtus_ochrogaster ENSMOCG00000011709
nannospalax_galili ENSNGAG00000012417
jaculus_jaculus ENSJJAG00000010697
marmota_marmota_marmota ENSMMMG00000007514
ictidomys_tridecemlineatus ENSSTOG00000034108
urocitellus_parryii ENSUPAG00010007872
chinchilla_lanigera ENSCLAG00000016401
octodon_degus ENSODEG00000015291
cavia_porcellus ENSCPOG00000011720
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018799
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014371
dipodomys_ordii ENSDORG00000011275
tupaia_belangeri ENSTBEG00000005242
spermophilus_dauricus ENSSDAG00000009116
vicugna_pacos ENSVPAG00000002686
bison_bison_bison ENSBBBG00000020665
ovis_aries ENSOARG00000004321
ovis_aries ENSOARG00000004465
oryctolagus_cuniculus ENSOCUG00000021851
castor_canadensis ENSCCNG00000026299
pan_paniscus ENSPPAG00000030996
equus_asinus_asinus ENSEASG00005019999
panthera_pardus ENSPPRG00000002564
loxodonta_africana ENSLAFG00000014681
dasypus_novemcinctus ENSDNOG00000036936
myotis_lucifugus ENSMLUG00000006931
ursus_maritimus ENSUMAG00000000554
ornithorhynchus_anatinus ENSOANG00000020527
xenopus_tropicalis ENSXETG00000007182
latimeria_chalumnae ENSLACG00000016770
anolis_carolinensis ENSACAG00000012554
pogona_vitticeps ENSPVIG00000005925
salvator_merianae ENSSMRG00000010221
sphenodon_punctatus ENSSPUG00000006177
chelonoidis_abingdonii ENSCABG00000000690
gopherus_agassizii ENSGAGG00000021044
chrysemys_picta_bellii ENSCPBG00000023496
pelodiscus_sinensis ENSPSIG00000009225
eptatretus_burgeri ENSEBUG00000000722
ciona_intestinalis ENSCING00000013977
ciona_savignyi ENSCSAVG00000008318
