xenopus_tropicalis ENSXETG00000009480
octodon_degus ENSODEG00000007645
chinchilla_lanigera ENSCLAG00000001188
marmota_marmota_marmota ENSMMMG00000023410
spermophilus_dauricus ENSSDAG00000021862
urocitellus_parryii ENSUPAG00010020458
ictidomys_tridecemlineatus ENSSTOG00000014511
mus_spicilegus ENSMSIG00000031488
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025050
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023969
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023048
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014538
rattus_norvegicus ENSRNOG00000020250
meriones_unguiculatus ENSMUGG00000015822
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007808
cricetulus_griseus_crigri-picr ENSCGRG00015020343
cricetulus_griseus_crigri_1.0 ENSCGRG00000009662
mesocricetus_auratus ENSMAUG00000017896
microtus_ochrogaster ENSMOCG00000014072
peromyscus_maniculatus_bairdii ENSPEMG00000003171
nannospalax_galili ENSNGAG00000004236
cricetulus_griseus_crigri-picr ENSCGRG00015018053
peromyscus_maniculatus_bairdii ENSPEMG00000028568
rattus_norvegicus ENSRNOG00000033458
castor_canadensis ENSCCNG00000020421
dipodomys_ordii ENSDORG00000027870
tupaia_belangeri ENSTBEG00000007540
bos_taurus ENSBTAG00000009879
bos_mutus ENSBMUG00000000995
bison_bison_bison ENSBBBG00000022739
ovis_aries ENSOARG00000003391
capra_hircus ENSCHIG00000011396
tursiops_truncatus ENSTTRG00000003333
sus_scrofa ENSSSCG00000020954
vicugna_pacos ENSVPAG00000007400
myotis_lucifugus ENSMLUG00000004985
pteropus_vampyrus ENSPVAG00000004169
equus_caballus ENSECAG00000017183
equus_asinus_asinus ENSEASG00005015173
mustela_putorius_furo ENSMPUG00000016842
neovison_vison ENSNVIG00000016935
ursus_americanus ENSUAMG00000028153
ursus_maritimus ENSUMAG00000023524
ailuropoda_melanoleuca ENSAMEG00000017916
canis_lupus_dingo ENSCAFG00020010324
canis_lupus_familiaris ENSCAFG00000010380
vulpes_vulpes ENSVVUG00000004391
panthera_pardus ENSPPRG00000021382
panthera_tigris_altaica ENSPTIG00000010232
felis_catus ENSFCAG00000026427
erinaceus_europaeus ENSEEUG00000012723
dasypus_novemcinctus ENSDNOG00000034623
choloepus_hoffmanni ENSCHOG00000010637
loxodonta_africana ENSLAFG00000008386
procavia_capensis ENSPCAG00000011491
echinops_telfairi ENSETEG00000004417
oryctolagus_cuniculus ENSOCUG00000012441
carlito_syrichta ENSTSYG00000033160
ornithorhynchus_anatinus ENSOANG00000001639
latimeria_chalumnae ENSLACG00000012061
scleropages_formosus ENSSFOG00015003847
paramormyrops_kingsleyae ENSPKIG00000001037
takifugu_rubripes ENSTRUG00000021843
tetraodon_nigroviridis ENSTNIG00000009881
mola_mola ENSMMOG00000007484
labrus_bergylta ENSLBEG00000005581
gasterosteus_aculeatus ENSGACG00000002779
poecilia_formosa ENSPFOG00000013331
poecilia_mexicana ENSPMEG00000003809
poecilia_latipinna ENSPLAG00000018219
poecilia_reticulata ENSPREG00000010092
xiphophorus_maculatus ENSXMAG00000007347
xiphophorus_couchianus ENSXCOG00000006641
gambusia_affinis ENSGAFG00000003448
fundulus_heteroclitus ENSFHEG00000018848
cyprinodon_variegatus ENSCVAG00000016841
kryptolebias_marmoratus ENSKMAG00000017851
oryzias_latipes_asm223467v1 ENSORLG00000001649
oryzias_latipes_asm223471v1 ENSORLG00020020471
oryzias_latipes_asm223469v1 ENSORLG00015008534
oryzias_melastigma ENSOMEG00000001379
cynoglossus_semilaevis ENSCSEG00000000895
amphiprion_percula ENSAPEG00000007241
amphiprion_ocellaris ENSAOCG00000010019
acanthochromis_polyacanthus ENSAPOG00000005073
stegastes_partitus ENSSPAG00000008671
maylandia_zebra ENSMZEG00005018168
astatotilapia_calliptera ENSACLG00000015043
pundamilia_nyererei ENSPNYG00000006924
haplochromis_burtoni ENSHBUG00000019886
neolamprologus_brichardi ENSNBRG00000012306
amphilophus_citrinellus ENSACIG00000010931
seriola_lalandi_dorsalis ENSSLDG00000019477
seriola_dumerili ENSSDUG00000017656
scophthalmus_maximus ENSSMAG00000015853
mastacembelus_armatus ENSMAMG00000010534
monopterus_albus ENSMALG00000019400
anabas_testudineus ENSATEG00000008747
hippocampus_comes ENSHCOG00000007039
periophthalmus_magnuspinnatus ENSPMGG00000010102
gadus_morhua ENSGMOG00000012670
esox_lucius ENSELUG00000015010
pygocentrus_nattereri ENSPNAG00000001021
astyanax_mexicanus ENSAMXG00000012056
ictalurus_punctatus ENSIPUG00000024462
danio_rerio ENSDARG00000069681
lepisosteus_oculatus ENSLOCG00000011792
petromyzon_marinus ENSPMAG00000007430
eptatretus_burgeri ENSEBUG00000001749
