erinaceus_europaeus ENSEEUG00000011324
procavia_capensis ENSPCAG00000015775
loxodonta_africana ENSLAFG00000027340
ochotona_princeps ENSOPRG00000009369
oryctolagus_cuniculus ENSOCUG00000025433
phascolarctos_cinereus ENSPCIG00000020134
notamacropus_eugenii ENSMEUG00000007913
sarcophilus_harrisii ENSSHAG00000013741
monodelphis_domestica ENSMODG00000019881
ornithorhynchus_anatinus ENSOANG00000005350
apteryx_haastii ENSAHAG00000006696
apteryx_rowi ENSARWG00000010269
apteryx_owenii ENSAOWG00000012694
dromaius_novaehollandiae ENSDNVG00000010840
nothoprocta_perdicaria ENSNPEG00000015534
gallus_gallus ENSGALG00000008436
coturnix_japonica ENSCJPG00005014317
meleagris_gallopavo ENSMGAG00000011088
numida_meleagris ENSNMEG00000019527
anser_brachyrhynchus ENSABRG00000015709
taeniopygia_guttata ENSTGUG00000010722
lonchura_striata_domestica ENSLSDG00000016940
serinus_canaria ENSSCAG00000002603
junco_hyemalis ENSJHYG00000008049
zonotrichia_albicollis ENSZALG00000008356
parus_major ENSPMJG00000014381
ficedula_albicollis ENSFALG00000006176
lepidothrix_coronata ENSLCOG00000012034
manacus_vitellinus ENSMVIG00005009749
melopsittacus_undulatus ENSMUNG00000002666
calidris_pygmaea ENSCPGG00000016554
calidris_pugnax ENSCPUG00000013883
anas_platyrhynchos_platyrhynchos ENSAPLG00000004177
cyanistes_caeruleus ENSCCEG00000003032
crocodylus_porosus ENSCPRG00005011818
gopherus_agassizii ENSGAGG00000017115
chelonoidis_abingdonii ENSCABG00000013745
chrysemys_picta_bellii ENSCPBG00000012619
pelodiscus_sinensis ENSPSIG00000012972
pogona_vitticeps ENSPVIG00000013640
anolis_carolinensis ENSACAG00000014653
notechis_scutatus ENSNSUG00000018400
salvator_merianae ENSSMRG00000005452
sphenodon_punctatus ENSSPUG00000002225
xenopus_tropicalis ENSXETG00000001023
latimeria_chalumnae ENSLACG00000018488
poecilia_latipinna ENSPLAG00000000056
poecilia_formosa ENSPFOG00000015153
poecilia_mexicana ENSPMEG00000014114
poecilia_reticulata ENSPREG00000019837
xiphophorus_maculatus ENSXMAG00000006417
xiphophorus_couchianus ENSXCOG00000013637
gambusia_affinis ENSGAFG00000015255
fundulus_heteroclitus ENSFHEG00000017988
cyprinodon_variegatus ENSCVAG00000010968
kryptolebias_marmoratus ENSKMAG00000003343
oryzias_latipes_asm223467v1 ENSORLG00000014701
oryzias_latipes_asm223469v1 ENSORLG00015004638
oryzias_latipes_asm223471v1 ENSORLG00020014384
oryzias_melastigma ENSOMEG00000017875
amphiprion_ocellaris ENSAOCG00000009940
amphiprion_percula ENSAPEG00000005191
acanthochromis_polyacanthus ENSAPOG00000010389
stegastes_partitus ENSSPAG00000011633
tetraodon_nigroviridis ENSTNIG00000004850
tetraodon_nigroviridis ENSTNIG00000004851
takifugu_rubripes ENSTRUG00000015322
scophthalmus_maximus ENSSMAG00000017909
mola_mola ENSMMOG00000000812
labrus_bergylta ENSLBEG00000007779
gasterosteus_aculeatus ENSGACG00000002398
monopterus_albus ENSMALG00000016614
mastacembelus_armatus ENSMAMG00000011756
anabas_testudineus ENSATEG00000005498
seriola_dumerili ENSSDUG00000002859
seriola_lalandi_dorsalis ENSSLDG00000005500
maylandia_zebra ENSMZEG00005022850
astatotilapia_calliptera ENSACLG00000017596
pundamilia_nyererei ENSPNYG00000016940
haplochromis_burtoni ENSHBUG00000012935
neolamprologus_brichardi ENSNBRG00000009295
oreochromis_niloticus ENSONIG00000004200
amphilophus_citrinellus ENSACIG00000019970
hippocampus_comes ENSHCOG00000014642
periophthalmus_magnuspinnatus ENSPMGG00000021998
cynoglossus_semilaevis ENSCSEG00000021440
gadus_morhua ENSGMOG00000016049
esox_lucius ENSELUG00000010362
pygocentrus_nattereri ENSPNAG00000011942
astyanax_mexicanus ENSAMXG00000038837
ictalurus_punctatus ENSIPUG00000009030
danio_rerio ENSDARG00000102403
esox_lucius ENSELUG00000021019
scleropages_formosus ENSSFOG00015022994
paramormyrops_kingsleyae ENSPKIG00000018597
lepisosteus_oculatus ENSLOCG00000014655
