fundulus_heteroclitus ENSFHEG00000003988
fukomys_damarensis ENSFDAG00000000959
cavia_porcellus ENSCPOG00000031800
cavia_aperea ENSCAPG00000017424
octodon_degus ENSODEG00000011574
oryctolagus_cuniculus ENSOCUG00000011080
ochotona_princeps ENSOPRG00000010100
bos_mutus ENSBMUG00000004359
bison_bison_bison ENSBBBG00000008485
capra_hircus ENSCHIG00000010238
bos_taurus ENSBTAG00000016845
ovis_aries ENSOARG00000015402
tursiops_truncatus ENSTTRG00000015646
sus_scrofa ENSSSCG00000009705
vicugna_pacos ENSVPAG00000006716
erinaceus_europaeus ENSEEUG00000001925
pteropus_vampyrus ENSPVAG00000014655
myotis_lucifugus ENSMLUG00000000765
neovison_vison ENSNVIG00000017803
mustela_putorius_furo ENSMPUG00000001925
ursus_americanus ENSUAMG00000027435
ursus_maritimus ENSUMAG00000021679
ailuropoda_melanoleuca ENSAMEG00000014267
canis_lupus_familiaris ENSCAFG00000006614
canis_lupus_dingo ENSCAFG00020011759
panthera_tigris_altaica ENSPTIG00000015312
felis_catus ENSFCAG00000008106
equus_caballus ENSECAG00000010243
equus_asinus_asinus ENSEASG00005020971
sorex_araneus ENSSARG00000002890
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000333
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013760
chinchilla_lanigera ENSCLAG00000012394
castor_canadensis ENSCCNG00000015633
microcebus_murinus ENSMICG00000016467
panthera_pardus ENSPPRG00000014261
vulpes_vulpes ENSVVUG00000016828
loxodonta_africana ENSLAFG00000010411
procavia_capensis ENSPCAG00000006565
choloepus_hoffmanni ENSCHOG00000005757
dasypus_novemcinctus ENSDNOG00000036188
echinops_telfairi ENSETEG00000004166
sarcophilus_harrisii ENSSHAG00000012501
monodelphis_domestica ENSMODG00000020869
ornithorhynchus_anatinus ENSOANG00000011495
parus_major ENSPMJG00000001488
cyanistes_caeruleus ENSCCEG00000013397
ficedula_albicollis ENSFALG00000011458
manacus_vitellinus ENSMVIG00005013212
lepidothrix_coronata ENSLCOG00000014684
taeniopygia_guttata ENSTGUG00000006243
lonchura_striata_domestica ENSLSDG00000009863
junco_hyemalis ENSJHYG00000010280
zonotrichia_albicollis ENSZALG00000011118
serinus_canaria ENSSCAG00000010245
melopsittacus_undulatus ENSMUNG00000015182
calidris_pygmaea ENSCPGG00000015140
calidris_pugnax ENSCPUG00000008925
anser_brachyrhynchus ENSABRG00000008264
anas_platyrhynchos_platyrhynchos ENSAPLG00000003409
gallus_gallus ENSGALG00000010744
coturnix_japonica ENSCJPG00005009913
meleagris_gallopavo ENSMGAG00000006763
numida_meleagris ENSNMEG00000014549
apteryx_rowi ENSARWG00000016171
apteryx_owenii ENSAOWG00000009119
dromaius_novaehollandiae ENSDNVG00000006318
nothoprocta_perdicaria ENSNPEG00000003076
crocodylus_porosus ENSCPRG00005011291
gopherus_agassizii ENSGAGG00000007290
chelonoidis_abingdonii ENSCABG00000002243
chrysemys_picta_bellii ENSCPBG00000002652
pelodiscus_sinensis ENSPSIG00000011937
pogona_vitticeps ENSPVIG00000001166
anolis_carolinensis ENSACAG00000005432
notechis_scutatus ENSNSUG00000011317
salvator_merianae ENSSMRG00000009360
sphenodon_punctatus ENSSPUG00000013015
latimeria_chalumnae ENSLACG00000000666
xenopus_tropicalis ENSXETG00000016917
petromyzon_marinus ENSPMAG00000002203
eptatretus_burgeri ENSEBUG00000001049
