astyanax_mexicanus ENSAMXG00000010288
mus_spicilegus ENSMSIG00000013272
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015964
rattus_norvegicus ENSRNOG00000026686
nannospalax_galili ENSNGAG00000013259
jaculus_jaculus ENSJJAG00000015867
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003594
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001008
fukomys_damarensis ENSFDAG00000003703
octodon_degus ENSODEG00000016951
octodon_degus ENSODEG00000003839
chinchilla_lanigera ENSCLAG00000005386
cavia_porcellus ENSCPOG00000004327
cavia_aperea ENSCAPG00000010005
urocitellus_parryii ENSUPAG00010004791
spermophilus_dauricus ENSSDAG00000006672
ictidomys_tridecemlineatus ENSSTOG00000021044
marmota_marmota_marmota ENSMMMG00000008971
dipodomys_ordii ENSDORG00000012201
oryctolagus_cuniculus ENSOCUG00000008597
pan_paniscus ENSPPAG00000033915
pan_troglodytes ENSPTRG00000016884
homo_sapiens ENSG00000152670
gorilla_gorilla ENSGGOG00000002439
pongo_abelii ENSPPYG00000015472
nomascus_leucogenys ENSNLEG00000001662
macaca_fascicularis ENSMFAG00000040186
macaca_mulatta ENSMMUG00000017386
macaca_nemestrina ENSMNEG00000033343
mandrillus_leucophaeus ENSMLEG00000038233
cercocebus_atys ENSCATG00000044303
papio_anubis ENSPANG00000010945
theropithecus_gelada ENSTGEG00000013239
chlorocebus_sabaeus ENSCSAG00000016336
rhinopithecus_bieti ENSRBIG00000028795
rhinopithecus_roxellana ENSRROG00000045392
piliocolobus_tephrosceles ENSPTEG00000019878
colobus_angolensis_palliatus ENSCANG00000003129
cebus_capucinus_imitator ENSCCAG00000028725
saimiri_boliviensis_boliviensis ENSSBOG00000035231
callithrix_jacchus ENSCJAG00000001951
aotus_nancymaae ENSANAG00000029060
carlito_syrichta ENSTSYG00000011848
microcebus_murinus ENSMICG00000008994
microcebus_murinus ENSMICG00000028132
prolemur_simus ENSPSMG00000016498
otolemur_garnettii ENSOGAG00000007588
tupaia_belangeri ENSTBEG00000003569
capra_hircus ENSCHIG00000015567
ovis_aries ENSOARG00000007644
bos_taurus ENSBTAG00000008871
bos_mutus ENSBMUG00000023470
bison_bison_bison ENSBBBG00000006951
tursiops_truncatus ENSTTRG00000009316
vicugna_pacos ENSVPAG00000009491
sus_scrofa ENSSSCG00000016913
pteropus_vampyrus ENSPVAG00000002448
ursus_americanus ENSUAMG00000023028
ursus_maritimus ENSUMAG00000009291
ailuropoda_melanoleuca ENSAMEG00000013960
mustela_putorius_furo ENSMPUG00000007596
neovison_vison ENSNVIG00000009319
canis_lupus_familiaris ENSCAFG00000006875
canis_lupus_dingo ENSCAFG00020024295
vulpes_vulpes ENSVVUG00000021369
panthera_pardus ENSPPRG00000011417
panthera_tigris_altaica ENSPTIG00000007748
felis_catus ENSFCAG00000012560
sorex_araneus ENSSARG00000004206
erinaceus_europaeus ENSEEUG00000012462
myotis_lucifugus ENSMLUG00000001189
equus_caballus ENSECAG00000023616
equus_asinus_asinus ENSEASG00005012143
choloepus_hoffmanni ENSCHOG00000000200
dasypus_novemcinctus ENSDNOG00000011658
loxodonta_africana ENSLAFG00000005900
echinops_telfairi ENSETEG00000001835
procavia_capensis ENSPCAG00000002675
melopsittacus_undulatus ENSMUNG00000013483
lepidothrix_coronata ENSLCOG00000007570
gopherus_agassizii ENSGAGG00000002751
notechis_scutatus ENSNSUG00000002929
ochotona_princeps ENSOPRG00000008071
xenopus_tropicalis ENSXETG00000030832
eptatretus_burgeri ENSEBUG00000003290
ciona_savignyi ENSCSAVG00000004304
ciona_intestinalis ENSCING00000001412
caenorhabditis_elegans_strain_n2 WBGene00001599
caenorhabditis_elegans_strain_n2 WBGene00001598
caenorhabditis_elegans_strain_n2 WBGene00001600
drosophila_melanogaster FBgn0283442
saccharomyces_cerevisiae_strain_s288c YPL119C
