ictalurus_punctatus ENSIPUG00000006570
cricetulus_griseus_crigri_1.0 ENSCGRG00000012527
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023905
mesocricetus_auratus ENSMAUG00000014183
peromyscus_maniculatus_bairdii ENSPEMG00000000827
microtus_ochrogaster ENSMOCG00000016317
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062098
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025281
mus_spicilegus ENSMSIG00000003269
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024361
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025806
rattus_norvegicus ENSRNOG00000008088
meriones_unguiculatus ENSMUGG00000025239
nannospalax_galili ENSNGAG00000022122
jaculus_jaculus ENSJJAG00000018796
oryctolagus_cuniculus ENSOCUG00000016434
nomascus_leucogenys ENSNLEG00000014498
pongo_abelii ENSPPYG00000010711
pan_troglodytes ENSPTRG00000013252
pan_paniscus ENSPPAG00000034606
homo_sapiens ENSG00000132640
gorilla_gorilla ENSGGOG00000027707
macaca_mulatta ENSMMUG00000037665
macaca_fascicularis ENSMFAG00000043605
macaca_nemestrina ENSMNEG00000038306
cercocebus_atys ENSCATG00000028661
theropithecus_gelada ENSTGEG00000016123
papio_anubis ENSPANG00000020967
mandrillus_leucophaeus ENSMLEG00000032568
chlorocebus_sabaeus ENSCSAG00000011805
colobus_angolensis_palliatus ENSCANG00000029355
piliocolobus_tephrosceles ENSPTEG00000001236
rhinopithecus_roxellana ENSRROG00000037043
rhinopithecus_bieti ENSRBIG00000012225
callithrix_jacchus ENSCJAG00000021361
cebus_capucinus_imitator ENSCCAG00000029511
aotus_nancymaae ENSANAG00000022489
saimiri_boliviensis_boliviensis ENSSBOG00000030208
carlito_syrichta ENSTSYG00000033031
prolemur_simus ENSPSMG00000000982
propithecus_coquereli ENSPCOG00000001592
microcebus_murinus ENSMICG00000044766
microcebus_murinus ENSMICG00000006112
otolemur_garnettii ENSOGAG00000015125
tupaia_belangeri ENSTBEG00000010783
dasypus_novemcinctus ENSDNOG00000043679
loxodonta_africana ENSLAFG00000002708
procavia_capensis ENSPCAG00000016356
choloepus_hoffmanni ENSCHOG00000004842
sorex_araneus ENSSARG00000005660
ochotona_princeps ENSOPRG00000017306
capra_hircus ENSCHIG00000014908
ovis_aries ENSOARG00000010789
bos_taurus ENSBTAG00000048432
bos_mutus ENSBMUG00000006583
bison_bison_bison ENSBBBG00000012710
tursiops_truncatus ENSTTRG00000010072
vicugna_pacos ENSVPAG00000005703
sus_scrofa ENSSSCG00000020853
echinops_telfairi ENSETEG00000012837
ornithorhynchus_anatinus ENSOANG00000008426
chelonoidis_abingdonii ENSCABG00000002712
gopherus_agassizii ENSGAGG00000022298
chrysemys_picta_bellii ENSCPBG00000023320
pelodiscus_sinensis ENSPSIG00000011870
apteryx_haastii ENSAHAG00000005299
apteryx_owenii ENSAOWG00000003679
apteryx_rowi ENSARWG00000004019
dromaius_novaehollandiae ENSDNVG00000014940
meleagris_gallopavo ENSMGAG00000006175
coturnix_japonica ENSCJPG00005001943
gallus_gallus ENSGALG00000009028
numida_meleagris ENSNMEG00000004588
anser_brachyrhynchus ENSABRG00000002829
anas_platyrhynchos_platyrhynchos ENSAPLG00000010945
calidris_pugnax ENSCPUG00000018325
calidris_pygmaea ENSCPGG00000016697
melopsittacus_undulatus ENSMUNG00000006840
parus_major ENSPMJG00000000926
cyanistes_caeruleus ENSCCEG00000012169
taeniopygia_guttata ENSTGUG00000002479
lonchura_striata_domestica ENSLSDG00000013963
serinus_canaria ENSSCAG00000014984
zonotrichia_albicollis ENSZALG00000006467
junco_hyemalis ENSJHYG00000013832
ficedula_albicollis ENSFALG00000010947
manacus_vitellinus ENSMVIG00005006404
lepidothrix_coronata ENSLCOG00000000338
nothoprocta_perdicaria ENSNPEG00000010828
crocodylus_porosus ENSCPRG00005012231
pogona_vitticeps ENSPVIG00000023664
notechis_scutatus ENSNSUG00000019197
anolis_carolinensis ENSACAG00000001511
salvator_merianae ENSSMRG00000022546
sphenodon_punctatus ENSSPUG00000012891
xenopus_tropicalis ENSXETG00000002336
latimeria_chalumnae ENSLACG00000012602
petromyzon_marinus ENSPMAG00000008562
eptatretus_burgeri ENSEBUG00000013923
