astatotilapia_calliptera ENSACLG00000015510
nannospalax_galili ENSNGAG00000023594
jaculus_jaculus ENSJJAG00000021801
castor_canadensis ENSCCNG00000012917
marmota_marmota_marmota ENSMMMG00000003710
ictidomys_tridecemlineatus ENSSTOG00000025047
urocitellus_parryii ENSUPAG00010010881
spermophilus_dauricus ENSSDAG00000017148
chinchilla_lanigera ENSCLAG00000013281
oryctolagus_cuniculus ENSOCUG00000014486
ochotona_princeps ENSOPRG00000015301
choloepus_hoffmanni ENSCHOG00000012899
dasypus_novemcinctus ENSDNOG00000023772
loxodonta_africana ENSLAFG00000015686
ornithorhynchus_anatinus ENSOANG00000005738
xenopus_tropicalis ENSXETG00000033910
eptatretus_burgeri ENSEBUG00000006918
ciona_intestinalis ENSCING00000005755
ciona_savignyi ENSCSAVG00000006309
