dasypus_novemcinctus ENSDNOG00000010419
notechis_scutatus ENSNSUG00000012267
salvator_merianae ENSSMRG00000021453
sphenodon_punctatus ENSSPUG00000007391
xenopus_tropicalis ENSXETG00000003135
latimeria_chalumnae ENSLACG00000006914
hippocampus_comes ENSHCOG00000011418
periophthalmus_magnuspinnatus ENSPMGG00000022590
amphiprion_ocellaris ENSAOCG00000009969
amphiprion_percula ENSAPEG00000014256
acanthochromis_polyacanthus ENSAPOG00000023797
stegastes_partitus ENSSPAG00000005597
cynoglossus_semilaevis ENSCSEG00000003798
tetraodon_nigroviridis ENSTNIG00000009630
takifugu_rubripes ENSTRUG00000010104
mola_mola ENSMMOG00000008658
mastacembelus_armatus ENSMAMG00000024005
monopterus_albus ENSMALG00000008726
anabas_testudineus ENSATEG00000024003
maylandia_zebra ENSMZEG00005025563
astatotilapia_calliptera ENSACLG00000013439
haplochromis_burtoni ENSHBUG00000011844
pundamilia_nyererei ENSPNYG00000002973
neolamprologus_brichardi ENSNBRG00000020277
oreochromis_niloticus ENSONIG00000007020
amphilophus_citrinellus ENSACIG00000012172
seriola_dumerili ENSSDUG00000015746
seriola_lalandi_dorsalis ENSSLDG00000022098
scophthalmus_maximus ENSSMAG00000003203
labrus_bergylta ENSLBEG00000022979
gasterosteus_aculeatus ENSGACG00000006901
fundulus_heteroclitus ENSFHEG00000006616
cyprinodon_variegatus ENSCVAG00000007933
xiphophorus_maculatus ENSXMAG00000027667
xiphophorus_couchianus ENSXCOG00000016150
gambusia_affinis ENSGAFG00000001194
poecilia_formosa ENSPFOG00000009446
poecilia_mexicana ENSPMEG00000018159
poecilia_latipinna ENSPLAG00000014885
poecilia_reticulata ENSPREG00000010039
kryptolebias_marmoratus ENSKMAG00000018904
oryzias_latipes_asm223467v1 ENSORLG00000029702
oryzias_latipes_asm223469v1 ENSORLG00015007302
oryzias_latipes_asm223471v1 ENSORLG00020022636
oryzias_melastigma ENSOMEG00000012898
gadus_morhua ENSGMOG00000007490
esox_lucius ENSELUG00000024180
astyanax_mexicanus ENSAMXG00000035188
pygocentrus_nattereri ENSPNAG00000011433
ictalurus_punctatus ENSIPUG00000000066
scleropages_formosus ENSSFOG00015004662
paramormyrops_kingsleyae ENSPKIG00000019464
lepisosteus_oculatus ENSLOCG00000009114
