oryctolagus_cuniculus ENSOCUG00000000304
bos_taurus ENSBTAG00000002881
bison_bison_bison ENSBBBG00000000849
vicugna_pacos ENSVPAG00000015507
myotis_lucifugus ENSMLUG00000014158
pteropus_vampyrus ENSPVAG00000024099
loxodonta_africana ENSLAFG00000022221
procavia_capensis ENSPCAG00000018882
echinops_telfairi ENSETEG00000006683
choloepus_hoffmanni ENSCHOG00000004137
dasypus_novemcinctus ENSDNOG00000007911
erinaceus_europaeus ENSEEUG00000002881
piliocolobus_tephrosceles ENSPTEG00000009758
phascolarctos_cinereus ENSPCIG00000012241
notamacropus_eugenii ENSMEUG00000011019
monodelphis_domestica ENSMODG00000004264
sarcophilus_harrisii ENSSHAG00000011546
xenopus_tropicalis ENSXETG00000009105
cyanistes_caeruleus ENSCCEG00000004532
serinus_canaria ENSSCAG00000001380
apteryx_owenii ENSAOWG00000004145
sphenodon_punctatus ENSSPUG00000016494
sphenodon_punctatus ENSSPUG00000017772
anolis_carolinensis ENSACAG00000012062
pogona_vitticeps ENSPVIG00000001638
salvator_merianae ENSSMRG00000019828
notechis_scutatus ENSNSUG00000004760
chelonoidis_abingdonii ENSCABG00000021758
gopherus_agassizii ENSGAGG00000007077
chrysemys_picta_bellii ENSCPBG00000002255
pelodiscus_sinensis ENSPSIG00000010959
xiphophorus_maculatus ENSXMAG00000006732
xiphophorus_couchianus ENSXCOG00000018350
gambusia_affinis ENSGAFG00000000431
poecilia_formosa ENSPFOG00000002084
poecilia_latipinna ENSPLAG00000004941
poecilia_mexicana ENSPMEG00000023290
poecilia_reticulata ENSPREG00000003087
fundulus_heteroclitus ENSFHEG00000003970
cyprinodon_variegatus ENSCVAG00000009738
kryptolebias_marmoratus ENSKMAG00000009280
oryzias_latipes_asm223467v1 ENSORLG00000013175
oryzias_latipes_asm223471v1 ENSORLG00020013104
oryzias_latipes_asm223469v1 ENSORLG00015020268
oryzias_melastigma ENSOMEG00000013843
amphiprion_percula ENSAPEG00000004938
amphiprion_ocellaris ENSAOCG00000016594
acanthochromis_polyacanthus ENSAPOG00000018649
stegastes_partitus ENSSPAG00000004288
haplochromis_burtoni ENSHBUG00000012778
astatotilapia_calliptera ENSACLG00000026509
maylandia_zebra ENSMZEG00005024793
pundamilia_nyererei ENSPNYG00000004792
neolamprologus_brichardi ENSNBRG00000001668
oreochromis_niloticus ENSONIG00000013954
amphilophus_citrinellus ENSACIG00000019385
tetraodon_nigroviridis ENSTNIG00000007671
takifugu_rubripes ENSTRUG00000001421
seriola_lalandi_dorsalis ENSSLDG00000012669
seriola_dumerili ENSSDUG00000005476
seriola_lalandi_dorsalis ENSSLDG00000012645
scophthalmus_maximus ENSSMAG00000013410
monopterus_albus ENSMALG00000022411
mastacembelus_armatus ENSMAMG00000000674
anabas_testudineus ENSATEG00000012467
mola_mola ENSMMOG00000013287
labrus_bergylta ENSLBEG00000005340
neolamprologus_brichardi ENSNBRG00000016398
gasterosteus_aculeatus ENSGACG00000001828
hippocampus_comes ENSHCOG00000011843
cynoglossus_semilaevis ENSCSEG00000020740
periophthalmus_magnuspinnatus ENSPMGG00000020379
gadus_morhua ENSGMOG00000000244
esox_lucius ENSELUG00000006010
pygocentrus_nattereri ENSPNAG00000007593
astyanax_mexicanus ENSAMXG00000008919
ictalurus_punctatus ENSIPUG00000019060
danio_rerio ENSDARG00000056871
paramormyrops_kingsleyae ENSPKIG00000019442
scleropages_formosus ENSSFOG00015008250
lepisosteus_oculatus ENSLOCG00000013087
petromyzon_marinus ENSPMAG00000001016
eptatretus_burgeri ENSEBUG00000011931
