tursiops_truncatus ENSTTRG00000000417
carlito_syrichta ENSTSYG00000000247
castor_canadensis ENSCCNG00000016274
dipodomys_ordii ENSDORG00000012313
chinchilla_lanigera ENSCLAG00000011370
octodon_degus ENSODEG00000004637
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005022
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018905
choloepus_hoffmanni ENSCHOG00000004594
dasypus_novemcinctus ENSDNOG00000013702
loxodonta_africana ENSLAFG00000006816
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014472
cricetulus_griseus_crigri-picr ENSCGRG00015027541
cricetulus_griseus_crigri_1.0 ENSCGRG00000012726
mesocricetus_auratus ENSMAUG00000016371
microtus_ochrogaster ENSMOCG00000004197
peromyscus_maniculatus_bairdii ENSPEMG00000021316
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027006
mus_spicilegus ENSMSIG00000006753
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045589
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026041
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028379
rattus_norvegicus ENSRNOG00000043103
meriones_unguiculatus ENSMUGG00000011666
nannospalax_galili ENSNGAG00000005746
jaculus_jaculus ENSJJAG00000017072
urocitellus_parryii ENSUPAG00010008695
ictidomys_tridecemlineatus ENSSTOG00000025868
ochotona_princeps ENSOPRG00000013686
tupaia_belangeri ENSTBEG00000001695
echinops_telfairi ENSETEG00000019092
sorex_araneus ENSSARG00000008763
notamacropus_eugenii ENSMEUG00000010959
phascolarctos_cinereus ENSPCIG00000028010
monodelphis_domestica ENSMODG00000012547
sarcophilus_harrisii ENSSHAG00000006169
ornithorhynchus_anatinus ENSOANG00000001741
pogona_vitticeps ENSPVIG00000009675
anolis_carolinensis ENSACAG00000006933
notechis_scutatus ENSNSUG00000005564
salvator_merianae ENSSMRG00000018068
sphenodon_punctatus ENSSPUG00000013757
chelonoidis_abingdonii ENSCABG00000016693
gopherus_agassizii ENSGAGG00000023950
chrysemys_picta_bellii ENSCPBG00000000432
pelodiscus_sinensis ENSPSIG00000012203
junco_hyemalis ENSJHYG00000012972
zonotrichia_albicollis ENSZALG00000002271
lonchura_striata_domestica ENSLSDG00000017288
parus_major ENSPMJG00000013654
lepidothrix_coronata ENSLCOG00000006358
calidris_pygmaea ENSCPGG00000001667
anser_brachyrhynchus ENSABRG00000019117
anas_platyrhynchos_platyrhynchos ENSAPLG00000009915
coturnix_japonica ENSCJPG00005014854
ficedula_albicollis ENSFALG00000004448
cyanistes_caeruleus ENSCCEG00000014023
taeniopygia_guttata ENSTGUG00000008097
serinus_canaria ENSSCAG00000005864
manacus_vitellinus ENSMVIG00005004317
calidris_pugnax ENSCPUG00000005286
melopsittacus_undulatus ENSMUNG00000002131
meleagris_gallopavo ENSMGAG00000006700
gallus_gallus ENSGALG00000025792
numida_meleagris ENSNMEG00000008521
apteryx_owenii ENSAOWG00000003174
apteryx_haastii ENSAHAG00000014265
apteryx_rowi ENSARWG00000001919
dromaius_novaehollandiae ENSDNVG00000007099
nothoprocta_perdicaria ENSNPEG00000006257
crocodylus_porosus ENSCPRG00005014263
xenopus_tropicalis ENSXETG00000008599
latimeria_chalumnae ENSLACG00000002020
scleropages_formosus ENSSFOG00015009824
paramormyrops_kingsleyae ENSPKIG00000014554
hippocampus_comes ENSHCOG00000016603
periophthalmus_magnuspinnatus ENSPMGG00000020830
fundulus_heteroclitus ENSFHEG00000014619
cyprinodon_variegatus ENSCVAG00000009416
poecilia_formosa ENSPFOG00000017578
poecilia_mexicana ENSPMEG00000022612
poecilia_latipinna ENSPLAG00000010042
poecilia_reticulata ENSPREG00000018789
xiphophorus_maculatus ENSXMAG00000029956
gambusia_affinis ENSGAFG00000007748
oryzias_latipes_asm223471v1 ENSORLG00020000327
oryzias_latipes_asm223467v1 ENSORLG00000008710
oryzias_latipes_asm223469v1 ENSORLG00015019062
oryzias_melastigma ENSOMEG00000004012
maylandia_zebra ENSMZEG00005005572
astatotilapia_calliptera ENSACLG00000007429
pundamilia_nyererei ENSPNYG00000017887
haplochromis_burtoni ENSHBUG00000016355
neolamprologus_brichardi ENSNBRG00000013851
oreochromis_niloticus ENSONIG00000006022
amphilophus_citrinellus ENSACIG00000013516
amphiprion_ocellaris ENSAOCG00000019045
amphiprion_percula ENSAPEG00000001051
acanthochromis_polyacanthus ENSAPOG00000009063
stegastes_partitus ENSSPAG00000023567
kryptolebias_marmoratus ENSKMAG00000005259
labrus_bergylta ENSLBEG00000002374
gasterosteus_aculeatus ENSGACG00000009004
takifugu_rubripes ENSTRUG00000011417
tetraodon_nigroviridis ENSTNIG00000001653
mola_mola ENSMMOG00000003340
monopterus_albus ENSMALG00000000658
mastacembelus_armatus ENSMAMG00000011853
anabas_testudineus ENSATEG00000002131
cynoglossus_semilaevis ENSCSEG00000001444
scophthalmus_maximus ENSSMAG00000019118
seriola_lalandi_dorsalis ENSSLDG00000013285
seriola_dumerili ENSSDUG00000012213
gadus_morhua ENSGMOG00000000062
esox_lucius ENSELUG00000008737
pygocentrus_nattereri ENSPNAG00000026007
astyanax_mexicanus ENSAMXG00000033346
ictalurus_punctatus ENSIPUG00000019524
danio_rerio ENSDARG00000103940
lepisosteus_oculatus ENSLOCG00000005200
eptatretus_burgeri ENSEBUG00000005058
