macaca_fascicularis ENSMFAG00000039164
ailuropoda_melanoleuca ENSAMEG00000000848
ursus_americanus ENSUAMG00000016215
ursus_americanus ENSUAMG00000007341
ursus_maritimus ENSUMAG00000006959
ursus_americanus ENSUAMG00000025389
ailuropoda_melanoleuca ENSAMEG00000010492
sorex_araneus ENSSARG00000001952
ailuropoda_melanoleuca ENSAMEG00000004149
mustela_putorius_furo ENSMPUG00000000594
ursus_maritimus ENSUMAG00000013062
ailuropoda_melanoleuca ENSAMEG00000008678
neovison_vison ENSNVIG00000017651
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007972
chinchilla_lanigera ENSCLAG00000007765
nannospalax_galili ENSNGAG00000012044
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012657
cricetulus_griseus_crigri-picr ENSCGRG00015019139
cricetulus_griseus_crigri_1.0 ENSCGRG00000010989
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010981
dipodomys_ordii ENSDORG00000024109
propithecus_coquereli ENSPCOG00000018642
sarcophilus_harrisii ENSSHAG00000001743
canis_lupus_dingo ENSCAFG00020024277
canis_lupus_familiaris ENSCAFG00000031488
vulpes_vulpes ENSVVUG00000008930
ovis_aries ENSOARG00000008927
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000701
saimiri_boliviensis_boliviensis ENSSBOG00000032457
ictidomys_tridecemlineatus ENSSTOG00000030708
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018896
canis_lupus_dingo ENSCAFG00020025380
canis_lupus_familiaris ENSCAFG00000024806
vulpes_vulpes ENSVVUG00000014337
canis_lupus_familiaris ENSCAFG00000023540
macaca_nemestrina ENSMNEG00000035651
vulpes_vulpes ENSVVUG00000004538
canis_lupus_familiaris ENSCAFG00000009957
ursus_maritimus ENSUMAG00000025557
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006810
carlito_syrichta ENSTSYG00000037358
mustela_putorius_furo ENSMPUG00000017019
mustela_putorius_furo ENSMPUG00000000969
canis_lupus_familiaris ENSCAFG00000018228
dasypus_novemcinctus ENSDNOG00000040630
chinchilla_lanigera ENSCLAG00000010510
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017822
cricetulus_griseus_crigri_1.0 ENSCGRG00000003209
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010395
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009833
rattus_norvegicus ENSRNOG00000029996
piliocolobus_tephrosceles ENSPTEG00000036555
microcebus_murinus ENSMICG00000042181
vulpes_vulpes ENSVVUG00000013285
vulpes_vulpes ENSVVUG00000026265
canis_lupus_dingo ENSCAFG00020000392
saimiri_boliviensis_boliviensis ENSSBOG00000024909
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016330
echinops_telfairi ENSETEG00000014550
canis_lupus_familiaris ENSCAFG00000009226
canis_lupus_familiaris ENSCAFG00000007285
vulpes_vulpes ENSVVUG00000013930
mustela_putorius_furo ENSMPUG00000000566
vicugna_pacos ENSVPAG00000006225
dipodomys_ordii ENSDORG00000027933
procavia_capensis ENSPCAG00000002148
echinops_telfairi ENSETEG00000002391
pongo_abelii ENSPPYG00000029863
fukomys_damarensis ENSFDAG00000011063
echinops_telfairi ENSETEG00000017689
canis_lupus_familiaris ENSCAFG00000019863
canis_lupus_familiaris ENSCAFG00000008814
bison_bison_bison ENSBBBG00000008564
bison_bison_bison ENSBBBG00000001834
otolemur_garnettii ENSOGAG00000034482
nomascus_leucogenys ENSNLEG00000027501
mesocricetus_auratus ENSMAUG00000001480
microtus_ochrogaster ENSMOCG00000000041
castor_canadensis ENSCCNG00000002156
castor_canadensis ENSCCNG00000012000
colobus_angolensis_palliatus ENSCANG00000034804
piliocolobus_tephrosceles ENSPTEG00000035489
aotus_nancymaae ENSANAG00000037868
ovis_aries ENSOARG00000018734
ovis_aries ENSOARG00000018371
loxodonta_africana ENSLAFG00000027371
echinops_telfairi ENSETEG00000009324
oryctolagus_cuniculus ENSOCUG00000024453
oryctolagus_cuniculus ENSOCUG00000022437
dasypus_novemcinctus ENSDNOG00000037301
fukomys_damarensis ENSFDAG00000012455
oryctolagus_cuniculus ENSOCUG00000006414
sus_scrofa ENSSSCG00000031239
ovis_aries ENSOARG00000001612
monodelphis_domestica ENSMODG00000024711
cavia_porcellus ENSCPOG00000040621
colobus_angolensis_palliatus ENSCANG00000023951
rhinopithecus_bieti ENSRBIG00000038607
gorilla_gorilla ENSGGOG00000042155
rhinopithecus_bieti ENSRBIG00000038264
mustela_putorius_furo ENSMPUG00000001134
ornithorhynchus_anatinus ENSOANG00000013836
mesocricetus_auratus ENSMAUG00000015060
fukomys_damarensis ENSFDAG00000006744
neovison_vison ENSNVIG00000008381
canis_lupus_familiaris ENSCAFG00000009915
bos_mutus ENSBMUG00000016061
pogona_vitticeps ENSPVIG00000000704
