oryctolagus_cuniculus ENSOCUG00000005856
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009499
fukomys_damarensis ENSFDAG00000015640
marmota_marmota_marmota ENSMMMG00000016410
spermophilus_dauricus ENSSDAG00000017734
ictidomys_tridecemlineatus ENSSTOG00000002648
urocitellus_parryii ENSUPAG00010011683
tupaia_belangeri ENSTBEG00000005324
myotis_lucifugus ENSMLUG00000009346
myotis_lucifugus ENSMLUG00000010315
pteropus_vampyrus ENSPVAG00000014593
equus_asinus_asinus ENSEASG00005016004
equus_caballus ENSECAG00000017111
ursus_maritimus ENSUMAG00000003162
ursus_americanus ENSUAMG00000026349
ailuropoda_melanoleuca ENSAMEG00000013470
neovison_vison ENSNVIG00000024606
mustela_putorius_furo ENSMPUG00000016756
canis_lupus_dingo ENSCAFG00020003159
canis_lupus_familiaris ENSCAFG00000014064
vulpes_vulpes ENSVVUG00000010700
panthera_pardus ENSPPRG00000001418
panthera_tigris_altaica ENSPTIG00000013475
felis_catus ENSFCAG00000000184
loxodonta_africana ENSLAFG00000006574
procavia_capensis ENSPCAG00000001041
ovis_aries ENSOARG00000004154
capra_hircus ENSCHIG00000014978
bos_mutus ENSBMUG00000009218
bos_taurus ENSBTAG00000010490
bison_bison_bison ENSBBBG00000021520
tursiops_truncatus ENSTTRG00000004827
sus_scrofa ENSSSCG00000025252
echinops_telfairi ENSETEG00000000369
carlito_syrichta ENSTSYG00000037434
choloepus_hoffmanni ENSCHOG00000007513
phascolarctos_cinereus ENSPCIG00000003151
notamacropus_eugenii ENSMEUG00000000703
sarcophilus_harrisii ENSSHAG00000016970
monodelphis_domestica ENSMODG00000018187
ornithorhynchus_anatinus ENSOANG00000019730
anolis_carolinensis ENSACAG00000007658
pogona_vitticeps ENSPVIG00000012572
notechis_scutatus ENSNSUG00000018902
salvator_merianae ENSSMRG00000019310
sphenodon_punctatus ENSSPUG00000014253
lepidothrix_coronata ENSLCOG00000005619
manacus_vitellinus ENSMVIG00005013670
taeniopygia_guttata ENSTGUG00000013248
lonchura_striata_domestica ENSLSDG00000012267
junco_hyemalis ENSJHYG00000010798
zonotrichia_albicollis ENSZALG00000017348
serinus_canaria ENSSCAG00000014867
ficedula_albicollis ENSFALG00000004586
cyanistes_caeruleus ENSCCEG00000013889
parus_major ENSPMJG00000006877
calidris_pygmaea ENSCPGG00000004605
calidris_pugnax ENSCPUG00000005781
melopsittacus_undulatus ENSMUNG00000000816
anser_brachyrhynchus ENSABRG00000011844
anser_brachyrhynchus ENSABRG00000012252
anas_platyrhynchos_platyrhynchos ENSAPLG00000007988
coturnix_japonica ENSCJPG00005016770
meleagris_gallopavo ENSMGAG00000014167
gallus_gallus ENSGALG00000014683
numida_meleagris ENSNMEG00000016612
apteryx_owenii ENSAOWG00000011365
apteryx_haastii ENSAHAG00000000863
apteryx_rowi ENSARWG00000005257
dromaius_novaehollandiae ENSDNVG00000017446
nothoprocta_perdicaria ENSNPEG00000002561
crocodylus_porosus ENSCPRG00005004726
gopherus_agassizii ENSGAGG00000020985
chelonoidis_abingdonii ENSCABG00000000680
chrysemys_picta_bellii ENSCPBG00000005127
pelodiscus_sinensis ENSPSIG00000006637
xenopus_tropicalis ENSXETG00000023910
latimeria_chalumnae ENSLACG00000001162
amphiprion_percula ENSAPEG00000005324
amphiprion_ocellaris ENSAOCG00000016028
acanthochromis_polyacanthus ENSAPOG00000023318
stegastes_partitus ENSSPAG00000004384
cynoglossus_semilaevis ENSCSEG00000019811
tetraodon_nigroviridis ENSTNIG00000008028
tetraodon_nigroviridis ENSTNIG00000008027
hippocampus_comes ENSHCOG00000017218
periophthalmus_magnuspinnatus ENSPMGG00000006034
monopterus_albus ENSMALG00000022506
mastacembelus_armatus ENSMAMG00000003113
anabas_testudineus ENSATEG00000020954
seriola_lalandi_dorsalis ENSSLDG00000024064
seriola_dumerili ENSSDUG00000013227
scophthalmus_maximus ENSSMAG00000010517
fundulus_heteroclitus ENSFHEG00000012080
cyprinodon_variegatus ENSCVAG00000023048
poecilia_mexicana ENSPMEG00000017265
poecilia_latipinna ENSPLAG00000003602
poecilia_formosa ENSPFOG00000014889
poecilia_reticulata ENSPREG00000012158
xiphophorus_maculatus ENSXMAG00000011133
xiphophorus_couchianus ENSXCOG00000019211
gambusia_affinis ENSGAFG00000014456
kryptolebias_marmoratus ENSKMAG00000008509
oryzias_latipes_asm223467v1 ENSORLG00000022024
oryzias_latipes_asm223469v1 ENSORLG00015000690
oryzias_latipes_asm223471v1 ENSORLG00020004458
oryzias_melastigma ENSOMEG00000013891
pundamilia_nyererei ENSPNYG00000022906
haplochromis_burtoni ENSHBUG00000016380
maylandia_zebra ENSMZEG00005017839
astatotilapia_calliptera ENSACLG00000024943
neolamprologus_brichardi ENSNBRG00000021334
oreochromis_niloticus ENSONIG00000012992
amphilophus_citrinellus ENSACIG00000012708
takifugu_rubripes ENSTRUG00000024419
takifugu_rubripes ENSTRUG00000020507
takifugu_rubripes ENSTRUG00000019874
takifugu_rubripes ENSTRUG00000025772
takifugu_rubripes ENSTRUG00000001797
takifugu_rubripes ENSTRUG00000009964
gasterosteus_aculeatus ENSGACG00000009907
labrus_bergylta ENSLBEG00000011713
mola_mola ENSMMOG00000015942
gadus_morhua ENSGMOG00000015496
esox_lucius ENSELUG00000018991
astyanax_mexicanus ENSAMXG00000019098
pygocentrus_nattereri ENSPNAG00000019927
ictalurus_punctatus ENSIPUG00000006679
danio_rerio ENSDARG00000070654
scleropages_formosus ENSSFOG00015013463
paramormyrops_kingsleyae ENSPKIG00000009099
lepisosteus_oculatus ENSLOCG00000007738
petromyzon_marinus ENSPMAG00000005890
eptatretus_burgeri ENSEBUG00000004386
