erinaceus_europaeus ENSEEUG00000015404
callithrix_jacchus ENSCJAG00000004162
pan_troglodytes ENSPTRG00000012066
pan_paniscus ENSPPAG00000032257
homo_sapiens ENSG00000144034
gorilla_gorilla ENSGGOG00000009062
pongo_abelii ENSPPYG00000012292
nomascus_leucogenys ENSNLEG00000000300
mandrillus_leucophaeus ENSMLEG00000037340
papio_anubis ENSPANG00000030686
macaca_mulatta ENSMMUG00000030805
macaca_fascicularis ENSMFAG00000043761
macaca_nemestrina ENSMNEG00000036522
cercocebus_atys ENSCATG00000038145
theropithecus_gelada ENSTGEG00000015272
chlorocebus_sabaeus ENSCSAG00000015483
rhinopithecus_roxellana ENSRROG00000036023
rhinopithecus_bieti ENSRBIG00000019356
colobus_angolensis_palliatus ENSCANG00000012003
saimiri_boliviensis_boliviensis ENSSBOG00000030645
callithrix_jacchus ENSCJAG00000034586
callithrix_jacchus ENSCJAG00000005302
saimiri_boliviensis_boliviensis ENSSBOG00000028592
saimiri_boliviensis_boliviensis ENSSBOG00000026761
cebus_capucinus_imitator ENSCCAG00000036541
aotus_nancymaae ENSANAG00000026124
carlito_syrichta ENSTSYG00000012627
dipodomys_ordii ENSDORG00000006518
castor_canadensis ENSCCNG00000005416
choloepus_hoffmanni ENSCHOG00000002899
choloepus_hoffmanni ENSCHOG00000012021
dasypus_novemcinctus ENSDNOG00000013672
loxodonta_africana ENSLAFG00000011965
procavia_capensis ENSPCAG00000011068
phascolarctos_cinereus ENSPCIG00000029497
notamacropus_eugenii ENSMEUG00000013866
sarcophilus_harrisii ENSSHAG00000000981
monodelphis_domestica ENSMODG00000016950
ornithorhynchus_anatinus ENSOANG00000022718
chelonoidis_abingdonii ENSCABG00000010615
gopherus_agassizii ENSGAGG00000013914
chrysemys_picta_bellii ENSCPBG00000011614
pelodiscus_sinensis ENSPSIG00000013001
apteryx_rowi ENSARWG00000003069
apteryx_owenii ENSAOWG00000016166
apteryx_haastii ENSAHAG00000016843
dromaius_novaehollandiae ENSDNVG00000015070
nothoprocta_perdicaria ENSNPEG00000015033
taeniopygia_guttata ENSTGUG00000003653
lonchura_striata_domestica ENSLSDG00000008759
serinus_canaria ENSSCAG00000004837
zonotrichia_albicollis ENSZALG00000005852
junco_hyemalis ENSJHYG00000012402
ficedula_albicollis ENSFALG00000010048
cyanistes_caeruleus ENSCCEG00000020083
parus_major ENSPMJG00000008739
lepidothrix_coronata ENSLCOG00000008553
manacus_vitellinus ENSMVIG00005006228
melopsittacus_undulatus ENSMUNG00000016087
gallus_gallus ENSGALG00000013018
numida_meleagris ENSNMEG00000007041
anser_brachyrhynchus ENSABRG00000014579
anas_platyrhynchos_platyrhynchos ENSAPLG00000002009
calidris_pugnax ENSCPUG00000013761
calidris_pygmaea ENSCPGG00000011619
crocodylus_porosus ENSCPRG00005011792
crocodylus_porosus ENSCPRG00005010503
anolis_carolinensis ENSACAG00000007787
pogona_vitticeps ENSPVIG00000008359
notechis_scutatus ENSNSUG00000010958
salvator_merianae ENSSMRG00000010455
sphenodon_punctatus ENSSPUG00000017156
xenopus_tropicalis ENSXETG00000023300
latimeria_chalumnae ENSLACG00000013134
pygocentrus_nattereri ENSPNAG00000029402
astyanax_mexicanus ENSAMXG00000032683
ictalurus_punctatus ENSIPUG00000009763
danio_rerio ENSDARG00000014941
gadus_morhua ENSGMOG00000001388
gadus_morhua ENSGMOG00000001361
xiphophorus_couchianus ENSXCOG00000015102
xiphophorus_maculatus ENSXMAG00000023694
gambusia_affinis ENSGAFG00000013286
poecilia_formosa ENSPFOG00000008120
poecilia_mexicana ENSPMEG00000004362
poecilia_latipinna ENSPLAG00000008499
poecilia_reticulata ENSPREG00000007951
fundulus_heteroclitus ENSFHEG00000003196
cyprinodon_variegatus ENSCVAG00000001376
kryptolebias_marmoratus ENSKMAG00000008458
oryzias_latipes_asm223471v1 ENSORLG00020006757
oryzias_latipes_asm223467v1 ENSORLG00000028705
oryzias_latipes_asm223469v1 ENSORLG00015003872
oryzias_melastigma ENSOMEG00000015585
labrus_bergylta ENSLBEG00000018785
amphiprion_ocellaris ENSAOCG00000017182
amphiprion_percula ENSAPEG00000008986
acanthochromis_polyacanthus ENSAPOG00000014515
stegastes_partitus ENSSPAG00000021862
amphilophus_citrinellus ENSACIG00000002026
seriola_lalandi_dorsalis ENSSLDG00000011719
seriola_dumerili ENSSDUG00000011990
scophthalmus_maximus ENSSMAG00000019465
monopterus_albus ENSMALG00000007663
mastacembelus_armatus ENSMAMG00000004680
anabas_testudineus ENSATEG00000007827
tetraodon_nigroviridis ENSTNIG00000010486
takifugu_rubripes ENSTRUG00000023847
mola_mola ENSMMOG00000007187
hippocampus_comes ENSHCOG00000013429
astatotilapia_calliptera ENSACLG00000005449
haplochromis_burtoni ENSHBUG00000023377
maylandia_zebra ENSMZEG00005015816
pundamilia_nyererei ENSPNYG00000005590
oreochromis_niloticus ENSONIG00000009824
neolamprologus_brichardi ENSNBRG00000000803
cynoglossus_semilaevis ENSCSEG00000012408
periophthalmus_magnuspinnatus ENSPMGG00000004087
esox_lucius ENSELUG00000009526
paramormyrops_kingsleyae ENSPKIG00000014178
scleropages_formosus ENSSFOG00015011656
lepisosteus_oculatus ENSLOCG00000016078
eptatretus_burgeri ENSEBUG00000009829
ciona_intestinalis ENSCING00000021130
caenorhabditis_elegans_strain_n2 WBGene00020994
saccharomyces_cerevisiae_strain_s288c YML036W
