lonchura_striata_domestica ENSLSDG00000006384
nannospalax_galili ENSNGAG00000009480
jaculus_jaculus ENSJJAG00000000598
dipodomys_ordii ENSDORG00000002235
choloepus_hoffmanni ENSCHOG00000003371
dasypus_novemcinctus ENSDNOG00000038834
procavia_capensis ENSPCAG00000006117
echinops_telfairi ENSETEG00000014980
loxodonta_africana ENSLAFG00000017756
notamacropus_eugenii ENSMEUG00000003912
phascolarctos_cinereus ENSPCIG00000018936
sarcophilus_harrisii ENSSHAG00000010151
monodelphis_domestica ENSMODG00000018227
xenopus_tropicalis ENSXETG00000018009
latimeria_chalumnae ENSLACG00000014450
scleropages_formosus ENSSFOG00015012259
paramormyrops_kingsleyae ENSPKIG00000010945
scleropages_formosus ENSSFOG00015009698
astyanax_mexicanus ENSAMXG00000040246
pygocentrus_nattereri ENSPNAG00000000939
ictalurus_punctatus ENSIPUG00000020011
danio_rerio ENSDARG00000015559
esox_lucius ENSELUG00000020537
pygocentrus_nattereri ENSPNAG00000006423
astyanax_mexicanus ENSAMXG00000012534
ictalurus_punctatus ENSIPUG00000023883
danio_rerio ENSDARG00000039576
gasterosteus_aculeatus ENSGACG00000003648
labrus_bergylta ENSLBEG00000021712
takifugu_rubripes ENSTRUG00000001760
tetraodon_nigroviridis ENSTNIG00000013936
mastacembelus_armatus ENSMAMG00000014725
monopterus_albus ENSMALG00000008064
seriola_dumerili ENSSDUG00000004459
seriola_lalandi_dorsalis ENSSLDG00000020188
scophthalmus_maximus ENSSMAG00000018358
amphiprion_ocellaris ENSAOCG00000010842
amphiprion_percula ENSAPEG00000000309
acanthochromis_polyacanthus ENSAPOG00000005305
stegastes_partitus ENSSPAG00000007904
maylandia_zebra ENSMZEG00005001592
astatotilapia_calliptera ENSACLG00000004479
pundamilia_nyererei ENSPNYG00000020709
haplochromis_burtoni ENSHBUG00000003822
neolamprologus_brichardi ENSNBRG00000007282
oreochromis_niloticus ENSONIG00000014402
amphilophus_citrinellus ENSACIG00000000814
cynoglossus_semilaevis ENSCSEG00000011451
anabas_testudineus ENSATEG00000012054
mola_mola ENSMMOG00000019963
poecilia_formosa ENSPFOG00000007639
poecilia_mexicana ENSPMEG00000006055
poecilia_latipinna ENSPLAG00000021211
poecilia_reticulata ENSPREG00000000857
xiphophorus_couchianus ENSXCOG00000018999
xiphophorus_maculatus ENSXMAG00000004055
gambusia_affinis ENSGAFG00000021313
fundulus_heteroclitus ENSFHEG00000016617
cyprinodon_variegatus ENSCVAG00000013938
kryptolebias_marmoratus ENSKMAG00000021884
oryzias_latipes_asm223467v1 ENSORLG00000017943
oryzias_latipes_asm223469v1 ENSORLG00015010398
oryzias_latipes_asm223471v1 ENSORLG00020015782
oryzias_melastigma ENSOMEG00000008314
periophthalmus_magnuspinnatus ENSPMGG00000001431
hippocampus_comes ENSHCOG00000000141
gadus_morhua ENSGMOG00000007270
esox_lucius ENSELUG00000004714
fundulus_heteroclitus ENSFHEG00000012914
cyprinodon_variegatus ENSCVAG00000016069
kryptolebias_marmoratus ENSKMAG00000007722
acanthochromis_polyacanthus ENSAPOG00000009657
amphiprion_percula ENSAPEG00000014444
stegastes_partitus ENSSPAG00000023179
maylandia_zebra ENSMZEG00005027298
haplochromis_burtoni ENSHBUG00000016888
astatotilapia_calliptera ENSACLG00000027233
pundamilia_nyererei ENSPNYG00000010563
astatotilapia_calliptera ENSACLG00000027168
oreochromis_niloticus ENSONIG00000001437
neolamprologus_brichardi ENSNBRG00000008911
anabas_testudineus ENSATEG00000016874
mastacembelus_armatus ENSMAMG00000022407
takifugu_rubripes ENSTRUG00000006066
tetraodon_nigroviridis ENSTNIG00000009856
mola_mola ENSMMOG00000006812
labrus_bergylta ENSLBEG00000019564
gasterosteus_aculeatus ENSGACG00000011701
lepisosteus_oculatus ENSLOCG00000006981
eptatretus_burgeri ENSEBUG00000010053
