amphiprion_percula ENSAPEG00000011927
mesocricetus_auratus ENSMAUG00000010574
peromyscus_maniculatus_bairdii ENSPEMG00000030584
microtus_ochrogaster ENSMOCG00000015741
nannospalax_galili ENSNGAG00000011630
jaculus_jaculus ENSJJAG00000019602
marmota_marmota_marmota ENSMMMG00000015570
urocitellus_parryii ENSUPAG00010003547
chinchilla_lanigera ENSCLAG00000012718
octodon_degus ENSODEG00000009346
cavia_porcellus ENSCPOG00000037586
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004181
ochotona_princeps ENSOPRG00000001167
castor_canadensis ENSCCNG00000023585
otolemur_garnettii ENSOGAG00000013811
pan_paniscus ENSPPAG00000032954
pan_troglodytes ENSPTRG00000015871
gorilla_gorilla ENSGGOG00000009110
homo_sapiens ENSG00000163132
pongo_abelii ENSPPYG00000014597
nomascus_leucogenys ENSNLEG00000016128
colobus_angolensis_palliatus ENSCANG00000040138
piliocolobus_tephrosceles ENSPTEG00000038549
rhinopithecus_bieti ENSRBIG00000017644
rhinopithecus_roxellana ENSRROG00000040323
macaca_nemestrina ENSMNEG00000032683
macaca_fascicularis ENSMFAG00000039226
theropithecus_gelada ENSTGEG00000025780
papio_anubis ENSPANG00000016782
cercocebus_atys ENSCATG00000040142
chlorocebus_sabaeus ENSCSAG00000016256
saimiri_boliviensis_boliviensis ENSSBOG00000023796
cebus_capucinus_imitator ENSCCAG00000037296
callithrix_jacchus ENSCJAG00000011280
aotus_nancymaae ENSANAG00000036016
prolemur_simus ENSPSMG00000017415
propithecus_coquereli ENSPCOG00000027606
microcebus_murinus ENSMICG00000043130
dasypus_novemcinctus ENSDNOG00000030702
ailuropoda_melanoleuca ENSAMEG00000013708
canis_lupus_familiaris ENSCAFG00000015705
ovis_aries ENSOARG00000007388
dipodomys_ordii ENSDORG00000011378
ictidomys_tridecemlineatus ENSSTOG00000020201
choloepus_hoffmanni ENSCHOG00000009282
loxodonta_africana ENSLAFG00000013862
procavia_capensis ENSPCAG00000014105
echinops_telfairi ENSETEG00000008572
ornithorhynchus_anatinus ENSOANG00000012557
lepisosteus_oculatus ENSLOCG00000010008
paramormyrops_kingsleyae ENSPKIG00000004171
latimeria_chalumnae ENSLACG00000003980
xenopus_tropicalis ENSXETG00000016052
gopherus_agassizii ENSGAGG00000023933
chelonoidis_abingdonii ENSCABG00000014534
chrysemys_picta_bellii ENSCPBG00000011636
sphenodon_punctatus ENSSPUG00000001113
phascolarctos_cinereus ENSPCIG00000034551
sarcophilus_harrisii ENSSHAG00000003361
monodelphis_domestica ENSMODG00000010504
petromyzon_marinus ENSPMAG00000003709
eptatretus_burgeri ENSEBUG00000006192
eptatretus_burgeri ENSEBUG00000014945
