notechis_scutatus ENSNSUG00000000056
mustela_putorius_furo ENSMPUG00000011154
neovison_vison ENSNVIG00000002654
canis_lupus_dingo ENSCAFG00020021177
canis_lupus_familiaris ENSCAFG00000006058
vulpes_vulpes ENSVVUG00000020773
felis_catus ENSFCAG00000041416
equus_caballus ENSECAG00000003315
equus_asinus_asinus ENSEASG00005022044
capra_hircus ENSCHIG00000001452
ovis_aries ENSOARG00000005897
bos_taurus ENSBTAG00000012019
sus_scrofa ENSSSCG00000034763
phascolarctos_cinereus ENSPCIG00000036793
notamacropus_eugenii ENSMEUG00000008353
sarcophilus_harrisii ENSSHAG00000014971
monodelphis_domestica ENSMODG00000004825
xenopus_tropicalis ENSXETG00000002647
scleropages_formosus ENSSFOG00015012725
paramormyrops_kingsleyae ENSPKIG00000011540
paramormyrops_kingsleyae ENSPKIG00000009990
scleropages_formosus ENSSFOG00015022962
pygocentrus_nattereri ENSPNAG00000009007
astyanax_mexicanus ENSAMXG00000003754
ictalurus_punctatus ENSIPUG00000000384
danio_rerio ENSDARG00000075282
labrus_bergylta ENSLBEG00000018912
gasterosteus_aculeatus ENSGACG00000003564
takifugu_rubripes ENSTRUG00000006418
tetraodon_nigroviridis ENSTNIG00000013924
mola_mola ENSMMOG00000020001
amphiprion_percula ENSAPEG00000000889
amphiprion_ocellaris ENSAOCG00000009075
acanthochromis_polyacanthus ENSAPOG00000005780
stegastes_partitus ENSSPAG00000001889
poecilia_formosa ENSPFOG00000011388
poecilia_mexicana ENSPMEG00000011779
poecilia_latipinna ENSPLAG00000008903
poecilia_reticulata ENSPREG00000022810
xiphophorus_maculatus ENSXMAG00000012551
xiphophorus_couchianus ENSXCOG00000018939
gambusia_affinis ENSGAFG00000021298
cyprinodon_variegatus ENSCVAG00000016651
fundulus_heteroclitus ENSFHEG00000017154
kryptolebias_marmoratus ENSKMAG00000021977
oryzias_latipes_asm223467v1 ENSORLG00000017981
oryzias_latipes_asm223469v1 ENSORLG00015009936
oryzias_latipes_asm223471v1 ENSORLG00020015175
oryzias_melastigma ENSOMEG00000009217
maylandia_zebra ENSMZEG00005000269
pundamilia_nyererei ENSPNYG00000020196
astatotilapia_calliptera ENSACLG00000004048
haplochromis_burtoni ENSHBUG00000012922
neolamprologus_brichardi ENSNBRG00000006739
oreochromis_niloticus ENSONIG00000014362
amphilophus_citrinellus ENSACIG00000023218
mastacembelus_armatus ENSMAMG00000015066
monopterus_albus ENSMALG00000007607
anabas_testudineus ENSATEG00000011435
scophthalmus_maximus ENSSMAG00000018724
cynoglossus_semilaevis ENSCSEG00000011229
seriola_dumerili ENSSDUG00000004970
seriola_lalandi_dorsalis ENSSLDG00000019805
hippocampus_comes ENSHCOG00000013221
periophthalmus_magnuspinnatus ENSPMGG00000011555
gadus_morhua ENSGMOG00000019934
esox_lucius ENSELUG00000004409
seriola_dumerili ENSSDUG00000010333
seriola_lalandi_dorsalis ENSSLDG00000003216
scophthalmus_maximus ENSSMAG00000011262
gasterosteus_aculeatus ENSGACG00000014133
labrus_bergylta ENSLBEG00000014611
amphiprion_ocellaris ENSAOCG00000002726
amphiprion_percula ENSAPEG00000017808
acanthochromis_polyacanthus ENSAPOG00000006407
stegastes_partitus ENSSPAG00000001600
astatotilapia_calliptera ENSACLG00000027047
maylandia_zebra ENSMZEG00005001844
pundamilia_nyererei ENSPNYG00000009675
haplochromis_burtoni ENSHBUG00000006239
neolamprologus_brichardi ENSNBRG00000021263
oreochromis_niloticus ENSONIG00000011968
amphilophus_citrinellus ENSACIG00000018318
poecilia_mexicana ENSPMEG00000021367
poecilia_formosa ENSPFOG00000000788
poecilia_latipinna ENSPLAG00000001199
poecilia_reticulata ENSPREG00000007313
xiphophorus_maculatus ENSXMAG00000015145
xiphophorus_couchianus ENSXCOG00000017398
gambusia_affinis ENSGAFG00000019781
cyprinodon_variegatus ENSCVAG00000007913
fundulus_heteroclitus ENSFHEG00000007403
kryptolebias_marmoratus ENSKMAG00000001129
oryzias_latipes_asm223467v1 ENSORLG00000004036
oryzias_latipes_asm223469v1 ENSORLG00015017776
oryzias_latipes_asm223471v1 ENSORLG00020019626
oryzias_melastigma ENSOMEG00000000071
cynoglossus_semilaevis ENSCSEG00000013902
mastacembelus_armatus ENSMAMG00000008464
monopterus_albus ENSMALG00000008544
anabas_testudineus ENSATEG00000005603
takifugu_rubripes ENSTRUG00000009972
tetraodon_nigroviridis ENSTNIG00000010347
mola_mola ENSMMOG00000004392
hippocampus_comes ENSHCOG00000012001
periophthalmus_magnuspinnatus ENSPMGG00000018104
gadus_morhua ENSGMOG00000012835
esox_lucius ENSELUG00000006821
pygocentrus_nattereri ENSPNAG00000018335
astyanax_mexicanus ENSAMXG00000025890
ictalurus_punctatus ENSIPUG00000013753
danio_rerio ENSDARG00000037099
lepisosteus_oculatus ENSLOCG00000017798
latimeria_chalumnae ENSLACG00000015705
periophthalmus_magnuspinnatus ENSPMGG00000001094
petromyzon_marinus ENSPMAG00000003184
eptatretus_burgeri ENSEBUG00000016329
