echinops_telfairi ENSETEG00000009596
dromaius_novaehollandiae ENSDNVG00000016282
nothoprocta_perdicaria ENSNPEG00000004738
crocodylus_porosus ENSCPRG00005013717
gopherus_agassizii ENSGAGG00000007308
chelonoidis_abingdonii ENSCABG00000019594
chrysemys_picta_bellii ENSCPBG00000011887
pelodiscus_sinensis ENSPSIG00000011660
anolis_carolinensis ENSACAG00000006963
pogona_vitticeps ENSPVIG00000012520
notechis_scutatus ENSNSUG00000018374
salvator_merianae ENSSMRG00000017959
sphenodon_punctatus ENSSPUG00000008008
salvator_merianae ENSSMRG00000017970
xenopus_tropicalis ENSXETG00000016077
latimeria_chalumnae ENSLACG00000006288
cynoglossus_semilaevis ENSCSEG00000018009
hippocampus_comes ENSHCOG00000011742
takifugu_rubripes ENSTRUG00000017742
tetraodon_nigroviridis ENSTNIG00000012756
gasterosteus_aculeatus ENSGACG00000003626
labrus_bergylta ENSLBEG00000019569
mola_mola ENSMMOG00000006089
mastacembelus_armatus ENSMAMG00000002592
monopterus_albus ENSMALG00000007895
anabas_testudineus ENSATEG00000006905
seriola_lalandi_dorsalis ENSSLDG00000004484
seriola_lalandi_dorsalis ENSSLDG00000004748
seriola_lalandi_dorsalis ENSSLDG00000015016
seriola_dumerili ENSSDUG00000005637
scophthalmus_maximus ENSSMAG00000012888
xiphophorus_maculatus ENSXMAG00000009168
xiphophorus_couchianus ENSXCOG00000011376
gambusia_affinis ENSGAFG00000004600
poecilia_latipinna ENSPLAG00000013306
poecilia_formosa ENSPFOG00000024823
poecilia_mexicana ENSPMEG00000007434
poecilia_reticulata ENSPREG00000021771
fundulus_heteroclitus ENSFHEG00000013730
cyprinodon_variegatus ENSCVAG00000017391
kryptolebias_marmoratus ENSKMAG00000011653
oryzias_latipes_asm223471v1 ENSORLG00020012246
oryzias_latipes_asm223469v1 ENSORLG00015011886
oryzias_latipes_asm223467v1 ENSORLG00000010032
oryzias_melastigma ENSOMEG00000005307
amphiprion_ocellaris ENSAOCG00000018890
amphiprion_percula ENSAPEG00000017190
acanthochromis_polyacanthus ENSAPOG00000014766
acanthochromis_polyacanthus ENSAPOG00000007704
stegastes_partitus ENSSPAG00000021254
haplochromis_burtoni ENSHBUG00000016024
haplochromis_burtoni ENSHBUG00000016013
maylandia_zebra ENSMZEG00005017686
astatotilapia_calliptera ENSACLG00000027369
pundamilia_nyererei ENSPNYG00000005935
pundamilia_nyererei ENSPNYG00000005944
neolamprologus_brichardi ENSNBRG00000017488
oreochromis_niloticus ENSONIG00000005865
amphilophus_citrinellus ENSACIG00000018754
periophthalmus_magnuspinnatus ENSPMGG00000003269
gadus_morhua ENSGMOG00000001752
esox_lucius ENSELUG00000004007
astyanax_mexicanus ENSAMXG00000010920
pygocentrus_nattereri ENSPNAG00000006587
ictalurus_punctatus ENSIPUG00000000980
danio_rerio ENSDARG00000045442
scleropages_formosus ENSSFOG00015014671
paramormyrops_kingsleyae ENSPKIG00000009744
lepisosteus_oculatus ENSLOCG00000007688
ciona_savignyi ENSCSAVG00000006637
ciona_intestinalis ENSCING00000004085
ciona_savignyi ENSCSAVG00000010113
