ictalurus_punctatus ENSIPUG00000001490
cricetulus_griseus_crigri_1.0 ENSCGRG00000013879
cricetulus_griseus_crigri-picr ENSCGRG00015019362
mesocricetus_auratus ENSMAUG00000008604
peromyscus_maniculatus_bairdii ENSPEMG00000016113
microtus_ochrogaster ENSMOCG00000020780
nannospalax_galili ENSNGAG00000015401
jaculus_jaculus ENSJJAG00000010737
chinchilla_lanigera ENSCLAG00000014184
octodon_degus ENSODEG00000009553
cavia_aperea ENSCAPG00000009620
cavia_porcellus ENSCPOG00000014440
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013562
fukomys_damarensis ENSFDAG00000000853
marmota_marmota_marmota ENSMMMG00000022995
urocitellus_parryii ENSUPAG00010005609
spermophilus_dauricus ENSSDAG00000013184
ictidomys_tridecemlineatus ENSSTOG00000002302
oryctolagus_cuniculus ENSOCUG00000004615
ochotona_princeps ENSOPRG00000016230
tupaia_belangeri ENSTBEG00000004265
prolemur_simus ENSPSMG00000000086
microcebus_murinus ENSMICG00000002320
propithecus_coquereli ENSPCOG00000022101
otolemur_garnettii ENSOGAG00000009973
pan_troglodytes ENSPTRG00000004311
pan_paniscus ENSPPAG00000040801
homo_sapiens ENSG00000137656
gorilla_gorilla ENSGGOG00000000662
pongo_abelii ENSPPYG00000003900
nomascus_leucogenys ENSNLEG00000007329
colobus_angolensis_palliatus ENSCANG00000042795
piliocolobus_tephrosceles ENSPTEG00000023565
rhinopithecus_roxellana ENSRROG00000034492
rhinopithecus_bieti ENSRBIG00000001857
papio_anubis ENSPANG00000014015
theropithecus_gelada ENSTGEG00000021229
mandrillus_leucophaeus ENSMLEG00000010496
cercocebus_atys ENSCATG00000042919
chlorocebus_sabaeus ENSCSAG00000002732
macaca_mulatta ENSMMUG00000020002
macaca_nemestrina ENSMNEG00000039484
macaca_fascicularis ENSMFAG00000036204
saimiri_boliviensis_boliviensis ENSSBOG00000033988
cebus_capucinus_imitator ENSCCAG00000024422
aotus_nancymaae ENSANAG00000035220
callithrix_jacchus ENSCJAG00000012570
carlito_syrichta ENSTSYG00000007285
capra_hircus ENSCHIG00000011480
ovis_aries ENSOARG00000001906
bos_mutus ENSBMUG00000008101
bos_taurus ENSBTAG00000016855
bison_bison_bison ENSBBBG00000024621
sus_scrofa ENSSSCG00000015065
tursiops_truncatus ENSTTRG00000011564
vicugna_pacos ENSVPAG00000007887
canis_lupus_familiaris ENSCAFG00000013400
canis_lupus_dingo ENSCAFG00020002396
vulpes_vulpes ENSVVUG00000025196
mustela_putorius_furo ENSMPUG00000004040
neovison_vison ENSNVIG00000006348
ursus_americanus ENSUAMG00000019898
ursus_maritimus ENSUMAG00000003691
ailuropoda_melanoleuca ENSAMEG00000008712
panthera_pardus ENSPPRG00000017223
panthera_tigris_altaica ENSPTIG00000010320
felis_catus ENSFCAG00000011856
equus_asinus_asinus ENSEASG00005006650
equus_caballus ENSECAG00000008863
myotis_lucifugus ENSMLUG00000030637
myotis_lucifugus ENSMLUG00000023889
myotis_lucifugus ENSMLUG00000014006
pteropus_vampyrus ENSPVAG00000017826
erinaceus_europaeus ENSEEUG00000009332
choloepus_hoffmanni ENSCHOG00000008596
dasypus_novemcinctus ENSDNOG00000042988
ornithorhynchus_anatinus ENSOANG00000004370
gopherus_agassizii ENSGAGG00000010543
chrysemys_picta_bellii ENSCPBG00000020276
pelodiscus_sinensis ENSPSIG00000013803
chelonoidis_abingdonii ENSCABG00000008755
crocodylus_porosus ENSCPRG00005000781
coturnix_japonica ENSCJPG00005010937
gallus_gallus ENSGALG00000025882
meleagris_gallopavo ENSMGAG00000003081
numida_meleagris ENSNMEG00000012371
anser_brachyrhynchus ENSABRG00000013724
calidris_pygmaea ENSCPGG00000002058
calidris_pugnax ENSCPUG00000018088
lonchura_striata_domestica ENSLSDG00000007144
taeniopygia_guttata ENSTGUG00000017361
cyanistes_caeruleus ENSCCEG00000000778
zonotrichia_albicollis ENSZALG00000012126
junco_hyemalis ENSJHYG00000009541
serinus_canaria ENSSCAG00000004929
manacus_vitellinus ENSMVIG00005004678
ficedula_albicollis ENSFALG00000005527
lepidothrix_coronata ENSLCOG00000003978
taeniopygia_guttata ENSTGUG00000000141
parus_major ENSPMJG00000007712
apteryx_owenii ENSAOWG00000009970
apteryx_haastii ENSAHAG00000003065
apteryx_rowi ENSARWG00000002500
dromaius_novaehollandiae ENSDNVG00000010491
melopsittacus_undulatus ENSMUNG00000009578
nothoprocta_perdicaria ENSNPEG00000003052
anolis_carolinensis ENSACAG00000001884
notechis_scutatus ENSNSUG00000004214
pogona_vitticeps ENSPVIG00000009008
salvator_merianae ENSSMRG00000021429
sphenodon_punctatus ENSSPUG00000005673
xenopus_tropicalis ENSXETG00000003767
latimeria_chalumnae ENSLACG00000014576
petromyzon_marinus ENSPMAG00000009376
eptatretus_burgeri ENSEBUG00000012952
ciona_intestinalis ENSCING00000006692
ciona_savignyi ENSCSAVG00000000541
drosophila_melanogaster FBgn0039210
caenorhabditis_elegans_strain_n2 WBGene00011142
piliocolobus_tephrosceles ENSPTEG00000002420
saccharomyces_cerevisiae_strain_s288c YGL174W
