equus_asinus_asinus ENSEASG00005010516
apteryx_haastii ENSAHAG00000018645
apteryx_owenii ENSAOWG00000005755
apteryx_rowi ENSARWG00000009568
dromaius_novaehollandiae ENSDNVG00000016096
nothoprocta_perdicaria ENSNPEG00000011299
crocodylus_porosus ENSCPRG00005000397
chelonoidis_abingdonii ENSCABG00000007928
gopherus_agassizii ENSGAGG00000011548
chrysemys_picta_bellii ENSCPBG00000010719
pelodiscus_sinensis ENSPSIG00000002320
gopherus_agassizii ENSGAGG00000021407
ornithorhynchus_anatinus ENSOANG00000031991
periophthalmus_magnuspinnatus ENSPMGG00000013917
periophthalmus_magnuspinnatus ENSPMGG00000013924
gasterosteus_aculeatus ENSGACG00000013003
tetraodon_nigroviridis ENSTNIG00000016764
monopterus_albus ENSMALG00000015213
amphilophus_citrinellus ENSACIG00000009303
hippocampus_comes ENSHCOG00000003773
seriola_dumerili ENSSDUG00000002610
poecilia_mexicana ENSPMEG00000024457
poecilia_latipinna ENSPLAG00000016310
mastacembelus_armatus ENSMAMG00000020827
takifugu_rubripes ENSTRUG00000013715
xiphophorus_maculatus ENSXMAG00000002404
xiphophorus_couchianus ENSXCOG00000015116
gambusia_affinis ENSGAFG00000006546
poecilia_reticulata ENSPREG00000018675
poecilia_formosa ENSPFOG00000010166
fundulus_heteroclitus ENSFHEG00000006930
cyprinodon_variegatus ENSCVAG00000008581
oryzias_latipes_asm223471v1 ENSORLG00020022074
oryzias_latipes_asm223469v1 ENSORLG00015012626
oryzias_latipes_asm223467v1 ENSORLG00000015210
oryzias_melastigma ENSOMEG00000019562
amphiprion_percula ENSAPEG00000004767
maylandia_zebra ENSMZEG00005000889
pundamilia_nyererei ENSPNYG00000013290
astatotilapia_calliptera ENSACLG00000004219
haplochromis_burtoni ENSHBUG00000007839
neolamprologus_brichardi ENSNBRG00000012753
oreochromis_niloticus ENSONIG00000015812
scophthalmus_maximus ENSSMAG00000019752
labrus_bergylta ENSLBEG00000027315
seriola_lalandi_dorsalis ENSSLDG00000015526
anabas_testudineus ENSATEG00000015225
acanthochromis_polyacanthus ENSAPOG00000016165
kryptolebias_marmoratus ENSKMAG00000009005
mola_mola ENSMMOG00000014884
cynoglossus_semilaevis ENSCSEG00000011663
amphiprion_ocellaris ENSAOCG00000009333
gadus_morhua ENSGMOG00000018561
esox_lucius ENSELUG00000006868
pygocentrus_nattereri ENSPNAG00000023452
astyanax_mexicanus ENSAMXG00000004918
ictalurus_punctatus ENSIPUG00000022615
danio_rerio ENSDARG00000061688
paramormyrops_kingsleyae ENSPKIG00000010527
scleropages_formosus ENSSFOG00015017612
paramormyrops_kingsleyae ENSPKIG00000023100
scleropages_formosus ENSSFOG00015016993
seriola_dumerili ENSSDUG00000005215
hippocampus_comes ENSHCOG00000018848
gambusia_affinis ENSGAFG00000010010
poecilia_reticulata ENSPREG00000013892
fundulus_heteroclitus ENSFHEG00000019614
cyprinodon_variegatus ENSCVAG00000021850
maylandia_zebra ENSMZEG00005018621
pundamilia_nyererei ENSPNYG00000008095
neolamprologus_brichardi ENSNBRG00000004752
oreochromis_niloticus ENSONIG00000014044
mastacembelus_armatus ENSMAMG00000012047
anabas_testudineus ENSATEG00000019396
takifugu_rubripes ENSTRUG00000014229
tetraodon_nigroviridis ENSTNIG00000009048
gasterosteus_aculeatus ENSGACG00000016852
periophthalmus_magnuspinnatus ENSPMGG00000010714
mola_mola ENSMMOG00000009424
scophthalmus_maximus ENSSMAG00000002728
monopterus_albus ENSMALG00000012201
amphiprion_percula ENSAPEG00000012790
amphiprion_ocellaris ENSAOCG00000020856
acanthochromis_polyacanthus ENSAPOG00000010422
stegastes_partitus ENSSPAG00000004656
haplochromis_burtoni ENSHBUG00000021682
astatotilapia_calliptera ENSACLG00000014514
amphilophus_citrinellus ENSACIG00000018628
xiphophorus_maculatus ENSXMAG00000005070
xiphophorus_couchianus ENSXCOG00000003081
poecilia_mexicana ENSPMEG00000012854
poecilia_latipinna ENSPLAG00000005050
poecilia_formosa ENSPFOG00000019809
kryptolebias_marmoratus ENSKMAG00000009822
oryzias_latipes_asm223471v1 ENSORLG00020018468
oryzias_latipes_asm223467v1 ENSORLG00000007658
oryzias_latipes_asm223469v1 ENSORLG00015005934
oryzias_melastigma ENSOMEG00000003081
labrus_bergylta ENSLBEG00000018360
cynoglossus_semilaevis ENSCSEG00000016810
seriola_lalandi_dorsalis ENSSLDG00000011280
gadus_morhua ENSGMOG00000013891
esox_lucius ENSELUG00000023403
pygocentrus_nattereri ENSPNAG00000006953
ictalurus_punctatus ENSIPUG00000005136
astyanax_mexicanus ENSAMXG00000019223
danio_rerio ENSDARG00000074329
maylandia_zebra ENSMZEG00005010479
lepisosteus_oculatus ENSLOCG00000002429
latimeria_chalumnae ENSLACG00000016764
xenopus_tropicalis ENSXETG00000006316
eptatretus_burgeri ENSEBUG00000006983
