sphenodon_punctatus ENSSPUG00000009258
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019009
rattus_norvegicus ENSRNOG00000018254
meriones_unguiculatus ENSMUGG00000013286
nannospalax_galili ENSNGAG00000020152
jaculus_jaculus ENSJJAG00000010838
oryctolagus_cuniculus ENSOCUG00000008627
ochotona_princeps ENSOPRG00000003914
castor_canadensis ENSCCNG00000031353
dipodomys_ordii ENSDORG00000014295
tupaia_belangeri ENSTBEG00000011849
equus_asinus_asinus ENSEASG00005012446
equus_caballus ENSECAG00000012686
ursus_americanus ENSUAMG00000023382
ursus_americanus ENSUAMG00000002641
ursus_maritimus ENSUMAG00000018292
ailuropoda_melanoleuca ENSAMEG00000015772
mustela_putorius_furo ENSMPUG00000013015
neovison_vison ENSNVIG00000020771
canis_lupus_familiaris ENSCAFG00000000522
canis_lupus_dingo ENSCAFG00020009448
vulpes_vulpes ENSVVUG00000019244
panthera_tigris_altaica ENSPTIG00000016473
panthera_pardus ENSPPRG00000004130
felis_catus ENSFCAG00000010549
ovis_aries ENSOARG00000000177
capra_hircus ENSCHIG00000013060
bos_mutus ENSBMUG00000009517
bos_taurus ENSBTAG00000021971
tursiops_truncatus ENSTTRG00000009319
sus_scrofa ENSSSCG00000014235
vicugna_pacos ENSVPAG00000005717
pteropus_vampyrus ENSPVAG00000012111
myotis_lucifugus ENSMLUG00000012563
sorex_araneus ENSSARG00000006485
erinaceus_europaeus ENSEEUG00000013158
ornithorhynchus_anatinus ENSOANG00000010047
anolis_carolinensis ENSACAG00000023071
cricetulus_griseus_crigri_1.0 ENSCGRG00000012153
xenopus_tropicalis ENSXETG00000027392
latimeria_chalumnae ENSLACG00000003433
lepisosteus_oculatus ENSLOCG00000008733
poecilia_latipinna ENSPLAG00000003364
poecilia_formosa ENSPFOG00000000485
poecilia_mexicana ENSPMEG00000010996
poecilia_reticulata ENSPREG00000018488
xiphophorus_maculatus ENSXMAG00000015244
gambusia_affinis ENSGAFG00000015950
fundulus_heteroclitus ENSFHEG00000022005
cyprinodon_variegatus ENSCVAG00000018599
kryptolebias_marmoratus ENSKMAG00000010522
oryzias_latipes_asm223467v1 ENSORLG00000017129
oryzias_latipes_asm223471v1 ENSORLG00020015887
oryzias_latipes_asm223469v1 ENSORLG00015006648
oryzias_melastigma ENSOMEG00000004441
amphiprion_percula ENSAPEG00000021842
amphiprion_ocellaris ENSAOCG00000013323
acanthochromis_polyacanthus ENSAPOG00000001407
stegastes_partitus ENSSPAG00000000813
cynoglossus_semilaevis ENSCSEG00000009716
mastacembelus_armatus ENSMAMG00000017956
monopterus_albus ENSMALG00000004476
seriola_dumerili ENSSDUG00000016638
anabas_testudineus ENSATEG00000011475
maylandia_zebra ENSMZEG00005021699
astatotilapia_calliptera ENSACLG00000024641
haplochromis_burtoni ENSHBUG00000003201
pundamilia_nyererei ENSPNYG00000008703
oreochromis_niloticus ENSONIG00000013798
amphilophus_citrinellus ENSACIG00000007013
scophthalmus_maximus ENSSMAG00000017013
labrus_bergylta ENSLBEG00000000130
labrus_bergylta ENSLBEG00000000398
takifugu_rubripes ENSTRUG00000012077
tetraodon_nigroviridis ENSTNIG00000016746
gadus_morhua ENSGMOG00000017500
esox_lucius ENSELUG00000007340
pygocentrus_nattereri ENSPNAG00000001262
astyanax_mexicanus ENSAMXG00000012696
ictalurus_punctatus ENSIPUG00000025105
danio_rerio ENSDARG00000100198
paramormyrops_kingsleyae ENSPKIG00000018019
eptatretus_burgeri ENSEBUG00000005343
ciona_intestinalis ENSCING00000008977
