monodelphis_domestica ENSMODG00000012691
macaca_mulatta ENSMMUG00000009641
colobus_angolensis_palliatus ENSCANG00000012044
pan_paniscus ENSPPAG00000008831
nomascus_leucogenys ENSNLEG00000031324
carlito_syrichta ENSTSYG00000032138
tupaia_belangeri ENSTBEG00000015748
bos_mutus ENSBMUG00000002867
bos_taurus ENSBTAG00000000541
capra_hircus ENSCHIG00000023893
sus_scrofa ENSSSCG00000001945
ursus_americanus ENSUAMG00000024254
ailuropoda_melanoleuca ENSAMEG00000002893
canis_lupus_dingo ENSCAFG00020022305
vulpes_vulpes ENSVVUG00000020663
neovison_vison ENSNVIG00000005467
mustela_putorius_furo ENSMPUG00000016263
panthera_pardus ENSPPRG00000006122
felis_catus ENSFCAG00000038026
pteropus_vampyrus ENSPVAG00000008167
myotis_lucifugus ENSMLUG00000011377
equus_caballus ENSECAG00000032995
equus_asinus_asinus ENSEASG00005007562
tursiops_truncatus ENSTTRG00000009491
ovis_aries ENSOARG00000008021
cavia_porcellus ENSCPOG00000021321
loxodonta_africana ENSLAFG00000028846
dasypus_novemcinctus ENSDNOG00000041411
anolis_carolinensis ENSACAG00000027234
salvator_merianae ENSSMRG00000002056
chelonoidis_abingdonii ENSCABG00000023208
chrysemys_picta_bellii ENSCPBG00000009062
gopherus_agassizii ENSGAGG00000021728
pogona_vitticeps ENSPVIG00000020223
pogona_vitticeps ENSPVIG00000000361
anolis_carolinensis ENSACAG00000001528
notechis_scutatus ENSNSUG00000003422
salvator_merianae ENSSMRG00000012757
apteryx_rowi ENSARWG00000011045
apteryx_owenii ENSAOWG00000002990
apteryx_haastii ENSAHAG00000008485
dromaius_novaehollandiae ENSDNVG00000001252
anas_platyrhynchos_platyrhynchos ENSAPLG00000026883
anser_brachyrhynchus ENSABRG00000012987
parus_major ENSPMJG00000016671
cyanistes_caeruleus ENSCCEG00000019537
serinus_canaria ENSSCAG00000010416
ficedula_albicollis ENSFALG00000006148
zonotrichia_albicollis ENSZALG00000002582
lonchura_striata_domestica ENSLSDG00000002496
taeniopygia_guttata ENSTGUG00000012009
junco_hyemalis ENSJHYG00000010567
lepidothrix_coronata ENSLCOG00000015971
manacus_vitellinus ENSMVIG00005002486
melopsittacus_undulatus ENSMUNG00000010266
calidris_pygmaea ENSCPGG00000005301
calidris_pugnax ENSCPUG00000002182
gallus_gallus ENSGALG00000037632
coturnix_japonica ENSCJPG00005019074
numida_meleagris ENSNMEG00000022327
cyanistes_caeruleus ENSCCEG00000005175
nothoprocta_perdicaria ENSNPEG00000007122
crocodylus_porosus ENSCPRG00005003775
chelonoidis_abingdonii ENSCABG00000006858
gopherus_agassizii ENSGAGG00000001836
chrysemys_picta_bellii ENSCPBG00000020792
pelodiscus_sinensis ENSPSIG00000010273
sphenodon_punctatus ENSSPUG00000007215
xenopus_tropicalis ENSXETG00000002909
latimeria_chalumnae ENSLACG00000016555
fundulus_heteroclitus ENSFHEG00000001358
cyprinodon_variegatus ENSCVAG00000002011
poecilia_formosa ENSPFOG00000017570
poecilia_latipinna ENSPLAG00000007017
poecilia_mexicana ENSPMEG00000012972
poecilia_reticulata ENSPREG00000013637
xiphophorus_maculatus ENSXMAG00000029778
xiphophorus_couchianus ENSXCOG00000001187
gambusia_affinis ENSGAFG00000018692
kryptolebias_marmoratus ENSKMAG00000013335
scophthalmus_maximus ENSSMAG00000013068
cynoglossus_semilaevis ENSCSEG00000006924
oryzias_latipes_asm223467v1 ENSORLG00000029254
oryzias_latipes_asm223471v1 ENSORLG00020005058
oryzias_latipes_asm223469v1 ENSORLG00015001150
oryzias_melastigma ENSOMEG00000023684
takifugu_rubripes ENSTRUG00000011900
labrus_bergylta ENSLBEG00000007839
gasterosteus_aculeatus ENSGACG00000011301
monopterus_albus ENSMALG00000021085
mastacembelus_armatus ENSMAMG00000000268
anabas_testudineus ENSATEG00000004137
amphiprion_percula ENSAPEG00000010034
amphiprion_ocellaris ENSAOCG00000019036
acanthochromis_polyacanthus ENSAPOG00000021055
stegastes_partitus ENSSPAG00000000382
maylandia_zebra ENSMZEG00005014813
astatotilapia_calliptera ENSACLG00000007931
haplochromis_burtoni ENSHBUG00000016151
pundamilia_nyererei ENSPNYG00000004833
neolamprologus_brichardi ENSNBRG00000011000
oreochromis_niloticus ENSONIG00000000995
amphilophus_citrinellus ENSACIG00000016474
seriola_lalandi_dorsalis ENSSLDG00000021573
seriola_dumerili ENSSDUG00000009444
periophthalmus_magnuspinnatus ENSPMGG00000003076
gadus_morhua ENSGMOG00000009141
esox_lucius ENSELUG00000021339
pygocentrus_nattereri ENSPNAG00000005935
astyanax_mexicanus ENSAMXG00000002155
ictalurus_punctatus ENSIPUG00000023704
danio_rerio ENSDARG00000019835
scleropages_formosus ENSSFOG00015020460
paramormyrops_kingsleyae ENSPKIG00000009809
paramormyrops_kingsleyae ENSPKIG00000007364
scleropages_formosus ENSSFOG00015002556
lepisosteus_oculatus ENSLOCG00000014000
hippocampus_comes ENSHCOG00000013833
petromyzon_marinus ENSPMAG00000000997
