gasterosteus_aculeatus ENSGACG00000019735
nothoprocta_perdicaria ENSNPEG00000009463
crocodylus_porosus ENSCPRG00005013436
gopherus_agassizii ENSGAGG00000011442
chelonoidis_abingdonii ENSCABG00000010503
chrysemys_picta_bellii ENSCPBG00000026178
pelodiscus_sinensis ENSPSIG00000014068
anolis_carolinensis ENSACAG00000002606
pogona_vitticeps ENSPVIG00000000324
notechis_scutatus ENSNSUG00000015689
salvator_merianae ENSSMRG00000014173
sphenodon_punctatus ENSSPUG00000007844
phascolarctos_cinereus ENSPCIG00000027791
notamacropus_eugenii ENSMEUG00000016045
sarcophilus_harrisii ENSSHAG00000012141
monodelphis_domestica ENSMODG00000002734
pan_troglodytes ENSPTRG00000011959
pan_paniscus ENSPPAG00000031846
homo_sapiens ENSG00000115464
gorilla_gorilla ENSGGOG00000014575
pongo_abelii ENSPPYG00000012384
nomascus_leucogenys ENSNLEG00000009598
macaca_mulatta ENSMMUG00000008098
macaca_nemestrina ENSMNEG00000039067
macaca_fascicularis ENSMFAG00000043581
theropithecus_gelada ENSTGEG00000008561
papio_anubis ENSPANG00000025375
cercocebus_atys ENSCATG00000042180
mandrillus_leucophaeus ENSMLEG00000040976
chlorocebus_sabaeus ENSCSAG00000014580
piliocolobus_tephrosceles ENSPTEG00000017456
colobus_angolensis_palliatus ENSCANG00000009438
rhinopithecus_roxellana ENSRROG00000043473
rhinopithecus_bieti ENSRBIG00000025559
cebus_capucinus_imitator ENSCCAG00000025282
saimiri_boliviensis_boliviensis ENSSBOG00000034202
callithrix_jacchus ENSCJAG00000044195
aotus_nancymaae ENSANAG00000028238
carlito_syrichta ENSTSYG00000006659
microcebus_murinus ENSMICG00000007137
propithecus_coquereli ENSPCOG00000019384
prolemur_simus ENSPSMG00000014044
otolemur_garnettii ENSOGAG00000012908
tupaia_belangeri ENSTBEG00000010399
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003393
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007432
fukomys_damarensis ENSFDAG00000011709
octodon_degus ENSODEG00000011790
chinchilla_lanigera ENSCLAG00000010299
cavia_porcellus ENSCPOG00000004796
cavia_aperea ENSCAPG00000015384
ictidomys_tridecemlineatus ENSSTOG00000007744
urocitellus_parryii ENSUPAG00010011360
spermophilus_dauricus ENSSDAG00000014976
marmota_marmota_marmota ENSMMMG00000006722
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056342
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016980
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016137
mus_spicilegus ENSMSIG00000016975
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016753
rattus_norvegicus ENSRNOG00000051889
meriones_unguiculatus ENSMUGG00000005885
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006322
cricetulus_griseus_crigri_1.0 ENSCGRG00000007198
cricetulus_griseus_crigri-picr ENSCGRG00015027621
mesocricetus_auratus ENSMAUG00000015413
peromyscus_maniculatus_bairdii ENSPEMG00000013241
microtus_ochrogaster ENSMOCG00000002256
nannospalax_galili ENSNGAG00000023618
jaculus_jaculus ENSJJAG00000012692
dipodomys_ordii ENSDORG00000012062
oryctolagus_cuniculus ENSOCUG00000017819
ochotona_princeps ENSOPRG00000011159
pteropus_vampyrus ENSPVAG00000002525
myotis_lucifugus ENSMLUG00000003414
ursus_maritimus ENSUMAG00000019333
ursus_americanus ENSUAMG00000017708
ailuropoda_melanoleuca ENSAMEG00000018249
neovison_vison ENSNVIG00000012085
mustela_putorius_furo ENSMPUG00000005248
canis_lupus_familiaris ENSCAFG00000003007
canis_lupus_dingo ENSCAFG00020026887
vulpes_vulpes ENSVVUG00000010616
panthera_pardus ENSPPRG00000024570
panthera_tigris_altaica ENSPTIG00000016516
felis_catus ENSFCAG00000009478
bos_taurus ENSBTAG00000006027
bos_mutus ENSBMUG00000026397
bison_bison_bison ENSBBBG00000004065
ovis_aries ENSOARG00000020221
capra_hircus ENSCHIG00000015071
tursiops_truncatus ENSTTRG00000013368
sus_scrofa ENSSSCG00000008382
vicugna_pacos ENSVPAG00000011437
equus_caballus ENSECAG00000022272
equus_asinus_asinus ENSEASG00005002220
sorex_araneus ENSSARG00000003839
erinaceus_europaeus ENSEEUG00000009008
dasypus_novemcinctus ENSDNOG00000003767
choloepus_hoffmanni ENSCHOG00000005285
loxodonta_africana ENSLAFG00000016317
procavia_capensis ENSPCAG00000015252
echinops_telfairi ENSETEG00000016613
ornithorhynchus_anatinus ENSOANG00000012415
xenopus_tropicalis ENSXETG00000002218
latimeria_chalumnae ENSLACG00000018363
petromyzon_marinus ENSPMAG00000001292
eptatretus_burgeri ENSEBUG00000017025
eptatretus_burgeri ENSEBUG00000008303
