ovis_aries ENSOARG00000014748
mus_spicilegus ENSMSIG00000020552
cricetulus_griseus_crigri-picr ENSCGRG00015004107
cricetulus_griseus_crigri-picr ENSCGRG00015009374
cricetulus_griseus_crigri-picr ENSCGRG00015004063
cricetulus_griseus_crigri-picr ENSCGRG00015004007
urocitellus_parryii ENSUPAG00010004973
spermophilus_dauricus ENSSDAG00000006858
tupaia_belangeri ENSTBEG00000001116
loxodonta_africana ENSLAFG00000016560
loxodonta_africana ENSLAFG00000023098
echinops_telfairi ENSETEG00000003571
dasypus_novemcinctus ENSDNOG00000044022
dasypus_novemcinctus ENSDNOG00000039784
choloepus_hoffmanni ENSCHOG00000002476
ornithorhynchus_anatinus ENSOANG00000020279
