lepidothrix_coronata ENSLCOG00000014975
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020517
mus_spicilegus ENSMSIG00000029976
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019620
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030636
rattus_norvegicus ENSRNOG00000014310
meriones_unguiculatus ENSMUGG00000020787
cricetulus_griseus_crigri-picr ENSCGRG00015028522
cricetulus_griseus_crigri_1.0 ENSCGRG00000014577
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005411
mesocricetus_auratus ENSMAUG00000001703
microtus_ochrogaster ENSMOCG00000020795
peromyscus_maniculatus_bairdii ENSPEMG00000016034
nannospalax_galili ENSNGAG00000014914
jaculus_jaculus ENSJJAG00000023106
chinchilla_lanigera ENSCLAG00000003942
octodon_degus ENSODEG00000010423
cavia_porcellus ENSCPOG00000009886
cavia_aperea ENSCAPG00000010556
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000545
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002256
fukomys_damarensis ENSFDAG00000016438
oryctolagus_cuniculus ENSOCUG00000013379
ochotona_princeps ENSOPRG00000006625
tupaia_belangeri ENSTBEG00000001003
pteropus_vampyrus ENSPVAG00000005041
myotis_lucifugus ENSMLUG00000013072
equus_asinus_asinus ENSEASG00005022148
equus_caballus ENSECAG00000006696
ursus_maritimus ENSUMAG00000023281
ursus_americanus ENSUAMG00000019168
ailuropoda_melanoleuca ENSAMEG00000016608
neovison_vison ENSNVIG00000018405
mustela_putorius_furo ENSMPUG00000011315
canis_lupus_familiaris ENSCAFG00000005865
canis_lupus_dingo ENSCAFG00020022675
vulpes_vulpes ENSVVUG00000013599
panthera_pardus ENSPPRG00000008595
panthera_tigris_altaica ENSPTIG00000009014
felis_catus ENSFCAG00000007231
bos_taurus ENSBTAG00000007066
bos_mutus ENSBMUG00000018813
bison_bison_bison ENSBBBG00000018791
capra_hircus ENSCHIG00000014959
ovis_aries ENSOARG00000004561
tursiops_truncatus ENSTTRG00000002571
vicugna_pacos ENSVPAG00000005458
sus_scrofa ENSSSCG00000009524
erinaceus_europaeus ENSEEUG00000007601
echinops_telfairi ENSETEG00000014641
procavia_capensis ENSPCAG00000014827
dasypus_novemcinctus ENSDNOG00000010389
choloepus_hoffmanni ENSCHOG00000009761
ornithorhynchus_anatinus ENSOANG00000011304
xenopus_tropicalis ENSXETG00000020677
latimeria_chalumnae ENSLACG00000011639
pygocentrus_nattereri ENSPNAG00000012786
astyanax_mexicanus ENSAMXG00000002316
ictalurus_punctatus ENSIPUG00000013937
danio_rerio ENSDARG00000020447
seriola_dumerili ENSSDUG00000009172
seriola_lalandi_dorsalis ENSSLDG00000010130
scophthalmus_maximus ENSSMAG00000003571
mastacembelus_armatus ENSMAMG00000018093
monopterus_albus ENSMALG00000002836
anabas_testudineus ENSATEG00000006380
cynoglossus_semilaevis ENSCSEG00000005050
tetraodon_nigroviridis ENSTNIG00000014978
takifugu_rubripes ENSTRUG00000011988
mola_mola ENSMMOG00000019756
labrus_bergylta ENSLBEG00000022267
gasterosteus_aculeatus ENSGACG00000001904
xiphophorus_maculatus ENSXMAG00000013374
xiphophorus_couchianus ENSXCOG00000018597
gambusia_affinis ENSGAFG00000021176
poecilia_formosa ENSPFOG00000012198
poecilia_latipinna ENSPLAG00000008576
poecilia_mexicana ENSPMEG00000020865
poecilia_reticulata ENSPREG00000005934
fundulus_heteroclitus ENSFHEG00000010801
cyprinodon_variegatus ENSCVAG00000022099
kryptolebias_marmoratus ENSKMAG00000003865
oryzias_latipes_asm223469v1 ENSORLG00015017088
oryzias_latipes_asm223467v1 ENSORLG00000011103
oryzias_latipes_asm223471v1 ENSORLG00020013929
oryzias_melastigma ENSOMEG00000014194
astatotilapia_calliptera ENSACLG00000026491
maylandia_zebra ENSMZEG00005021627
pundamilia_nyererei ENSPNYG00000011631
neolamprologus_brichardi ENSNBRG00000001159
haplochromis_burtoni ENSHBUG00000011650
oreochromis_niloticus ENSONIG00000006791
amphilophus_citrinellus ENSACIG00000020654
amphiprion_percula ENSAPEG00000003988
amphiprion_ocellaris ENSAOCG00000024135
acanthochromis_polyacanthus ENSAPOG00000021700
stegastes_partitus ENSSPAG00000007398
hippocampus_comes ENSHCOG00000000552
periophthalmus_magnuspinnatus ENSPMGG00000016932
gadus_morhua ENSGMOG00000019588
esox_lucius ENSELUG00000011432
scleropages_formosus ENSSFOG00015007104
paramormyrops_kingsleyae ENSPKIG00000014284
lepisosteus_oculatus ENSLOCG00000002966
eptatretus_burgeri ENSEBUG00000008795
petromyzon_marinus ENSPMAG00000009325
caenorhabditis_elegans_strain_n2 WBGene00018175
