junco_hyemalis ENSJHYG00000005285
chlorocebus_sabaeus ENSCSAG00000009433
cebus_capucinus_imitator ENSCCAG00000026674
saimiri_boliviensis_boliviensis ENSSBOG00000019773
callithrix_jacchus ENSCJAG00000046776
callithrix_jacchus ENSCJAG00000042645
callithrix_jacchus ENSCJAG00000040534
aotus_nancymaae ENSANAG00000028675
carlito_syrichta ENSTSYG00000027133
carlito_syrichta ENSTSYG00000036774
propithecus_coquereli ENSPCOG00000020772
prolemur_simus ENSPSMG00000011720
microcebus_murinus ENSMICG00000017100
otolemur_garnettii ENSOGAG00000001243
castor_canadensis ENSCCNG00000030613
dipodomys_ordii ENSDORG00000014370
mus_spicilegus ENSMSIG00000029170
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031090
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031857
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030749
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013944
rattus_norvegicus ENSRNOG00000020736
meriones_unguiculatus ENSMUGG00000020574
cricetulus_griseus_crigri_1.0 ENSCGRG00000000241
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009314
cricetulus_griseus_crigri-picr ENSCGRG00015022118
mesocricetus_auratus ENSMAUG00000018638
microtus_ochrogaster ENSMOCG00000015097
peromyscus_maniculatus_bairdii ENSPEMG00000003580
nannospalax_galili ENSNGAG00000000715
jaculus_jaculus ENSJJAG00000012419
urocitellus_parryii ENSUPAG00010021674
ictidomys_tridecemlineatus ENSSTOG00000001522
spermophilus_dauricus ENSSDAG00000022546
marmota_marmota_marmota ENSMMMG00000004190
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008016
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010490
fukomys_damarensis ENSFDAG00000013005
chinchilla_lanigera ENSCLAG00000016090
octodon_degus ENSODEG00000017514
cavia_porcellus ENSCPOG00000015147
cavia_aperea ENSCAPG00000000332
tupaia_belangeri ENSTBEG00000013118
ursus_maritimus ENSUMAG00000007000
loxodonta_africana ENSLAFG00000030417
echinops_telfairi ENSETEG00000013111
procavia_capensis ENSPCAG00000008198
dasypus_novemcinctus ENSDNOG00000004407
myotis_lucifugus ENSMLUG00000017731
pteropus_vampyrus ENSPVAG00000013090
equus_asinus_asinus ENSEASG00005011055
equus_caballus ENSECAG00000023476
ovis_aries ENSOARG00000001571
capra_hircus ENSCHIG00000007275
bos_mutus ENSBMUG00000010489
bos_taurus ENSBTAG00000016470
bison_bison_bison ENSBBBG00000006985
tursiops_truncatus ENSTTRG00000005810
sus_scrofa ENSSSCG00000012859
canis_lupus_familiaris ENSCAFG00000010388
canis_lupus_dingo ENSCAFG00020016999
vulpes_vulpes ENSVVUG00000003498
panthera_pardus ENSPPRG00000025032
felis_catus ENSFCAG00000004116
ursus_americanus ENSUAMG00000019442
ailuropoda_melanoleuca ENSAMEG00000007497
neovison_vison ENSNVIG00000009952
neovison_vison ENSNVIG00000009913
mustela_putorius_furo ENSMPUG00000008127
mustela_putorius_furo ENSMPUG00000004904
ursus_maritimus ENSUMAG00000007007
panthera_tigris_altaica ENSPTIG00000007665
neovison_vison ENSNVIG00000008754
poecilia_mexicana ENSPMEG00000011808
poecilia_mexicana ENSPMEG00000000603
xiphophorus_couchianus ENSXCOG00000014986
poecilia_mexicana ENSPMEG00000018476
poecilia_formosa ENSPFOG00000002619
poecilia_latipinna ENSPLAG00000011707
poecilia_reticulata ENSPREG00000022367
xiphophorus_maculatus ENSXMAG00000022550
xiphophorus_couchianus ENSXCOG00000003857
gambusia_affinis ENSGAFG00000003452
fundulus_heteroclitus ENSFHEG00000015241
cyprinodon_variegatus ENSCVAG00000018739
kryptolebias_marmoratus ENSKMAG00000012135
pundamilia_nyererei ENSPNYG00000019946
maylandia_zebra ENSMZEG00005002498
haplochromis_burtoni ENSHBUG00000022195
astatotilapia_calliptera ENSACLG00000000412
oreochromis_niloticus ENSONIG00000003446
neolamprologus_brichardi ENSNBRG00000001182
amphilophus_citrinellus ENSACIG00000008223
mastacembelus_armatus ENSMAMG00000011586
monopterus_albus ENSMALG00000012470
anabas_testudineus ENSATEG00000012923
seriola_dumerili ENSSDUG00000013776
seriola_lalandi_dorsalis ENSSLDG00000015331
scophthalmus_maximus ENSSMAG00000016657
mola_mola ENSMMOG00000015311
tetraodon_nigroviridis ENSTNIG00000003408
hippocampus_comes ENSHCOG00000001454
labrus_bergylta ENSLBEG00000014301
takifugu_rubripes ENSTRUG00000024570
labrus_bergylta ENSLBEG00000014358
takifugu_rubripes ENSTRUG00000006650
labrus_bergylta ENSLBEG00000028647
gasterosteus_aculeatus ENSGACG00000014530
amphiprion_percula ENSAPEG00000003083
amphiprion_ocellaris ENSAOCG00000006673
acanthochromis_polyacanthus ENSAPOG00000007854
stegastes_partitus ENSSPAG00000009042
cynoglossus_semilaevis ENSCSEG00000007556
oryzias_latipes_asm223467v1 ENSORLG00000019547
oryzias_latipes_asm223469v1 ENSORLG00015011487
oryzias_melastigma ENSOMEG00000002492
periophthalmus_magnuspinnatus ENSPMGG00000003765
gadus_morhua ENSGMOG00000000357
esox_lucius ENSELUG00000021225
pygocentrus_nattereri ENSPNAG00000022104
astyanax_mexicanus ENSAMXG00000009740
ictalurus_punctatus ENSIPUG00000019689
danio_rerio ENSDARG00000101378
scleropages_formosus ENSSFOG00015005980
paramormyrops_kingsleyae ENSPKIG00000022645
lepisosteus_oculatus ENSLOCG00000005029
ornithorhynchus_anatinus ENSOANG00000032025
astyanax_mexicanus ENSAMXG00000033181
eptatretus_burgeri ENSEBUG00000003929
ciona_intestinalis ENSCING00000008813
drosophila_melanogaster FBgn0030512
caenorhabditis_elegans_strain_n2 WBGene00007698
saccharomyces_cerevisiae_strain_s288c YHR074W
