amphiprion_ocellaris ENSAOCG00000014511
rhinopithecus_bieti ENSRBIG00000027467
theropithecus_gelada ENSTGEG00000008822
papio_anubis ENSPANG00000006093
mandrillus_leucophaeus ENSMLEG00000042809
macaca_mulatta ENSMMUG00000030824
macaca_fascicularis ENSMFAG00000043104
cercocebus_atys ENSCATG00000011551
chlorocebus_sabaeus ENSCSAG00000014646
saimiri_boliviensis_boliviensis ENSSBOG00000032499
cebus_capucinus_imitator ENSCCAG00000021063
callithrix_jacchus ENSCJAG00000008693
aotus_nancymaae ENSANAG00000030463
tupaia_belangeri ENSTBEG00000011098
ursus_americanus ENSUAMG00000017872
urocitellus_parryii ENSUPAG00010023042
otolemur_garnettii ENSOGAG00000029292
prolemur_simus ENSPSMG00000013664
cavia_porcellus ENSCPOG00000002088
octodon_degus ENSODEG00000018975
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012533
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021123
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000766
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009568
fukomys_damarensis ENSFDAG00000013202
castor_canadensis ENSCCNG00000030301
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006482
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009776
chinchilla_lanigera ENSCLAG00000013262
mus_spicilegus ENSMSIG00000031866
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016975
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016132
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016757
nannospalax_galili ENSNGAG00000019828
microtus_ochrogaster ENSMOCG00000006391
jaculus_jaculus ENSJJAG00000006007
dipodomys_ordii ENSDORG00000001166
ictidomys_tridecemlineatus ENSSTOG00000015062
marmota_marmota_marmota ENSMMMG00000006529
spermophilus_dauricus ENSSDAG00000014580
rattus_norvegicus ENSRNOG00000009281
meriones_unguiculatus ENSMUGG00000006178
cricetulus_griseus_crigri_1.0 ENSCGRG00000010970
cricetulus_griseus_crigri-picr ENSCGRG00015027697
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007842
mesocricetus_auratus ENSMAUG00000010569
peromyscus_maniculatus_bairdii ENSPEMG00000008857
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000098650
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051355
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016974
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016130
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016758
nannospalax_galili ENSNGAG00000012948
spermophilus_dauricus ENSSDAG00000018082
marmota_marmota_marmota ENSMMMG00000022846
capra_hircus ENSCHIG00000017790
ovis_aries ENSOARG00000020137
bos_taurus ENSBTAG00000019867
bos_mutus ENSBMUG00000026275
bison_bison_bison ENSBBBG00000016189
sus_scrofa ENSSSCG00000008376
ailuropoda_melanoleuca ENSAMEG00000008249
ursus_americanus ENSUAMG00000019102
ursus_maritimus ENSUMAG00000020922
neovison_vison ENSNVIG00000011903
mustela_putorius_furo ENSMPUG00000005842
canis_lupus_familiaris ENSCAFG00000003090
canis_lupus_dingo ENSCAFG00020026920
vulpes_vulpes ENSVVUG00000012078
panthera_tigris_altaica ENSPTIG00000008560
panthera_pardus ENSPPRG00000024784
felis_catus ENSFCAG00000027737
equus_caballus ENSECAG00000016963
equus_asinus_asinus ENSEASG00005007231
dasypus_novemcinctus ENSDNOG00000003765
carlito_syrichta ENSTSYG00000000812
carlito_syrichta ENSTSYG00000032704
ochotona_princeps ENSOPRG00000013939
sorex_araneus ENSSARG00000009843
echinops_telfairi ENSETEG00000006933
procavia_capensis ENSPCAG00000000233
ailuropoda_melanoleuca ENSAMEG00000018846
phascolarctos_cinereus ENSPCIG00000024929
notamacropus_eugenii ENSMEUG00000003781
sarcophilus_harrisii ENSSHAG00000005803
monodelphis_domestica ENSMODG00000002887
ornithorhynchus_anatinus ENSOANG00000012420
xenopus_tropicalis ENSXETG00000002235
latimeria_chalumnae ENSLACG00000017947
lepisosteus_oculatus ENSLOCG00000016086
periophthalmus_magnuspinnatus ENSPMGG00000016177
hippocampus_comes ENSHCOG00000009708
petromyzon_marinus ENSPMAG00000000808
