heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005108
phascolarctos_cinereus ENSPCIG00000012947
notamacropus_eugenii ENSMEUG00000001510
monodelphis_domestica ENSMODG00000003568
sarcophilus_harrisii ENSSHAG00000008083
pogona_vitticeps ENSPVIG00000014593
notechis_scutatus ENSNSUG00000005922
salvator_merianae ENSSMRG00000008035
sphenodon_punctatus ENSSPUG00000010387
taeniopygia_guttata ENSTGUG00000001064
lonchura_striata_domestica ENSLSDG00000002743
serinus_canaria ENSSCAG00000011874
junco_hyemalis ENSJHYG00000005841
ficedula_albicollis ENSFALG00000014947
cyanistes_caeruleus ENSCCEG00000005354
parus_major ENSPMJG00000011716
manacus_vitellinus ENSMVIG00005019422
lepidothrix_coronata ENSLCOG00000002665
nothoprocta_perdicaria ENSNPEG00000003177
dromaius_novaehollandiae ENSDNVG00000011824
apteryx_owenii ENSAOWG00000004068
apteryx_haastii ENSAHAG00000013180
apteryx_rowi ENSARWG00000009841
anser_brachyrhynchus ENSABRG00000005372
anas_platyrhynchos_platyrhynchos ENSAPLG00000011078
meleagris_gallopavo ENSMGAG00000004970
coturnix_japonica ENSCJPG00005011608
gallus_gallus ENSGALG00000033270
numida_meleagris ENSNMEG00000003897
calidris_pygmaea ENSCPGG00000007667
calidris_pugnax ENSCPUG00000015629
melopsittacus_undulatus ENSMUNG00000007726
crocodylus_porosus ENSCPRG00005015744
zonotrichia_albicollis ENSZALG00000007281
gopherus_agassizii ENSGAGG00000001494
chelonoidis_abingdonii ENSCABG00000016263
chrysemys_picta_bellii ENSCPBG00000012909
pelodiscus_sinensis ENSPSIG00000010574
takifugu_rubripes ENSTRUG00000008305
tetraodon_nigroviridis ENSTNIG00000010061
mola_mola ENSMMOG00000008301
gasterosteus_aculeatus ENSGACG00000008588
labrus_bergylta ENSLBEG00000002337
monopterus_albus ENSMALG00000019449
mastacembelus_armatus ENSMAMG00000003711
anabas_testudineus ENSATEG00000014754
amphiprion_percula ENSAPEG00000004647
amphiprion_ocellaris ENSAOCG00000007972
acanthochromis_polyacanthus ENSAPOG00000023285
stegastes_partitus ENSSPAG00000003451
xiphophorus_maculatus ENSXMAG00000029323
xiphophorus_couchianus ENSXCOG00000003648
gambusia_affinis ENSGAFG00000014334
poecilia_formosa ENSPFOG00000022990
poecilia_latipinna ENSPLAG00000023919
poecilia_mexicana ENSPMEG00000021531
poecilia_reticulata ENSPREG00000015329
cyprinodon_variegatus ENSCVAG00000007339
fundulus_heteroclitus ENSFHEG00000014873
kryptolebias_marmoratus ENSKMAG00000006395
oryzias_latipes_asm223467v1 ENSORLG00000007895
oryzias_latipes_asm223471v1 ENSORLG00020015781
oryzias_latipes_asm223469v1 ENSORLG00015011591
oryzias_melastigma ENSOMEG00000000060
astatotilapia_calliptera ENSACLG00000024633
maylandia_zebra ENSMZEG00005016993
pundamilia_nyererei ENSPNYG00000018747
haplochromis_burtoni ENSHBUG00000015541
neolamprologus_brichardi ENSNBRG00000003726
oreochromis_niloticus ENSONIG00000012638
amphilophus_citrinellus ENSACIG00000005226
seriola_dumerili ENSSDUG00000008115
seriola_lalandi_dorsalis ENSSLDG00000025185
scophthalmus_maximus ENSSMAG00000021197
hippocampus_comes ENSHCOG00000008042
hippocampus_comes ENSHCOG00000007957
hippocampus_comes ENSHCOG00000008013
cynoglossus_semilaevis ENSCSEG00000018611
periophthalmus_magnuspinnatus ENSPMGG00000016004
gadus_morhua ENSGMOG00000015269
esox_lucius ENSELUG00000012419
pygocentrus_nattereri ENSPNAG00000016708
astyanax_mexicanus ENSAMXG00000029834
ictalurus_punctatus ENSIPUG00000005435
danio_rerio ENSDARG00000053876
scleropages_formosus ENSSFOG00015020822
paramormyrops_kingsleyae ENSPKIG00000019593
lepisosteus_oculatus ENSLOCG00000001457
xenopus_tropicalis ENSXETG00000030062
latimeria_chalumnae ENSLACG00000005947
ornithorhynchus_anatinus ENSOANG00000005746
crocodylus_porosus ENSCPRG00005013185
gopherus_agassizii ENSGAGG00000008817
anolis_carolinensis ENSACAG00000027766
pogona_vitticeps ENSPVIG00000022593
notechis_scutatus ENSNSUG00000002418
salvator_merianae ENSSMRG00000006685
meleagris_gallopavo ENSMGAG00000000852
coturnix_japonica ENSCJPG00005006106
gallus_gallus ENSGALG00000027742
numida_meleagris ENSNMEG00000007742
anser_brachyrhynchus ENSABRG00000005933
anas_platyrhynchos_platyrhynchos ENSAPLG00000009942
petromyzon_marinus ENSPMAG00000009426
eptatretus_burgeri ENSEBUG00000007812
