seriola_lalandi_dorsalis ENSSLDG00000012102
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009873
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008651
fukomys_damarensis ENSFDAG00000012104
castor_canadensis ENSCCNG00000020211
dipodomys_ordii ENSDORG00000012332
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038679
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020676
mus_spicilegus ENSMSIG00000029127
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019779
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019789
rattus_norvegicus ENSRNOG00000024998
meriones_unguiculatus ENSMUGG00000006914
microtus_ochrogaster ENSMOCG00000004602
mesocricetus_auratus ENSMAUG00000019278
peromyscus_maniculatus_bairdii ENSPEMG00000008626
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015890
cricetulus_griseus_crigri-picr ENSCGRG00015026482
cricetulus_griseus_crigri_1.0 ENSCGRG00000013810
cricetulus_griseus_crigri_1.0 ENSCGRG00000016684
nannospalax_galili ENSNGAG00000001741
jaculus_jaculus ENSJJAG00000021617
oryctolagus_cuniculus ENSOCUG00000002966
propithecus_coquereli ENSPCOG00000025448
microcebus_murinus ENSMICG00000011103
prolemur_simus ENSPSMG00000022518
otolemur_garnettii ENSOGAG00000005076
pan_troglodytes ENSPTRG00000020519
pan_paniscus ENSPPAG00000038552
homo_sapiens ENSG00000104447
gorilla_gorilla ENSGGOG00000004993
pongo_abelii ENSPPYG00000018829
nomascus_leucogenys ENSNLEG00000004770
macaca_nemestrina ENSMNEG00000042015
macaca_fascicularis ENSMFAG00000036446
macaca_mulatta ENSMMUG00000003435
chlorocebus_sabaeus ENSCSAG00000010958
cercocebus_atys ENSCATG00000035927
mandrillus_leucophaeus ENSMLEG00000041319
papio_anubis ENSPANG00000015082
theropithecus_gelada ENSTGEG00000007099
piliocolobus_tephrosceles ENSPTEG00000034855
colobus_angolensis_palliatus ENSCANG00000040892
rhinopithecus_roxellana ENSRROG00000042053
rhinopithecus_bieti ENSRBIG00000041118
cebus_capucinus_imitator ENSCCAG00000027398
saimiri_boliviensis_boliviensis ENSSBOG00000023985
callithrix_jacchus ENSCJAG00000005928
aotus_nancymaae ENSANAG00000035747
tupaia_belangeri ENSTBEG00000010898
mustela_putorius_furo ENSMPUG00000000980
neovison_vison ENSNVIG00000006947
ursus_maritimus ENSUMAG00000020423
ursus_americanus ENSUAMG00000020344
ailuropoda_melanoleuca ENSAMEG00000011636
canis_lupus_dingo ENSCAFG00020004107
canis_lupus_familiaris ENSCAFG00000000810
vulpes_vulpes ENSVVUG00000015285
panthera_tigris_altaica ENSPTIG00000017329
panthera_pardus ENSPPRG00000024926
felis_catus ENSFCAG00000013890
erinaceus_europaeus ENSEEUG00000012965
pteropus_vampyrus ENSPVAG00000006705
myotis_lucifugus ENSMLUG00000001813
equus_asinus_asinus ENSEASG00005023145
equus_caballus ENSECAG00000017249
ovis_aries ENSOARG00000010810
capra_hircus ENSCHIG00000015490
bos_mutus ENSBMUG00000016228
bos_taurus ENSBTAG00000017694
bison_bison_bison ENSBBBG00000003292
tursiops_truncatus ENSTTRG00000017006
vicugna_pacos ENSVPAG00000002166
sus_scrofa ENSSSCG00000006018
sorex_araneus ENSSARG00000002026
dasypus_novemcinctus ENSDNOG00000015022
choloepus_hoffmanni ENSCHOG00000006466
procavia_capensis ENSPCAG00000003215
echinops_telfairi ENSETEG00000014451
loxodonta_africana ENSLAFG00000001260
ornithorhynchus_anatinus ENSOANG00000008749
anas_platyrhynchos_platyrhynchos ENSAPLG00000009857
anser_brachyrhynchus ENSABRG00000014177
coturnix_japonica ENSCJPG00005005268
meleagris_gallopavo ENSMGAG00000012464
gallus_gallus ENSGALG00000031700
numida_meleagris ENSNMEG00000007283
lepidothrix_coronata ENSLCOG00000008378
manacus_vitellinus ENSMVIG00005012910
lonchura_striata_domestica ENSLSDG00000004408
taeniopygia_guttata ENSTGUG00000012298
serinus_canaria ENSSCAG00000006431
junco_hyemalis ENSJHYG00000007877
zonotrichia_albicollis ENSZALG00000014131
ficedula_albicollis ENSFALG00000002296
cyanistes_caeruleus ENSCCEG00000007890
parus_major ENSPMJG00000011066
melopsittacus_undulatus ENSMUNG00000004795
calidris_pugnax ENSCPUG00000007199
calidris_pygmaea ENSCPGG00000011896
apteryx_owenii ENSAOWG00000013071
apteryx_haastii ENSAHAG00000006405
apteryx_rowi ENSARWG00000008359
nothoprocta_perdicaria ENSNPEG00000004559
dromaius_novaehollandiae ENSDNVG00000008950
crocodylus_porosus ENSCPRG00005007350
chelonoidis_abingdonii ENSCABG00000009757
gopherus_agassizii ENSGAGG00000023436
chrysemys_picta_bellii ENSCPBG00000001661
pelodiscus_sinensis ENSPSIG00000014014
anolis_carolinensis ENSACAG00000011161
pogona_vitticeps ENSPVIG00000025283
notechis_scutatus ENSNSUG00000012285
salvator_merianae ENSSMRG00000021420
sphenodon_punctatus ENSSPUG00000007701
xenopus_tropicalis ENSXETG00000016286
latimeria_chalumnae ENSLACG00000005428
lepisosteus_oculatus ENSLOCG00000003316
eptatretus_burgeri ENSEBUG00000012069
