tetraodon_nigroviridis ENSTNIG00000013336
anas_platyrhynchos_platyrhynchos ENSAPLG00000030688
coturnix_japonica ENSCJPG00005001320
gallus_gallus ENSGALG00000042949
meleagris_gallopavo ENSMGAG00000011826
parus_major ENSPMJG00000005964
cyanistes_caeruleus ENSCCEG00000018734
serinus_canaria ENSSCAG00000010591
lonchura_striata_domestica ENSLSDG00000005873
junco_hyemalis ENSJHYG00000012142
zonotrichia_albicollis ENSZALG00000013113
ficedula_albicollis ENSFALG00000001209
lepidothrix_coronata ENSLCOG00000010194
manacus_vitellinus ENSMVIG00005013323
calidris_pugnax ENSCPUG00000000544
calidris_pygmaea ENSCPGG00000009762
melopsittacus_undulatus ENSMUNG00000005041
apteryx_haastii ENSAHAG00000014809
apteryx_rowi ENSARWG00000009953
apteryx_owenii ENSAOWG00000019105
dromaius_novaehollandiae ENSDNVG00000003919
nothoprocta_perdicaria ENSNPEG00000011846
spermophilus_dauricus ENSSDAG00000024342
ictidomys_tridecemlineatus ENSSTOG00000034415
urocitellus_parryii ENSUPAG00010019938
marmota_marmota_marmota ENSMMMG00000003336
castor_canadensis ENSCCNG00000027292
cavia_aperea ENSCAPG00000012628
cavia_porcellus ENSCPOG00000033800
octodon_degus ENSODEG00000017257
chinchilla_lanigera ENSCLAG00000002984
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014053
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018156
fukomys_damarensis ENSFDAG00000018515
peromyscus_maniculatus_bairdii ENSPEMG00000023565
microtus_ochrogaster ENSMOCG00000022738
cricetulus_griseus_crigri-picr ENSCGRG00015000422
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031715
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054612
mus_spicilegus ENSMSIG00000025017
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030604
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013809
rattus_norvegicus ENSRNOG00000016038
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004521
cricetulus_griseus_crigri_1.0 ENSCGRG00000000754
mesocricetus_auratus ENSMAUG00000003180
meriones_unguiculatus ENSMUGG00000026701
nannospalax_galili ENSNGAG00000023006
jaculus_jaculus ENSJJAG00000023187
oryctolagus_cuniculus ENSOCUG00000017909
ochotona_princeps ENSOPRG00000000848
tupaia_belangeri ENSTBEG00000005509
gorilla_gorilla ENSGGOG00000016674
homo_sapiens ENSG00000170430
pan_paniscus ENSPPAG00000027616
pan_troglodytes ENSPTRG00000003057
pongo_abelii ENSPPYG00000002765
nomascus_leucogenys ENSNLEG00000001509
macaca_fascicularis ENSMFAG00000003124
macaca_mulatta ENSMMUG00000011446
mandrillus_leucophaeus ENSMLEG00000040070
macaca_nemestrina ENSMNEG00000039334
chlorocebus_sabaeus ENSCSAG00000004436
cercocebus_atys ENSCATG00000002565
theropithecus_gelada ENSTGEG00000028972
papio_anubis ENSPANG00000020189
colobus_angolensis_palliatus ENSCANG00000043208
rhinopithecus_bieti ENSRBIG00000025382
piliocolobus_tephrosceles ENSPTEG00000029673
piliocolobus_tephrosceles ENSPTEG00000007982
callithrix_jacchus ENSCJAG00000014351
callithrix_jacchus ENSCJAG00000022900
saimiri_boliviensis_boliviensis ENSSBOG00000032500
cebus_capucinus_imitator ENSCCAG00000036709
aotus_nancymaae ENSANAG00000038439
carlito_syrichta ENSTSYG00000032465
prolemur_simus ENSPSMG00000004282
propithecus_coquereli ENSPCOG00000017485
microcebus_murinus ENSMICG00000044094
ovis_aries ENSOARG00000014837
capra_hircus ENSCHIG00000015723
bos_taurus ENSBTAG00000050386
bos_mutus ENSBMUG00000023763
sus_scrofa ENSSSCG00000010756
tursiops_truncatus ENSTTRG00000004343
ursus_maritimus ENSUMAG00000009436
ailuropoda_melanoleuca ENSAMEG00000003370
mustela_putorius_furo ENSMPUG00000002465
neovison_vison ENSNVIG00000009056
canis_lupus_dingo ENSCAFG00020019566
canis_lupus_familiaris ENSCAFG00000013263
vulpes_vulpes ENSVVUG00000005481
panthera_pardus ENSPPRG00000001583
felis_catus ENSFCAG00000035983
panthera_tigris_altaica ENSPTIG00000005065
ursus_americanus ENSUAMG00000004543
bison_bison_bison ENSBBBG00000011695
equus_caballus ENSECAG00000026858
equus_asinus_asinus ENSEASG00005014920
pteropus_vampyrus ENSPVAG00000015674
myotis_lucifugus ENSMLUG00000005467
choloepus_hoffmanni ENSCHOG00000014003
dasypus_novemcinctus ENSDNOG00000048245
procavia_capensis ENSPCAG00000012773
echinops_telfairi ENSETEG00000011942
loxodonta_africana ENSLAFG00000022317
phascolarctos_cinereus ENSPCIG00000021045
ornithorhynchus_anatinus ENSOANG00000028957
xenopus_tropicalis ENSXETG00000025209
eptatretus_burgeri ENSEBUG00000002883
ciona_intestinalis ENSCING00000020477
saccharomyces_cerevisiae_strain_s288c YDL200C
