ailuropoda_melanoleuca ENSAMEG00000016990
kryptolebias_marmoratus ENSKMAG00000003469
oryzias_melastigma ENSOMEG00000019748
tetraodon_nigroviridis ENSTNIG00000004824
tetraodon_nigroviridis ENSTNIG00000002151
takifugu_rubripes ENSTRUG00000025202
hippocampus_comes ENSHCOG00000002911
periophthalmus_magnuspinnatus ENSPMGG00000017158
gadus_morhua ENSGMOG00000010060
esox_lucius ENSELUG00000004942
astyanax_mexicanus ENSAMXG00000041311
astyanax_mexicanus ENSAMXG00000038283
danio_rerio ENSDARG00000053990
petromyzon_marinus ENSPMAG00000007397
ciona_savignyi ENSCSAVG00000004983
ciona_intestinalis ENSCING00000003838
ciona_intestinalis ENSCING00000004075
drosophila_melanogaster FBgn0278608
caenorhabditis_elegans_strain_n2 WBGene00001972
