monodelphis_domestica ENSMODG00000011425
pelodiscus_sinensis ENSPSIG00000011234
sphenodon_punctatus ENSSPUG00000018333
anolis_carolinensis ENSACAG00000024982
pogona_vitticeps ENSPVIG00000023740
salvator_merianae ENSSMRG00000022054
anas_platyrhynchos_platyrhynchos ENSAPLG00000027442
anser_brachyrhynchus ENSABRG00000022479
coturnix_japonica ENSCJPG00005016862
meleagris_gallopavo ENSMGAG00000001889
numida_meleagris ENSNMEG00000020594
taeniopygia_guttata ENSTGUG00000017442
lonchura_striata_domestica ENSLSDG00000011549
ficedula_albicollis ENSFALG00000013490
serinus_canaria ENSSCAG00000004111
parus_major ENSPMJG00000017087
cyanistes_caeruleus ENSCCEG00000020242
lepidothrix_coronata ENSLCOG00000008701
manacus_vitellinus ENSMVIG00005007311
junco_hyemalis ENSJHYG00000016835
calidris_pugnax ENSCPUG00000010463
calidris_pygmaea ENSCPGG00000009702
melopsittacus_undulatus ENSMUNG00000003432
nothoprocta_perdicaria ENSNPEG00000016252
xenopus_tropicalis ENSXETG00000030448
latimeria_chalumnae ENSLACG00000004847
astyanax_mexicanus ENSAMXG00000029147
pygocentrus_nattereri ENSPNAG00000010129
ictalurus_punctatus ENSIPUG00000018149
danio_rerio ENSDARG00000056784
astatotilapia_calliptera ENSACLG00000026511
haplochromis_burtoni ENSHBUG00000003194
oreochromis_niloticus ENSONIG00000009888
pundamilia_nyererei ENSPNYG00000010828
neolamprologus_brichardi ENSNBRG00000015923
amphilophus_citrinellus ENSACIG00000014074
oryzias_latipes_asm223467v1 ENSORLG00000016279
oryzias_latipes_asm223471v1 ENSORLG00020013371
oryzias_latipes_asm223469v1 ENSORLG00015013558
oryzias_melastigma ENSOMEG00000023605
amphiprion_percula ENSAPEG00000007769
amphiprion_ocellaris ENSAOCG00000011147
acanthochromis_polyacanthus ENSAPOG00000014334
stegastes_partitus ENSSPAG00000009310
monopterus_albus ENSMALG00000017388
mastacembelus_armatus ENSMAMG00000012217
anabas_testudineus ENSATEG00000011906
seriola_dumerili ENSSDUG00000009277
seriola_lalandi_dorsalis ENSSLDG00000012543
tetraodon_nigroviridis ENSTNIG00000015256
takifugu_rubripes ENSTRUG00000004715
gambusia_affinis ENSGAFG00000010902
xiphophorus_couchianus ENSXCOG00000002229
xiphophorus_maculatus ENSXMAG00000015900
poecilia_reticulata ENSPREG00000002624
poecilia_formosa ENSPFOG00000007622
poecilia_latipinna ENSPLAG00000019733
poecilia_mexicana ENSPMEG00000021908
fundulus_heteroclitus ENSFHEG00000022488
cynoglossus_semilaevis ENSCSEG00000016549
mola_mola ENSMMOG00000018977
esox_lucius ENSELUG00000022507
scleropages_formosus ENSSFOG00015019231
paramormyrops_kingsleyae ENSPKIG00000003305
lepisosteus_oculatus ENSLOCG00000005382
