dasypus_novemcinctus ENSDNOG00000016993
tetraodon_nigroviridis ENSTNIG00000012677
periophthalmus_magnuspinnatus ENSPMGG00000023559
gasterosteus_aculeatus ENSGACG00000020065
hippocampus_comes ENSHCOG00000003911
gadus_morhua ENSGMOG00000002085
esox_lucius ENSELUG00000003018
pygocentrus_nattereri ENSPNAG00000029986
astyanax_mexicanus ENSAMXG00000005764
ictalurus_punctatus ENSIPUG00000007282
danio_rerio ENSDARG00000045528
lepisosteus_oculatus ENSLOCG00000015755
petromyzon_marinus ENSPMAG00000003916
eptatretus_burgeri ENSEBUG00000001571
