gasterosteus_aculeatus ENSGACG00000003213
calidris_pugnax ENSCPUG00000009692
calidris_pygmaea ENSCPGG00000005046
melopsittacus_undulatus ENSMUNG00000005562
gallus_gallus ENSGALG00000005855
coturnix_japonica ENSCJPG00005014765
numida_meleagris ENSNMEG00000000829
meleagris_gallopavo ENSMGAG00000007554
manacus_vitellinus ENSMVIG00005013180
lepidothrix_coronata ENSLCOG00000012332
taeniopygia_guttata ENSTGUG00000007678
taeniopygia_guttata ENSTGUG00000016969
lonchura_striata_domestica ENSLSDG00000005814
ficedula_albicollis ENSFALG00000006527
zonotrichia_albicollis ENSZALG00000013954
parus_major ENSPMJG00000013893
serinus_canaria ENSSCAG00000007027
junco_hyemalis ENSJHYG00000004670
cyanistes_caeruleus ENSCCEG00000006454
crocodylus_porosus ENSCPRG00005006836
chelonoidis_abingdonii ENSCABG00000004798
gopherus_agassizii ENSGAGG00000001445
chrysemys_picta_bellii ENSCPBG00000023511
pelodiscus_sinensis ENSPSIG00000012543
pogona_vitticeps ENSPVIG00000012135
notechis_scutatus ENSNSUG00000009110
salvator_merianae ENSSMRG00000006756
sphenodon_punctatus ENSSPUG00000007533
anolis_carolinensis ENSACAG00000013505
notamacropus_eugenii ENSMEUG00000011385
phascolarctos_cinereus ENSPCIG00000000285
monodelphis_domestica ENSMODG00000017209
sarcophilus_harrisii ENSSHAG00000013514
mus_spicilegus ENSMSIG00000017142
rhinopithecus_roxellana ENSRROG00000033870
prolemur_simus ENSPSMG00000018008
saimiri_boliviensis_boliviensis ENSSBOG00000017497
callithrix_jacchus ENSCJAG00000004353
cebus_capucinus_imitator ENSCCAG00000033108
aotus_nancymaae ENSANAG00000035485
aotus_nancymaae ENSANAG00000026602
pan_troglodytes ENSPTRG00000043027
pan_paniscus ENSPPAG00000030955
homo_sapiens ENSG00000169239
gorilla_gorilla ENSGGOG00000004884
pongo_abelii ENSPPYG00000020149
nomascus_leucogenys ENSNLEG00000009483
cercocebus_atys ENSCATG00000032924
mandrillus_leucophaeus ENSMLEG00000044443
theropithecus_gelada ENSTGEG00000016648
chlorocebus_sabaeus ENSCSAG00000014905
macaca_fascicularis ENSMFAG00000038720
macaca_nemestrina ENSMNEG00000038557
macaca_mulatta ENSMMUG00000014052
papio_anubis ENSPANG00000004636
piliocolobus_tephrosceles ENSPTEG00000003504
colobus_angolensis_palliatus ENSCANG00000039769
carlito_syrichta ENSTSYG00000004497
microcebus_murinus ENSMICG00000047453
propithecus_coquereli ENSPCOG00000011473
otolemur_garnettii ENSOGAG00000011336
peromyscus_maniculatus_bairdii ENSPEMG00000014305
microtus_ochrogaster ENSMOCG00000016989
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010805
cricetulus_griseus_crigri_1.0 ENSCGRG00000003954
cricetulus_griseus_crigri-picr ENSCGRG00015015671
mesocricetus_auratus ENSMAUG00000014459
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034726
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031373
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033556
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0032095
rattus_norvegicus ENSRNOG00000029330
meriones_unguiculatus ENSMUGG00000001893
nannospalax_galili ENSNGAG00000007433
jaculus_jaculus ENSJJAG00000000629
dipodomys_ordii ENSDORG00000027291
castor_canadensis ENSCCNG00000030721
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014372
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002904
fukomys_damarensis ENSFDAG00000007268
cavia_porcellus ENSCPOG00000004223
cavia_aperea ENSCAPG00000007219
chinchilla_lanigera ENSCLAG00000002128
octodon_degus ENSODEG00000004810
spermophilus_dauricus ENSSDAG00000019324
ictidomys_tridecemlineatus ENSSTOG00000008481
urocitellus_parryii ENSUPAG00010013214
oryctolagus_cuniculus ENSOCUG00000005571
ochotona_princeps ENSOPRG00000009099
tupaia_belangeri ENSTBEG00000009567
bos_taurus ENSBTAG00000020418
bos_mutus ENSBMUG00000020136
bison_bison_bison ENSBBBG00000023916
capra_hircus ENSCHIG00000019033
ovis_aries ENSOARG00000012701
vicugna_pacos ENSVPAG00000007640
sus_scrofa ENSSSCG00000012141
pteropus_vampyrus ENSPVAG00000010215
myotis_lucifugus ENSMLUG00000009760
erinaceus_europaeus ENSEEUG00000002108
sorex_araneus ENSSARG00000000114
equus_caballus ENSECAG00000000478
equus_asinus_asinus ENSEASG00005000699
canis_lupus_familiaris ENSCAFG00000012150
canis_lupus_dingo ENSCAFG00020003679
mustela_putorius_furo ENSMPUG00000002683
canis_lupus_familiaris ENSCAFG00000028578
vulpes_vulpes ENSVVUG00000014491
ailuropoda_melanoleuca ENSAMEG00000017699
ursus_maritimus ENSUMAG00000008693
panthera_tigris_altaica ENSPTIG00000016353
panthera_pardus ENSPPRG00000018098
felis_catus ENSFCAG00000031216
marmota_marmota_marmota ENSMMMG00000005056
urocitellus_parryii ENSUPAG00010013209
mus_spicilegus ENSMSIG00000016910
pan_troglodytes ENSPTRG00000021692
ursus_americanus ENSUAMG00000023679
ailuropoda_melanoleuca ENSAMEG00000004348
neovison_vison ENSNVIG00000020489
mustela_putorius_furo ENSMPUG00000002692
vulpes_vulpes ENSVVUG00000014494
canis_lupus_dingo ENSCAFG00020003670
panthera_pardus ENSPPRG00000018116
panthera_tigris_altaica ENSPTIG00000000001
dasypus_novemcinctus ENSDNOG00000034929
loxodonta_africana ENSLAFG00000009324
procavia_capensis ENSPCAG00000000614
echinops_telfairi ENSETEG00000011142
ornithorhynchus_anatinus ENSOANG00000002572
xenopus_tropicalis ENSXETG00000016594
latimeria_chalumnae ENSLACG00000015179
petromyzon_marinus ENSPMAG00000009349
