cavia_porcellus ENSCPOG00000010624
tetraodon_nigroviridis ENSTNIG00000010086
anabas_testudineus ENSATEG00000008863
seriola_dumerili ENSSDUG00000008801
mastacembelus_armatus ENSMAMG00000007069
monopterus_albus ENSMALG00000014604
scophthalmus_maximus ENSSMAG00000009761
mola_mola ENSMMOG00000001500
gasterosteus_aculeatus ENSGACG00000004035
amphiprion_ocellaris ENSAOCG00000007090
amphiprion_percula ENSAPEG00000004396
acanthochromis_polyacanthus ENSAPOG00000016439
stegastes_partitus ENSSPAG00000001342
astatotilapia_calliptera ENSACLG00000023636
haplochromis_burtoni ENSHBUG00000004383
pundamilia_nyererei ENSPNYG00000000489
maylandia_zebra ENSMZEG00005008455
oreochromis_niloticus ENSONIG00000018197
poecilia_formosa ENSPFOG00000018261
poecilia_latipinna ENSPLAG00000020707
poecilia_mexicana ENSPMEG00000021576
poecilia_reticulata ENSPREG00000013313
xiphophorus_maculatus ENSXMAG00000021295
xiphophorus_couchianus ENSXCOG00000003602
gambusia_affinis ENSGAFG00000013002
fundulus_heteroclitus ENSFHEG00000005432
kryptolebias_marmoratus ENSKMAG00000003980
oryzias_latipes_asm223467v1 ENSORLG00000012491
oryzias_latipes_asm223471v1 ENSORLG00020021664
oryzias_latipes_asm223469v1 ENSORLG00015020644
oryzias_melastigma ENSOMEG00000003475
periophthalmus_magnuspinnatus ENSPMGG00000003894
gadus_morhua ENSGMOG00000003379
esox_lucius ENSELUG00000009160
pygocentrus_nattereri ENSPNAG00000002663
astyanax_mexicanus ENSAMXG00000008764
ictalurus_punctatus ENSIPUG00000019565
danio_rerio ENSDARG00000005236
paramormyrops_kingsleyae ENSPKIG00000004220
scleropages_formosus ENSSFOG00015003158
lepisosteus_oculatus ENSLOCG00000003374
pogona_vitticeps ENSPVIG00000000644
notechis_scutatus ENSNSUG00000015905
salvator_merianae ENSSMRG00000008274
sphenodon_punctatus ENSSPUG00000011237
chelonoidis_abingdonii ENSCABG00000003545
gopherus_agassizii ENSGAGG00000005393
chrysemys_picta_bellii ENSCPBG00000013714
pelodiscus_sinensis ENSPSIG00000006080
latimeria_chalumnae ENSLACG00000008142
parus_major ENSPMJG00000015943
petromyzon_marinus ENSPMAG00000000807
eptatretus_burgeri ENSEBUG00000014239
ornithorhynchus_anatinus ENSOANG00000031805
xenopus_tropicalis ENSXETG00000018840
petromyzon_marinus ENSPMAG00000000804
ciona_intestinalis ENSCING00000004687
