serinus_canaria ENSSCAG00000016072
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016159
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020109
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015348
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030764
rattus_norvegicus ENSRNOG00000030408
meriones_unguiculatus ENSMUGG00000024315
meriones_unguiculatus ENSMUGG00000024306
cricetulus_griseus_crigri_1.0 ENSCGRG00000015454
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012529
cricetulus_griseus_crigri-picr ENSCGRG00015008817
mesocricetus_auratus ENSMAUG00000010217
microtus_ochrogaster ENSMOCG00000016174
peromyscus_maniculatus_bairdii ENSPEMG00000005161
nannospalax_galili ENSNGAG00000013663
jaculus_jaculus ENSJJAG00000012076
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013803
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007343
fukomys_damarensis ENSFDAG00000011534
cavia_porcellus ENSCPOG00000001677
cavia_aperea ENSCAPG00000016739
chinchilla_lanigera ENSCLAG00000015705
octodon_degus ENSODEG00000013794
urocitellus_parryii ENSUPAG00010003088
marmota_marmota_marmota ENSMMMG00000005654
spermophilus_dauricus ENSSDAG00000016492
ictidomys_tridecemlineatus ENSSTOG00000000699
ochotona_princeps ENSOPRG00000004997
oryctolagus_cuniculus ENSOCUG00000017401
pan_troglodytes ENSPTRG00000002613
pan_paniscus ENSPPAG00000036285
gorilla_gorilla ENSGGOG00000000683
homo_sapiens ENSG00000148719
pongo_abelii ENSPPYG00000002353
nomascus_leucogenys ENSNLEG00000016428
piliocolobus_tephrosceles ENSPTEG00000006616
colobus_angolensis_palliatus ENSCANG00000043518
rhinopithecus_bieti ENSRBIG00000044931
rhinopithecus_roxellana ENSRROG00000030694
macaca_mulatta ENSMMUG00000010431
macaca_nemestrina ENSMNEG00000039682
macaca_fascicularis ENSMFAG00000043414
chlorocebus_sabaeus ENSCSAG00000008566
theropithecus_gelada ENSTGEG00000028685
papio_anubis ENSPANG00000022312
cercocebus_atys ENSCATG00000035918
mandrillus_leucophaeus ENSMLEG00000038357
papio_anubis ENSPANG00000019770
macaca_mulatta ENSMMUG00000008551
macaca_nemestrina ENSMNEG00000023818
cercocebus_atys ENSCATG00000012177
piliocolobus_tephrosceles ENSPTEG00000020638
cebus_capucinus_imitator ENSCCAG00000021542
saimiri_boliviensis_boliviensis ENSSBOG00000031191
callithrix_jacchus ENSCJAG00000007303
aotus_nancymaae ENSANAG00000013275
carlito_syrichta ENSTSYG00000014740
propithecus_coquereli ENSPCOG00000018824
prolemur_simus ENSPSMG00000006669
microcebus_murinus ENSMICG00000033013
otolemur_garnettii ENSOGAG00000013698
tupaia_belangeri ENSTBEG00000008081
echinops_telfairi ENSETEG00000000637
dasypus_novemcinctus ENSDNOG00000031309
loxodonta_africana ENSLAFG00000015077
procavia_capensis ENSPCAG00000015705
choloepus_hoffmanni ENSCHOG00000009370
ornithorhynchus_anatinus ENSOANG00000031022
xenopus_tropicalis ENSXETG00000006151
latimeria_chalumnae ENSLACG00000017545
hippocampus_comes ENSHCOG00000016193
periophthalmus_magnuspinnatus ENSPMGG00000003976
periophthalmus_magnuspinnatus ENSPMGG00000003979
amphilophus_citrinellus ENSACIG00000024518
poecilia_mexicana ENSPMEG00000001752
pundamilia_nyererei ENSPNYG00000021457
pundamilia_nyererei ENSPNYG00000021452
stegastes_partitus ENSSPAG00000015567
cyprinodon_variegatus ENSCVAG00000004977
fundulus_heteroclitus ENSFHEG00000000271
poecilia_formosa ENSPFOG00000004810
poecilia_mexicana ENSPMEG00000011520
poecilia_reticulata ENSPREG00000001863
xiphophorus_maculatus ENSXMAG00000014960
gambusia_affinis ENSGAFG00000004735
poecilia_latipinna ENSPLAG00000013311
xiphophorus_couchianus ENSXCOG00000006188
kryptolebias_marmoratus ENSKMAG00000014722
oryzias_latipes_asm223471v1 ENSORLG00020006883
oryzias_latipes_asm223469v1 ENSORLG00015006120
oryzias_latipes_asm223467v1 ENSORLG00000009199
oryzias_melastigma ENSOMEG00000011922
poecilia_latipinna ENSPLAG00000001030
labrus_bergylta ENSLBEG00000016796
cynoglossus_semilaevis ENSCSEG00000017027
seriola_lalandi_dorsalis ENSSLDG00000024253
seriola_dumerili ENSSDUG00000019404
scophthalmus_maximus ENSSMAG00000002241
gasterosteus_aculeatus ENSGACG00000002386
mastacembelus_armatus ENSMAMG00000019087
monopterus_albus ENSMALG00000001930
anabas_testudineus ENSATEG00000000095
amphiprion_ocellaris ENSAOCG00000008994
amphiprion_percula ENSAPEG00000019834
acanthochromis_polyacanthus ENSAPOG00000018026
stegastes_partitus ENSSPAG00000015517
maylandia_zebra ENSMZEG00005001098
haplochromis_burtoni ENSHBUG00000000554
astatotilapia_calliptera ENSACLG00000004931
oreochromis_niloticus ENSONIG00000016081
neolamprologus_brichardi ENSNBRG00000013904
tetraodon_nigroviridis ENSTNIG00000001977
tetraodon_nigroviridis ENSTNIG00000019394
takifugu_rubripes ENSTRUG00000012450
mola_mola ENSMMOG00000013787
gadus_morhua ENSGMOG00000000384
esox_lucius ENSELUG00000013474
pygocentrus_nattereri ENSPNAG00000008719
astyanax_mexicanus ENSAMXG00000029998
ictalurus_punctatus ENSIPUG00000009889
danio_rerio ENSDARG00000087473
paramormyrops_kingsleyae ENSPKIG00000007501
scleropages_formosus ENSSFOG00015013877
pygocentrus_nattereri ENSPNAG00000000607
astyanax_mexicanus ENSAMXG00000039787
ictalurus_punctatus ENSIPUG00000024657
danio_rerio ENSDARG00000039363
amphiprion_ocellaris ENSAOCG00000021979
amphiprion_percula ENSAPEG00000011608
acanthochromis_polyacanthus ENSAPOG00000017387
stegastes_partitus ENSSPAG00000009273
astatotilapia_calliptera ENSACLG00000013021
pundamilia_nyererei ENSPNYG00000011667
haplochromis_burtoni ENSHBUG00000021332
maylandia_zebra ENSMZEG00005027610
oreochromis_niloticus ENSONIG00000018502
neolamprologus_brichardi ENSNBRG00000018892
amphilophus_citrinellus ENSACIG00000020067
labrus_bergylta ENSLBEG00000000863
gasterosteus_aculeatus ENSGACG00000008528
monopterus_albus ENSMALG00000005718
mastacembelus_armatus ENSMAMG00000021332
anabas_testudineus ENSATEG00000003404
seriola_lalandi_dorsalis ENSSLDG00000025562
seriola_dumerili ENSSDUG00000010722
scophthalmus_maximus ENSSMAG00000000770
poecilia_formosa ENSPFOG00000013520
poecilia_latipinna ENSPLAG00000009114
poecilia_mexicana ENSPMEG00000005877
poecilia_reticulata ENSPREG00000016185
xiphophorus_maculatus ENSXMAG00000003095
xiphophorus_couchianus ENSXCOG00000013275
gambusia_affinis ENSGAFG00000009606
cyprinodon_variegatus ENSCVAG00000015115
fundulus_heteroclitus ENSFHEG00000021905
kryptolebias_marmoratus ENSKMAG00000017894
oryzias_latipes_asm223471v1 ENSORLG00020005310
oryzias_latipes_asm223467v1 ENSORLG00000006815
oryzias_melastigma ENSOMEG00000004907
periophthalmus_magnuspinnatus ENSPMGG00000013938
cynoglossus_semilaevis ENSCSEG00000004811
hippocampus_comes ENSHCOG00000020755
hippocampus_comes ENSHCOG00000018584
tetraodon_nigroviridis ENSTNIG00000008639
takifugu_rubripes ENSTRUG00000007929
mola_mola ENSMMOG00000010365
gadus_morhua ENSGMOG00000012574
esox_lucius ENSELUG00000024163
lepisosteus_oculatus ENSLOCG00000005316
eptatretus_burgeri ENSEBUG00000011932
