paramormyrops_kingsleyae ENSPKIG00000015139
capra_hircus ENSCHIG00000003371
ovis_aries ENSOARG00000001098
bos_mutus ENSBMUG00000001536
bos_taurus ENSBTAG00000045572
bison_bison_bison ENSBBBG00000009474
tursiops_truncatus ENSTTRG00000008426
sus_scrofa ENSSSCG00000002808
equus_caballus ENSECAG00000019473
equus_asinus_asinus ENSEASG00005005481
urocitellus_parryii ENSUPAG00010012001
spermophilus_dauricus ENSSDAG00000018854
ictidomys_tridecemlineatus ENSSTOG00000019944
marmota_marmota_marmota ENSMMMG00000009847
echinops_telfairi ENSETEG00000019680
propithecus_coquereli ENSPCOG00000007667
prolemur_simus ENSPSMG00000008805
microcebus_murinus ENSMICG00000004897
otolemur_garnettii ENSOGAG00000003269
colobus_angolensis_palliatus ENSCANG00000011411
piliocolobus_tephrosceles ENSPTEG00000025770
rhinopithecus_roxellana ENSRROG00000022257
rhinopithecus_bieti ENSRBIG00000030200
cercocebus_atys ENSCATG00000002643
theropithecus_gelada ENSTGEG00000001346
macaca_mulatta ENSMMUG00000022668
macaca_fascicularis ENSMFAG00000026248
macaca_nemestrina ENSMNEG00000020532
mandrillus_leucophaeus ENSMLEG00000027270
chlorocebus_sabaeus ENSCSAG00000018864
pan_paniscus ENSPPAG00000023652
pan_troglodytes ENSPTRG00000031195
homo_sapiens ENSG00000166188
gorilla_gorilla ENSGGOG00000017145
nomascus_leucogenys ENSNLEG00000034617
cebus_capucinus_imitator ENSCCAG00000020232
saimiri_boliviensis_boliviensis ENSSBOG00000018861
callithrix_jacchus ENSCJAG00000039505
aotus_nancymaae ENSANAG00000019739
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009557
cricetulus_griseus_crigri_1.0 ENSCGRG00000014598
cricetulus_griseus_crigri-picr ENSCGRG00015002286
mesocricetus_auratus ENSMAUG00000006878
microtus_ochrogaster ENSMOCG00000005503
peromyscus_maniculatus_bairdii ENSPEMG00000028896
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046556
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032539
mus_spicilegus ENSMSIG00000005132
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031420
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023018
rattus_norvegicus ENSRNOG00000013460
meriones_unguiculatus ENSMUGG00000009609
nannospalax_galili ENSNGAG00000022587
jaculus_jaculus ENSJJAG00000000816
cavia_aperea ENSCAPG00000007129
cavia_porcellus ENSCPOG00000030357
octodon_degus ENSODEG00000020561
chinchilla_lanigera ENSCLAG00000006953
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011504
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011990
fukomys_damarensis ENSFDAG00000020159
dipodomys_ordii ENSDORG00000027637
ochotona_princeps ENSOPRG00000010673
loxodonta_africana ENSLAFG00000002266
dasypus_novemcinctus ENSDNOG00000042239
ornithorhynchus_anatinus ENSOANG00000006540
xenopus_tropicalis ENSXETG00000013744
latimeria_chalumnae ENSLACG00000000891
