cynoglossus_semilaevis ENSCSEG00000012391
cyanistes_caeruleus ENSCCEG00000018971
parus_major ENSPMJG00000004361
ficedula_albicollis ENSFALG00000011127
junco_hyemalis ENSJHYG00000014613
zonotrichia_albicollis ENSZALG00000013795
serinus_canaria ENSSCAG00000011999
lonchura_striata_domestica ENSLSDG00000013907
taeniopygia_guttata ENSTGUG00000005559
calidris_pygmaea ENSCPGG00000016628
calidris_pugnax ENSCPUG00000002323
melopsittacus_undulatus ENSMUNG00000000122
crocodylus_porosus ENSCPRG00005014589
gopherus_agassizii ENSGAGG00000012486
chelonoidis_abingdonii ENSCABG00000008858
chrysemys_picta_bellii ENSCPBG00000020148
pelodiscus_sinensis ENSPSIG00000004960
pogona_vitticeps ENSPVIG00000003359
pogona_vitticeps ENSPVIG00000018234
anolis_carolinensis ENSACAG00000014084
salvator_merianae ENSSMRG00000014903
notechis_scutatus ENSNSUG00000016377
sphenodon_punctatus ENSSPUG00000018746
phascolarctos_cinereus ENSPCIG00000025984
notamacropus_eugenii ENSMEUG00000010212
sarcophilus_harrisii ENSSHAG00000008029
monodelphis_domestica ENSMODG00000001129
pan_troglodytes ENSPTRG00000011906
pan_paniscus ENSPPAG00000041533
homo_sapiens ENSG00000116062
gorilla_gorilla ENSGGOG00000021987
pongo_abelii ENSPPYG00000012425
nomascus_leucogenys ENSNLEG00000008521
theropithecus_gelada ENSTGEG00000002779
papio_anubis ENSPANG00000019107
mandrillus_leucophaeus ENSMLEG00000034239
macaca_fascicularis ENSMFAG00000041012
macaca_mulatta ENSMMUG00000022842
macaca_nemestrina ENSMNEG00000039742
chlorocebus_sabaeus ENSCSAG00000013583
piliocolobus_tephrosceles ENSPTEG00000032418
colobus_angolensis_palliatus ENSCANG00000012503
rhinopithecus_roxellana ENSRROG00000034827
rhinopithecus_bieti ENSRBIG00000018904
saimiri_boliviensis_boliviensis ENSSBOG00000011609
cebus_capucinus_imitator ENSCCAG00000032532
callithrix_jacchus ENSCJAG00000011019
aotus_nancymaae ENSANAG00000023899
carlito_syrichta ENSTSYG00000034295
propithecus_coquereli ENSPCOG00000014994
microcebus_murinus ENSMICG00000029031
prolemur_simus ENSPSMG00000010874
otolemur_garnettii ENSOGAG00000032157
castor_canadensis ENSCCNG00000008307
nannospalax_galili ENSNGAG00000009050
cricetulus_griseus_crigri-picr ENSCGRG00015023555
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006510
cricetulus_griseus_crigri_1.0 ENSCGRG00000010225
microtus_ochrogaster ENSMOCG00000017271
peromyscus_maniculatus_bairdii ENSPEMG00000013591
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005370
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022868
mus_spicilegus ENSMSIG00000024727
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021951
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020941
rattus_norvegicus ENSRNOG00000016134
meriones_unguiculatus ENSMUGG00000016109
jaculus_jaculus ENSJJAG00000009057
dipodomys_ordii ENSDORG00000012561
chinchilla_lanigera ENSCLAG00000003134
octodon_degus ENSODEG00000012640
cavia_porcellus ENSCPOG00000000931
cavia_aperea ENSCAPG00000008326
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014307
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003770
fukomys_damarensis ENSFDAG00000014973
urocitellus_parryii ENSUPAG00010020546
ictidomys_tridecemlineatus ENSSTOG00000022429
spermophilus_dauricus ENSSDAG00000024395
marmota_marmota_marmota ENSMMMG00000009374
tupaia_belangeri ENSTBEG00000017153
cercocebus_atys ENSCATG00000035720
oryctolagus_cuniculus ENSOCUG00000014615
ochotona_princeps ENSOPRG00000004827
bos_mutus ENSBMUG00000005336
bos_taurus ENSBTAG00000001424
bison_bison_bison ENSBBBG00000024950
capra_hircus ENSCHIG00000014129
ovis_aries ENSOARG00000005046
tursiops_truncatus ENSTTRG00000008063
sus_scrofa ENSSSCG00000020931
vicugna_pacos ENSVPAG00000007716
pteropus_vampyrus ENSPVAG00000010906
myotis_lucifugus ENSMLUG00000008787
equus_asinus_asinus ENSEASG00005002660
equus_caballus ENSECAG00000005949
ursus_maritimus ENSUMAG00000013204
ursus_americanus ENSUAMG00000014059
ailuropoda_melanoleuca ENSAMEG00000006324
mustela_putorius_furo ENSMPUG00000011012
neovison_vison ENSNVIG00000022928
canis_lupus_dingo ENSCAFG00020026419
canis_lupus_familiaris ENSCAFG00000002664
vulpes_vulpes ENSVVUG00000005670
panthera_tigris_altaica ENSPTIG00000005826
panthera_pardus ENSPPRG00000021052
felis_catus ENSFCAG00000007089
erinaceus_europaeus ENSEEUG00000006143
sorex_araneus ENSSARG00000002010
dasypus_novemcinctus ENSDNOG00000034423
choloepus_hoffmanni ENSCHOG00000013424
loxodonta_africana ENSLAFG00000001592
procavia_capensis ENSPCAG00000014474
echinops_telfairi ENSETEG00000006284
xenopus_tropicalis ENSXETG00000022635
latimeria_chalumnae ENSLACG00000015142
ornithorhynchus_anatinus ENSOANG00000010468
petromyzon_marinus ENSPMAG00000008456
eptatretus_burgeri ENSEBUG00000003228
ciona_savignyi ENSCSAVG00000004080
ciona_intestinalis ENSCING00000004304
drosophila_melanogaster FBgn0036486
caenorhabditis_elegans_strain_n2 WBGene00003422
piliocolobus_tephrosceles ENSPTEG00000002947
piliocolobus_tephrosceles ENSPTEG00000013015
saccharomyces_cerevisiae_strain_s288c YDR097C
