cyprinodon_variegatus ENSCVAG00000019030
rattus_norvegicus ENSRNOG00000001782
meriones_unguiculatus ENSMUGG00000017764
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021176
cricetulus_griseus_crigri-picr ENSCGRG00015020848
cricetulus_griseus_crigri_1.0 ENSCGRG00000014958
mesocricetus_auratus ENSMAUG00000018783
microtus_ochrogaster ENSMOCG00000002032
peromyscus_maniculatus_bairdii ENSPEMG00000009045
nannospalax_galili ENSNGAG00000011167
jaculus_jaculus ENSJJAG00000000207
oryctolagus_cuniculus ENSOCUG00000009660
ochotona_princeps ENSOPRG00000001603
sorex_araneus ENSSARG00000001683
dasypus_novemcinctus ENSDNOG00000024690
choloepus_hoffmanni ENSCHOG00000009942
loxodonta_africana ENSLAFG00000023046
procavia_capensis ENSPCAG00000010040
echinops_telfairi ENSETEG00000001984
chinchilla_lanigera ENSCLAG00000015182
octodon_degus ENSODEG00000012476
cavia_aperea ENSCAPG00000010944
cavia_porcellus ENSCPOG00000005842
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016738
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012546
fukomys_damarensis ENSFDAG00000001427
tupaia_belangeri ENSTBEG00000013318
xenopus_tropicalis ENSXETG00000023393
latimeria_chalumnae ENSLACG00000010527
oryzias_melastigma ENSOMEG00000012810
oryzias_melastigma ENSOMEG00000012825
hippocampus_comes ENSHCOG00000018361
cyanistes_caeruleus ENSCCEG00000006995
papio_anubis ENSPANG00000033841
petromyzon_marinus ENSPMAG00000003261
eptatretus_burgeri ENSEBUG00000016149
petromyzon_marinus ENSPMAG00000008533
