cavia_porcellus ENSCPOG00000033061
amphiprion_percula ENSAPEG00000000183
amphiprion_ocellaris ENSAOCG00000021562
acanthochromis_polyacanthus ENSAPOG00000008633
stegastes_partitus ENSSPAG00000001443
monopterus_albus ENSMALG00000010053
seriola_dumerili ENSSDUG00000018763
seriola_lalandi_dorsalis ENSSLDG00000003726
labrus_bergylta ENSLBEG00000025946
gasterosteus_aculeatus ENSGACG00000017419
tetraodon_nigroviridis ENSTNIG00000018780
takifugu_rubripes ENSTRUG00000014459
hippocampus_comes ENSHCOG00000007017
anabas_testudineus ENSATEG00000017423
fundulus_heteroclitus ENSFHEG00000018332
cyprinodon_variegatus ENSCVAG00000004161
poecilia_mexicana ENSPMEG00000022339
poecilia_formosa ENSPFOG00000011188
poecilia_latipinna ENSPLAG00000006051
poecilia_reticulata ENSPREG00000018005
xiphophorus_maculatus ENSXMAG00000018125
xiphophorus_couchianus ENSXCOG00000002808
gambusia_affinis ENSGAFG00000017568
kryptolebias_marmoratus ENSKMAG00000014585
oryzias_latipes_asm223471v1 ENSORLG00020007187
oryzias_latipes_asm223469v1 ENSORLG00015010340
oryzias_latipes_asm223467v1 ENSORLG00000019973
oryzias_melastigma ENSOMEG00000017526
gadus_morhua ENSGMOG00000003510
esox_lucius ENSELUG00000002791
pygocentrus_nattereri ENSPNAG00000022251
astyanax_mexicanus ENSAMXG00000036906
ictalurus_punctatus ENSIPUG00000022735
danio_rerio ENSDARG00000018241
paramormyrops_kingsleyae ENSPKIG00000020254
scleropages_formosus ENSSFOG00015015482
lepisosteus_oculatus ENSLOCG00000014150
periophthalmus_magnuspinnatus ENSPMGG00000020474
eptatretus_burgeri ENSEBUG00000016958
piliocolobus_tephrosceles ENSPTEG00000008574
ciona_intestinalis ENSCING00000007909
ciona_savignyi ENSCSAVG00000000784
drosophila_melanogaster FBgn0035294
