tetraodon_nigroviridis ENSTNIG00000008709
propithecus_coquereli ENSPCOG00000025431
prolemur_simus ENSPSMG00000024820
otolemur_garnettii ENSOGAG00000005417
castor_canadensis ENSCCNG00000004447
dipodomys_ordii ENSDORG00000008425
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022885
mus_spicilegus ENSMSIG00000021163
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024234
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021969
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018707
rattus_norvegicus ENSRNOG00000016578
meriones_unguiculatus ENSMUGG00000021081
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017262
cricetulus_griseus_crigri-picr ENSCGRG00015026209
cricetulus_griseus_crigri_1.0 ENSCGRG00000005450
cricetulus_griseus_crigri-picr ENSCGRG00015021089
cricetulus_griseus_crigri-picr ENSCGRG00015021094
cricetulus_griseus_crigri_1.0 ENSCGRG00000006147
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001905
mesocricetus_auratus ENSMAUG00000006874
peromyscus_maniculatus_bairdii ENSPEMG00000019906
microtus_ochrogaster ENSMOCG00000002437
nannospalax_galili ENSNGAG00000017051
jaculus_jaculus ENSJJAG00000023931
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016439
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012930
fukomys_damarensis ENSFDAG00000013934
cavia_aperea ENSCAPG00000008656
cavia_porcellus ENSCPOG00000004018
octodon_degus ENSODEG00000003767
chinchilla_lanigera ENSCLAG00000006536
urocitellus_parryii ENSUPAG00010002895
ictidomys_tridecemlineatus ENSSTOG00000000734
spermophilus_dauricus ENSSDAG00000005344
marmota_marmota_marmota ENSMMMG00000023380
oryctolagus_cuniculus ENSOCUG00000007276
tupaia_belangeri ENSTBEG00000006583
myotis_lucifugus ENSMLUG00000000214
pteropus_vampyrus ENSPVAG00000007804
equus_asinus_asinus ENSEASG00005007214
equus_caballus ENSECAG00000000001
ursus_maritimus ENSUMAG00000015907
ursus_americanus ENSUAMG00000011155
ailuropoda_melanoleuca ENSAMEG00000017072
neovison_vison ENSNVIG00000013331
mustela_putorius_furo ENSMPUG00000016413
canis_lupus_familiaris ENSCAFG00000003984
canis_lupus_dingo ENSCAFG00020026734
vulpes_vulpes ENSVVUG00000002094
panthera_pardus ENSPPRG00000015326
panthera_tigris_altaica ENSPTIG00000011190
felis_catus ENSFCAG00000019348
sus_scrofa ENSSSCG00000011018
vicugna_pacos ENSVPAG00000002130
bos_mutus ENSBMUG00000009960
bison_bison_bison ENSBBBG00000002348
bos_taurus ENSBTAG00000004387
capra_hircus ENSCHIG00000025725
ovis_aries ENSOARG00000014807
tursiops_truncatus ENSTTRG00000016657
erinaceus_europaeus ENSEEUG00000008652
phascolarctos_cinereus ENSPCIG00000018263
notamacropus_eugenii ENSMEUG00000007690
sarcophilus_harrisii ENSSHAG00000001222
monodelphis_domestica ENSMODG00000007924
ornithorhynchus_anatinus ENSOANG00000006046
xenopus_tropicalis ENSXETG00000002656
latimeria_chalumnae ENSLACG00000010030
petromyzon_marinus ENSPMAG00000004563
eptatretus_burgeri ENSEBUG00000005514
drosophila_melanogaster FBgn0024360
