amphiprion_ocellaris ENSAOCG00000010125
chrysemys_picta_bellii ENSCPBG00000001111
pelodiscus_sinensis ENSPSIG00000009983
anolis_carolinensis ENSACAG00000011922
pogona_vitticeps ENSPVIG00000005500
notechis_scutatus ENSNSUG00000020600
salvator_merianae ENSSMRG00000012238
sphenodon_punctatus ENSSPUG00000000588
echinops_telfairi ENSETEG00000017594
procavia_capensis ENSPCAG00000006724
loxodonta_africana ENSLAFG00000001708
dasypus_novemcinctus ENSDNOG00000044955
pan_troglodytes ENSPTRG00000022447
pan_troglodytes ENSPTRG00000045359
pan_paniscus ENSPPAG00000033506
homo_sapiens ENSG00000160219
gorilla_gorilla ENSGGOG00000001042
pongo_abelii ENSPPYG00000020891
nomascus_leucogenys ENSNLEG00000014318
colobus_angolensis_palliatus ENSCANG00000040470
piliocolobus_tephrosceles ENSPTEG00000011053
rhinopithecus_roxellana ENSRROG00000030926
rhinopithecus_bieti ENSRBIG00000036461
theropithecus_gelada ENSTGEG00000013325
papio_anubis ENSPANG00000004006
mandrillus_leucophaeus ENSMLEG00000033970
macaca_fascicularis ENSMFAG00000040219
macaca_mulatta ENSMMUG00000015190
macaca_nemestrina ENSMNEG00000036431
cercocebus_atys ENSCATG00000030384
chlorocebus_sabaeus ENSCSAG00000006717
saimiri_boliviensis_boliviensis ENSSBOG00000027441
callithrix_jacchus ENSCJAG00000016753
cebus_capucinus_imitator ENSCCAG00000023723
aotus_nancymaae ENSANAG00000032427
carlito_syrichta ENSTSYG00000013482
propithecus_coquereli ENSPCOG00000023755
microcebus_murinus ENSMICG00000000264
otolemur_garnettii ENSOGAG00000010477
tupaia_belangeri ENSTBEG00000011038
castor_canadensis ENSCCNG00000014967
dipodomys_ordii ENSDORG00000006809
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024780
cricetulus_griseus_crigri_1.0 ENSCGRG00000016105
cricetulus_griseus_crigri-picr ENSCGRG00015008230
mesocricetus_auratus ENSMAUG00000000113
peromyscus_maniculatus_bairdii ENSPEMG00000012634
microtus_ochrogaster ENSMOCG00000015626
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032750
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031734
meriones_unguiculatus ENSMUGG00000014776
nannospalax_galili ENSNGAG00000003725
jaculus_jaculus ENSJJAG00000010656
marmota_marmota_marmota ENSMMMG00000000520
spermophilus_dauricus ENSSDAG00000003899
ictidomys_tridecemlineatus ENSSTOG00000001065
urocitellus_parryii ENSUPAG00010002875
cavia_porcellus ENSCPOG00000002987
octodon_degus ENSODEG00000000525
chinchilla_lanigera ENSCLAG00000000759
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000701
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001350
fukomys_damarensis ENSFDAG00000000260
oryctolagus_cuniculus ENSOCUG00000001360
ochotona_princeps ENSOPRG00000016132
ursus_maritimus ENSUMAG00000016863
ursus_americanus ENSUAMG00000022977
ailuropoda_melanoleuca ENSAMEG00000001366
mustela_putorius_furo ENSMPUG00000016143
neovison_vison ENSNVIG00000023627
canis_lupus_familiaris ENSCAFG00000019613
canis_lupus_dingo ENSCAFG00020008942
panthera_pardus ENSPPRG00000008938
panthera_tigris_altaica ENSPTIG00000020079
felis_catus ENSFCAG00000006576
pteropus_vampyrus ENSPVAG00000009049
myotis_lucifugus ENSMLUG00000007763
equus_caballus ENSECAG00000023348
equus_asinus_asinus ENSEASG00005007493
vicugna_pacos ENSVPAG00000001422
sus_scrofa ENSSSCG00000012824
bos_mutus ENSBMUG00000006895
bos_taurus ENSBTAG00000013044
capra_hircus ENSCHIG00000013220
ovis_aries ENSOARG00000002997
tursiops_truncatus ENSTTRG00000008070
sorex_araneus ENSSARG00000006511
phascolarctos_cinereus ENSPCIG00000027141
notamacropus_eugenii ENSMEUG00000010892
monodelphis_domestica ENSMODG00000009236
sarcophilus_harrisii ENSSHAG00000005588
ornithorhynchus_anatinus ENSOANG00000013072
xenopus_tropicalis ENSXETG00000001527
latimeria_chalumnae ENSLACG00000016412
