heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013900
mastacembelus_armatus ENSMAMG00000020906
monopterus_albus ENSMALG00000010373
anabas_testudineus ENSATEG00000001819
astatotilapia_calliptera ENSACLG00000007563
maylandia_zebra ENSMZEG00005018374
haplochromis_burtoni ENSHBUG00000003729
pundamilia_nyererei ENSPNYG00000022895
neolamprologus_brichardi ENSNBRG00000017473
amphilophus_citrinellus ENSACIG00000004023
seriola_dumerili ENSSDUG00000011772
amphiprion_ocellaris ENSAOCG00000015567
amphiprion_percula ENSAPEG00000024473
acanthochromis_polyacanthus ENSAPOG00000010980
scophthalmus_maximus ENSSMAG00000011026
mola_mola ENSMMOG00000005935
periophthalmus_magnuspinnatus ENSPMGG00000016781
poecilia_formosa ENSPFOG00000000361
poecilia_reticulata ENSPREG00000018943
xiphophorus_maculatus ENSXMAG00000019504
fundulus_heteroclitus ENSFHEG00000012076
oryzias_latipes_asm223467v1 ENSORLG00000021857
oryzias_latipes_asm223469v1 ENSORLG00015002102
oryzias_melastigma ENSOMEG00000020493
cynoglossus_semilaevis ENSCSEG00000003689
gasterosteus_aculeatus ENSGACG00000000650
hippocampus_comes ENSHCOG00000004507
labrus_bergylta ENSLBEG00000003021
poecilia_latipinna ENSPLAG00000007364
poecilia_mexicana ENSPMEG00000022616
gambusia_affinis ENSGAFG00000001917
xiphophorus_couchianus ENSXCOG00000011573
cyprinodon_variegatus ENSCVAG00000019576
kryptolebias_marmoratus ENSKMAG00000001575
stegastes_partitus ENSSPAG00000001385
seriola_lalandi_dorsalis ENSSLDG00000005442
gadus_morhua ENSGMOG00000017010
astyanax_mexicanus ENSAMXG00000035862
ictalurus_punctatus ENSIPUG00000018815
danio_rerio ENSDARG00000032799
gasterosteus_aculeatus ENSGACG00000010094
labrus_bergylta ENSLBEG00000011748
mola_mola ENSMMOG00000012193
takifugu_rubripes ENSTRUG00000016975
oryzias_latipes_asm223471v1 ENSORLG00020013860
oryzias_latipes_asm223467v1 ENSORLG00000004270
oryzias_latipes_asm223469v1 ENSORLG00015006734
oryzias_melastigma ENSOMEG00000012553
periophthalmus_magnuspinnatus ENSPMGG00000005779
scophthalmus_maximus ENSSMAG00000009730
cynoglossus_semilaevis ENSCSEG00000008314
tetraodon_nigroviridis ENSTNIG00000016022
tetraodon_nigroviridis ENSTNIG00000016021
seriola_lalandi_dorsalis ENSSLDG00000009905
seriola_dumerili ENSSDUG00000022317
mastacembelus_armatus ENSMAMG00000023221
anabas_testudineus ENSATEG00000016594
amphiprion_percula ENSAPEG00000002559
amphiprion_ocellaris ENSAOCG00000010692
acanthochromis_polyacanthus ENSAPOG00000016138
stegastes_partitus ENSSPAG00000004913
astatotilapia_calliptera ENSACLG00000004537
maylandia_zebra ENSMZEG00005006178
haplochromis_burtoni ENSHBUG00000005212
pundamilia_nyererei ENSPNYG00000001455
neolamprologus_brichardi ENSNBRG00000001024
oreochromis_niloticus ENSONIG00000008547
amphilophus_citrinellus ENSACIG00000019088
fundulus_heteroclitus ENSFHEG00000007849
cyprinodon_variegatus ENSCVAG00000008724
poecilia_latipinna ENSPLAG00000003246
poecilia_formosa ENSPFOG00000003308
poecilia_formosa ENSPFOG00000021885
poecilia_mexicana ENSPMEG00000003934
poecilia_reticulata ENSPREG00000004160
xiphophorus_maculatus ENSXMAG00000016505
xiphophorus_couchianus ENSXCOG00000020800
gambusia_affinis ENSGAFG00000021982
kryptolebias_marmoratus ENSKMAG00000003369
monopterus_albus ENSMALG00000010172
hippocampus_comes ENSHCOG00000011706
gadus_morhua ENSGMOG00000013910
esox_lucius ENSELUG00000007275
paramormyrops_kingsleyae ENSPKIG00000015914
scleropages_formosus ENSSFOG00015021886
esox_lucius ENSELUG00000001707
paramormyrops_kingsleyae ENSPKIG00000001350
pygocentrus_nattereri ENSPNAG00000016611
lepisosteus_oculatus ENSLOCG00000015789
latimeria_chalumnae ENSLACG00000015409
pogona_vitticeps ENSPVIG00000002868
anolis_carolinensis ENSACAG00000007541
notechis_scutatus ENSNSUG00000019825
salvator_merianae ENSSMRG00000019235
sphenodon_punctatus ENSSPUG00000005449
phascolarctos_cinereus ENSPCIG00000027895
sarcophilus_harrisii ENSSHAG00000002843
erinaceus_europaeus ENSEEUG00000008184
ornithorhynchus_anatinus ENSOANG00000013573
gopherus_agassizii ENSGAGG00000011579
chelonoidis_abingdonii ENSCABG00000014671
chrysemys_picta_bellii ENSCPBG00000017477
xenopus_tropicalis ENSXETG00000023771
xiphophorus_maculatus ENSXMAG00000015183
xiphophorus_couchianus ENSXCOG00000016923
poecilia_formosa ENSPFOG00000023976
poecilia_latipinna ENSPLAG00000016559
poecilia_mexicana ENSPMEG00000023743
poecilia_reticulata ENSPREG00000011841
fundulus_heteroclitus ENSFHEG00000012811
cyprinodon_variegatus ENSCVAG00000015849
kryptolebias_marmoratus ENSKMAG00000019112
monopterus_albus ENSMALG00000017408
mastacembelus_armatus ENSMAMG00000012654
anabas_testudineus ENSATEG00000020662
seriola_lalandi_dorsalis ENSSLDG00000011558
seriola_dumerili ENSSDUG00000000452
scophthalmus_maximus ENSSMAG00000015015
takifugu_rubripes ENSTRUG00000013491
tetraodon_nigroviridis ENSTNIG00000002565
mola_mola ENSMMOG00000009870
labrus_bergylta ENSLBEG00000019285
maylandia_zebra ENSMZEG00005026780
astatotilapia_calliptera ENSACLG00000012341
haplochromis_burtoni ENSHBUG00000019152
pundamilia_nyererei ENSPNYG00000002461
neolamprologus_brichardi ENSNBRG00000010338
oreochromis_niloticus ENSONIG00000014643
amphilophus_citrinellus ENSACIG00000006434
acanthochromis_polyacanthus ENSAPOG00000014950
amphiprion_percula ENSAPEG00000023041
stegastes_partitus ENSSPAG00000016753
cynoglossus_semilaevis ENSCSEG00000018138
oryzias_latipes_asm223471v1 ENSORLG00020001869
oryzias_latipes_asm223467v1 ENSORLG00000018330
oryzias_latipes_asm223469v1 ENSORLG00015014878
oryzias_melastigma ENSOMEG00000023437
hippocampus_comes ENSHCOG00000003209
periophthalmus_magnuspinnatus ENSPMGG00000006400
gadus_morhua ENSGMOG00000008556
esox_lucius ENSELUG00000012005
astyanax_mexicanus ENSAMXG00000031121
pygocentrus_nattereri ENSPNAG00000004835
ictalurus_punctatus ENSIPUG00000011155
danio_rerio ENSDARG00000074746
scleropages_formosus ENSSFOG00015017051
paramormyrops_kingsleyae ENSPKIG00000015971
lepisosteus_oculatus ENSLOCG00000014523
latimeria_chalumnae ENSLACG00000010550
xenopus_tropicalis ENSXETG00000033363
ciona_intestinalis ENSCING00000004803
ciona_savignyi ENSCSAVG00000009193
