tursiops_truncatus ENSTTRG00000003145
carlito_syrichta ENSTSYG00000007746
propithecus_coquereli ENSPCOG00000023643
prolemur_simus ENSPSMG00000002920
microcebus_murinus ENSMICG00000000164
oryctolagus_cuniculus ENSOCUG00000015998
ursus_americanus ENSUAMG00000010633
meriones_unguiculatus ENSMUGG00000011222
callithrix_jacchus ENSCJAG00000009423
otolemur_garnettii ENSOGAG00000004929
castor_canadensis ENSCCNG00000028101
dipodomys_ordii ENSDORG00000004625
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003116
cricetulus_griseus_crigri_1.0 ENSCGRG00000016736
cricetulus_griseus_crigri-picr ENSCGRG00015015035
mesocricetus_auratus ENSMAUG00000021483
microtus_ochrogaster ENSMOCG00000005287
peromyscus_maniculatus_bairdii ENSPEMG00000023957
mus_spicilegus ENSMSIG00000013672
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015232
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026313
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014428
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027664
rattus_norvegicus ENSRNOG00000020372
nannospalax_galili ENSNGAG00000022632
jaculus_jaculus ENSJJAG00000019569
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018971
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003429
fukomys_damarensis ENSFDAG00000020364
chinchilla_lanigera ENSCLAG00000003187
cavia_porcellus ENSCPOG00000013072
urocitellus_parryii ENSUPAG00010005212
spermophilus_dauricus ENSSDAG00000017392
marmota_marmota_marmota ENSMMMG00000005171
ictidomys_tridecemlineatus ENSSTOG00000011115
vulpes_vulpes ENSVVUG00000023028
canis_lupus_familiaris ENSCAFG00000012546
ailuropoda_melanoleuca ENSAMEG00000011278
ursus_maritimus ENSUMAG00000011143
neovison_vison ENSNVIG00000022183
mustela_putorius_furo ENSMPUG00000000127
panthera_pardus ENSPPRG00000003105
panthera_tigris_altaica ENSPTIG00000017615
felis_catus ENSFCAG00000014232
equus_asinus_asinus ENSEASG00005007428
equus_caballus ENSECAG00000017406
capra_hircus ENSCHIG00000018437
ovis_aries ENSOARG00000018722
bos_mutus ENSBMUG00000023531
bos_taurus ENSBTAG00000017764
sus_scrofa ENSSSCG00000024777
myotis_lucifugus ENSMLUG00000014603
dasypus_novemcinctus ENSDNOG00000004946
loxodonta_africana ENSLAFG00000010952
ornithorhynchus_anatinus ENSOANG00000012951
meleagris_gallopavo ENSMGAG00000002138
coturnix_japonica ENSCJPG00005012790
ficedula_albicollis ENSFALG00000003839
serinus_canaria ENSSCAG00000009386
dromaius_novaehollandiae ENSDNVG00000000307
anser_brachyrhynchus ENSABRG00000015943
anas_platyrhynchos_platyrhynchos ENSAPLG00000004358
calidris_pugnax ENSCPUG00000014724
calidris_pygmaea ENSCPGG00000009699
lepidothrix_coronata ENSLCOG00000015521
manacus_vitellinus ENSMVIG00005001377
parus_major ENSPMJG00000006236
cyanistes_caeruleus ENSCCEG00000020546
taeniopygia_guttata ENSTGUG00000003197
lonchura_striata_domestica ENSLSDG00000006825
junco_hyemalis ENSJHYG00000016484
nothoprocta_perdicaria ENSNPEG00000015150
gallus_gallus ENSGALG00000004288
numida_meleagris ENSNMEG00000018208
apteryx_haastii ENSAHAG00000009025
apteryx_owenii ENSAOWG00000000655
apteryx_rowi ENSARWG00000009808
crocodylus_porosus ENSCPRG00005005400
chelonoidis_abingdonii ENSCABG00000009394
gopherus_agassizii ENSGAGG00000014128
chrysemys_picta_bellii ENSCPBG00000024299
pelodiscus_sinensis ENSPSIG00000018148
pogona_vitticeps ENSPVIG00000009472
anolis_carolinensis ENSACAG00000009425
notechis_scutatus ENSNSUG00000004025
salvator_merianae ENSSMRG00000020842
sphenodon_punctatus ENSSPUG00000013554
oryctolagus_cuniculus ENSOCUG00000021446
canis_lupus_dingo ENSCAFG00020024669
bison_bison_bison ENSBBBG00000024840
zonotrichia_albicollis ENSZALG00000013256
xenopus_tropicalis ENSXETG00000004880
latimeria_chalumnae ENSLACG00000007465
esox_lucius ENSELUG00000012228
periophthalmus_magnuspinnatus ENSPMGG00000015999
stegastes_partitus ENSSPAG00000009794
lepisosteus_oculatus ENSLOCG00000013093
