sphenodon_punctatus ENSSPUG00000005490
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018050
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017207
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018337
rattus_norvegicus ENSRNOG00000020441
meriones_unguiculatus ENSMUGG00000023183
peromyscus_maniculatus_bairdii ENSPEMG00000011882
microtus_ochrogaster ENSMOCG00000016124
cricetulus_griseus_crigri_1.0 ENSCGRG00000008297
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013436
cricetulus_griseus_crigri-picr ENSCGRG00015000521
nannospalax_galili ENSNGAG00000013456
jaculus_jaculus ENSJJAG00000021799
urocitellus_parryii ENSUPAG00010010115
spermophilus_dauricus ENSSDAG00000010191
ictidomys_tridecemlineatus ENSSTOG00000003814
marmota_marmota_marmota ENSMMMG00000005066
tupaia_belangeri ENSTBEG00000017346
propithecus_coquereli ENSPCOG00000007130
microcebus_murinus ENSMICG00000010362
prolemur_simus ENSPSMG00000006694
otolemur_garnettii ENSOGAG00000009916
pan_paniscus ENSPPAG00000041116
pan_troglodytes ENSPTRG00000009221
homo_sapiens ENSG00000126562
gorilla_gorilla ENSGGOG00000016049
nomascus_leucogenys ENSNLEG00000011816
rhinopithecus_bieti ENSRBIG00000033073
rhinopithecus_roxellana ENSRROG00000034925
colobus_angolensis_palliatus ENSCANG00000030344
piliocolobus_tephrosceles ENSPTEG00000018549
cercocebus_atys ENSCATG00000031419
mandrillus_leucophaeus ENSMLEG00000043136
papio_anubis ENSPANG00000021413
theropithecus_gelada ENSTGEG00000011003
macaca_fascicularis ENSMFAG00000000864
macaca_nemestrina ENSMNEG00000045494
macaca_mulatta ENSMMUG00000016616
pongo_abelii ENSPPYG00000008376
chlorocebus_sabaeus ENSCSAG00000003340
cebus_capucinus_imitator ENSCCAG00000033745
saimiri_boliviensis_boliviensis ENSSBOG00000030076
aotus_nancymaae ENSANAG00000037047
callithrix_jacchus ENSCJAG00000013197
ovis_aries ENSOARG00000003583
capra_hircus ENSCHIG00000020630
bos_taurus ENSBTAG00000019907
bos_mutus ENSBMUG00000015372
bison_bison_bison ENSBBBG00000011371
tursiops_truncatus ENSTTRG00000011704
sus_scrofa ENSSSCG00000017387
pteropus_vampyrus ENSPVAG00000008802
myotis_lucifugus ENSMLUG00000004064
equus_asinus_asinus ENSEASG00005010042
equus_caballus ENSECAG00000023887
ursus_maritimus ENSUMAG00000025058
ursus_americanus ENSUAMG00000013168
ailuropoda_melanoleuca ENSAMEG00000006833
neovison_vison ENSNVIG00000013400
mustela_putorius_furo ENSMPUG00000010121
canis_lupus_familiaris ENSCAFG00000014776
canis_lupus_dingo ENSCAFG00020013064
vulpes_vulpes ENSVVUG00000023871
panthera_pardus ENSPPRG00000007524
panthera_tigris_altaica ENSPTIG00000011860
felis_catus ENSFCAG00000026039
bos_mutus ENSBMUG00000015390
mesocricetus_auratus ENSMAUG00000015779
erinaceus_europaeus ENSEEUG00000009877
sorex_araneus ENSSARG00000001592
carlito_syrichta ENSTSYG00000036715
echinops_telfairi ENSETEG00000014615
procavia_capensis ENSPCAG00000013830
dasypus_novemcinctus ENSDNOG00000013996
notamacropus_eugenii ENSMEUG00000011628
phascolarctos_cinereus ENSPCIG00000021500
sarcophilus_harrisii ENSSHAG00000012881
monodelphis_domestica ENSMODG00000015051
ornithorhynchus_anatinus ENSOANG00000029972
ornithorhynchus_anatinus ENSOANG00000031595
oryctolagus_cuniculus ENSOCUG00000015928
ochotona_princeps ENSOPRG00000012585
