hippocampus_comes ENSHCOG00000003376
serinus_canaria ENSSCAG00000016235
zonotrichia_albicollis ENSZALG00000017294
junco_hyemalis ENSJHYG00000017946
ficedula_albicollis ENSFALG00000004227
anas_platyrhynchos_platyrhynchos ENSAPLG00000005138
anser_brachyrhynchus ENSABRG00000018822
gallus_gallus ENSGALG00000016859
meleagris_gallopavo ENSMGAG00000014876
coturnix_japonica ENSCJPG00005015983
numida_meleagris ENSNMEG00000018664
apteryx_haastii ENSAHAG00000014483
apteryx_owenii ENSAOWG00000000534
apteryx_rowi ENSARWG00000012087
dromaius_novaehollandiae ENSDNVG00000010708
nothoprocta_perdicaria ENSNPEG00000014045
crocodylus_porosus ENSCPRG00005016755
chelonoidis_abingdonii ENSCABG00000022012
chelonoidis_abingdonii ENSCABG00000005754
gopherus_agassizii ENSGAGG00000021166
pelodiscus_sinensis ENSPSIG00000003245
erinaceus_europaeus ENSEEUG00000001202
sorex_araneus ENSSARG00000010038
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009363
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000844
fukomys_damarensis ENSFDAG00000020344
octodon_degus ENSODEG00000012296
chinchilla_lanigera ENSCLAG00000002141
cavia_porcellus ENSCPOG00000038131
cavia_aperea ENSCAPG00000016528
ictidomys_tridecemlineatus ENSSTOG00000006370
marmota_marmota_marmota ENSMMMG00000020269
urocitellus_parryii ENSUPAG00010011230
spermophilus_dauricus ENSSDAG00000008757
peromyscus_maniculatus_bairdii ENSPEMG00000009905
microtus_ochrogaster ENSMOCG00000015480
cricetulus_griseus_crigri-picr ENSCGRG00015028715
cricetulus_griseus_crigri_1.0 ENSCGRG00000001411
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014330
mesocricetus_auratus ENSMAUG00000019422
mus_spicilegus ENSMSIG00000017480
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014103
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046828
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014907
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027346
rattus_norvegicus ENSRNOG00000022762
meriones_unguiculatus ENSMUGG00000019224
meriones_unguiculatus ENSMUGG00000019658
nannospalax_galili ENSNGAG00000012836
jaculus_jaculus ENSJJAG00000018653
castor_canadensis ENSCCNG00000021494
oryctolagus_cuniculus ENSOCUG00000012425
ochotona_princeps ENSOPRG00000012291
pan_paniscus ENSPPAG00000034359
pan_troglodytes ENSPTRG00000051474
gorilla_gorilla ENSGGOG00000026202
pongo_abelii ENSPPYG00000005486
nomascus_leucogenys ENSNLEG00000032318
chlorocebus_sabaeus ENSCSAG00000017477
cercocebus_atys ENSCATG00000027673
theropithecus_gelada ENSTGEG00000013092
papio_anubis ENSPANG00000008110
mandrillus_leucophaeus ENSMLEG00000029608
macaca_nemestrina ENSMNEG00000038416
macaca_mulatta ENSMMUG00000000353
macaca_fascicularis ENSMFAG00000038241
rhinopithecus_bieti ENSRBIG00000043123
rhinopithecus_roxellana ENSRROG00000029795
piliocolobus_tephrosceles ENSPTEG00000034612
colobus_angolensis_palliatus ENSCANG00000023630
saimiri_boliviensis_boliviensis ENSSBOG00000032455
cebus_capucinus_imitator ENSCCAG00000023894
callithrix_jacchus ENSCJAG00000020064
carlito_syrichta ENSTSYG00000007727
microcebus_murinus ENSMICG00000047612
propithecus_coquereli ENSPCOG00000028570
prolemur_simus ENSPSMG00000016020
otolemur_garnettii ENSOGAG00000017110
neovison_vison ENSNVIG00000018644
mustela_putorius_furo ENSMPUG00000011216
ursus_maritimus ENSUMAG00000022612
ursus_americanus ENSUAMG00000018466
ailuropoda_melanoleuca ENSAMEG00000016439
canis_lupus_dingo ENSCAFG00020021318
canis_lupus_familiaris ENSCAFG00000029362
vulpes_vulpes ENSVVUG00000020879
panthera_tigris_altaica ENSPTIG00000005745
panthera_pardus ENSPPRG00000001205
felis_catus ENSFCAG00000026185
ovis_aries ENSOARG00000005325
capra_hircus ENSCHIG00000010980
bos_taurus ENSBTAG00000001344
bos_mutus ENSBMUG00000007459
bison_bison_bison ENSBBBG00000019157
tursiops_truncatus ENSTTRG00000006294
vicugna_pacos ENSVPAG00000005328
equus_caballus ENSECAG00000006487
equus_asinus_asinus ENSEASG00005022097
myotis_lucifugus ENSMLUG00000010722
pteropus_vampyrus ENSPVAG00000017325
dasypus_novemcinctus ENSDNOG00000032113
choloepus_hoffmanni ENSCHOG00000009634
loxodonta_africana ENSLAFG00000006143
procavia_capensis ENSPCAG00000012667
echinops_telfairi ENSETEG00000001026
dipodomys_ordii ENSDORG00000002607
notamacropus_eugenii ENSMEUG00000004083
phascolarctos_cinereus ENSPCIG00000018549
sarcophilus_harrisii ENSSHAG00000011413
monodelphis_domestica ENSMODG00000005824
ornithorhynchus_anatinus ENSOANG00000011321
ornithorhynchus_anatinus ENSOANG00000005240
xenopus_tropicalis ENSXETG00000031369
latimeria_chalumnae ENSLACG00000011381
