microcebus_murinus ENSMICG00000030985
periophthalmus_magnuspinnatus ENSPMGG00000011355
esox_lucius ENSELUG00000004203
pygocentrus_nattereri ENSPNAG00000021058
astyanax_mexicanus ENSAMXG00000041800
ictalurus_punctatus ENSIPUG00000019987
scleropages_formosus ENSSFOG00015015973
paramormyrops_kingsleyae ENSPKIG00000004420
poecilia_mexicana ENSPMEG00000012409
poecilia_latipinna ENSPLAG00000003404
poecilia_formosa ENSPFOG00000023388
gambusia_affinis ENSGAFG00000008542
xiphophorus_maculatus ENSXMAG00000027509
fundulus_heteroclitus ENSFHEG00000019567
cyprinodon_variegatus ENSCVAG00000013493
kryptolebias_marmoratus ENSKMAG00000000889
oryzias_latipes_asm223471v1 ENSORLG00020001552
oryzias_latipes_asm223467v1 ENSORLG00000022466
oryzias_melastigma ENSOMEG00000019513
amphiprion_ocellaris ENSAOCG00000022470
pundamilia_nyererei ENSPNYG00000001232
maylandia_zebra ENSMZEG00005010855
haplochromis_burtoni ENSHBUG00000017208
neolamprologus_brichardi ENSNBRG00000020978
monopterus_albus ENSMALG00000017871
labrus_bergylta ENSLBEG00000025463
seriola_lalandi_dorsalis ENSSLDG00000001887
seriola_dumerili ENSSDUG00000008575
amphilophus_citrinellus ENSACIG00000004396
amphiprion_percula ENSAPEG00000017656
scophthalmus_maximus ENSSMAG00000006031
cynoglossus_semilaevis ENSCSEG00000002111
anabas_testudineus ENSATEG00000018730
astyanax_mexicanus ENSAMXG00000033036
lepisosteus_oculatus ENSLOCG00000016434
latimeria_chalumnae ENSLACG00000005579
